               epoch,      train/box_loss,      train/cls_loss,      train/dfl_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/cls_loss,        val/dfl_loss,               x/lr0,               x/lr1,               x/lr2
                   0,              1.0432,              4.5242,              1.1738,            0.020027,             0.39427,            0.054082,            0.038653,             0.84589,              4.5728,              1.0389,              0.0973,              0.0003,              0.0003
                   1,             0.99512,              4.4646,              1.1698,             0.02414,             0.38593,             0.10093,            0.076867,             0.69817,              4.2719,             0.98389,            0.093698,          0.00069769,          0.00069769
