               epoch,      train/box_loss,      train/cls_loss,      train/dfl_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/cls_loss,        val/dfl_loss,               x/lr0,               x/lr1,               x/lr2
                  47,             0.62799,             0.60228,             0.94999,             0.83992,             0.88488,             0.90123,             0.76322,             0.60212,             0.54745,             0.95459,            0.005446,            0.005446,            0.005446
                  48,             0.60034,             0.57064,             0.93693,             0.82198,              0.8935,             0.90335,             0.74611,             0.61321,             0.56779,             0.96449,            0.005347,            0.005347,            0.005347
                  49,             0.60074,             0.56723,             0.91112,             0.81064,              0.9112,             0.90754,             0.77268,             0.59963,             0.56593,             0.97445,            0.005248,            0.005248,            0.005248
                  50,             0.58899,             0.57728,             0.92371,             0.89059,             0.82949,             0.94377,             0.78926,             0.59686,             0.54006,             0.96446,            0.005149,            0.005149,            0.005149
                  51,             0.60839,             0.56538,             0.93675,              0.8505,             0.84819,             0.92105,             0.77493,             0.56419,             0.56121,             0.97568,             0.00505,             0.00505,             0.00505
                  52,             0.58441,             0.54512,             0.91372,             0.88388,             0.82143,             0.91774,             0.76486,             0.58221,             0.54829,             0.97057,            0.004951,            0.004951,            0.004951
                  53,             0.61597,             0.59511,             0.95133,             0.90324,              0.8054,             0.90754,             0.76974,             0.56082,             0.56891,             0.95493,            0.004852,            0.004852,            0.004852
                  54,             0.59413,              0.5441,             0.92951,             0.90323,             0.79581,             0.91272,             0.76482,             0.56275,             0.54358,             0.95271,            0.004753,            0.004753,            0.004753
                  55,             0.58122,              0.5495,             0.93218,             0.92923,             0.78152,             0.91436,             0.78088,             0.56362,              0.5398,              0.9414,            0.004654,            0.004654,            0.004654
                  56,             0.64478,             0.56128,             0.93605,             0.91652,             0.80129,             0.91043,              0.7867,             0.58497,             0.53301,             0.93884,            0.004555,            0.004555,            0.004555
                  57,             0.56462,             0.52434,              0.9121,             0.91112,             0.81331,             0.92513,             0.79744,             0.55718,             0.54097,             0.93767,            0.004456,            0.004456,            0.004456
                  58,             0.55561,             0.51685,             0.91815,             0.90075,             0.82606,             0.92483,             0.79378,              0.5404,             0.51666,             0.94287,            0.004357,            0.004357,            0.004357
                  59,             0.57204,               0.551,             0.92278,             0.91151,             0.83107,             0.92811,              0.7943,             0.55182,             0.51136,              0.9448,            0.004258,            0.004258,            0.004258
                  60,             0.53305,             0.51744,             0.89518,             0.87648,             0.87319,             0.91271,             0.78418,             0.54419,              0.5239,             0.94835,            0.004159,            0.004159,            0.004159
                  61,             0.53421,              0.4953,             0.91461,             0.88872,             0.85859,             0.91322,             0.79711,             0.51497,             0.51256,             0.93449,             0.00406,             0.00406,             0.00406
                  62,             0.53507,             0.52735,             0.90535,              0.8352,              0.9181,             0.91371,             0.78746,             0.54248,             0.50422,              0.9421,            0.003961,            0.003961,            0.003961
                  63,             0.52669,             0.52539,             0.90871,             0.85676,             0.90926,             0.90939,             0.77914,             0.50278,             0.51913,              0.9299,            0.003862,            0.003862,            0.003862
                  64,             0.52138,             0.50214,             0.90829,             0.84972,             0.90141,             0.91186,             0.77871,             0.54501,             0.50831,             0.94351,            0.003763,            0.003763,            0.003763
                  65,             0.53198,             0.50392,             0.92379,             0.90531,             0.88038,             0.90893,             0.77755,             0.50518,             0.51221,             0.94161,            0.003664,            0.003664,            0.003664
                  66,             0.55913,              0.5124,             0.91779,             0.90301,             0.88751,             0.91764,              0.8068,             0.52639,              0.5174,             0.95398,            0.003565,            0.003565,            0.003565
                  67,             0.53246,             0.48407,             0.91516,             0.86716,             0.90053,              0.9199,             0.80622,             0.53798,             0.50879,             0.95343,            0.003466,            0.003466,            0.003466
                  68,             0.54854,             0.50065,             0.91318,             0.79953,             0.91365,             0.91782,             0.79432,             0.51286,             0.49995,              0.9531,            0.003367,            0.003367,            0.003367
                  69,             0.54349,             0.49115,             0.91418,             0.86999,             0.90163,             0.91991,             0.79049,             0.55096,             0.52495,             0.95433,            0.003268,            0.003268,            0.003268
                  70,             0.54059,             0.47152,             0.88935,             0.92276,              0.8752,               0.919,              0.7889,             0.51803,             0.50832,             0.94883,            0.003169,            0.003169,            0.003169
                  71,             0.49841,             0.45081,             0.87976,             0.88846,             0.89199,             0.92433,             0.78783,             0.53182,             0.50945,             0.94782,             0.00307,             0.00307,             0.00307
                  72,             0.52768,             0.50118,             0.90228,             0.89202,              0.8767,             0.92506,             0.79298,             0.51253,             0.50568,             0.94759,            0.002971,            0.002971,            0.002971
                  73,              0.5238,             0.49349,             0.90174,             0.88474,             0.87881,             0.92425,             0.79539,             0.51981,             0.49694,             0.95112,            0.002872,            0.002872,            0.002872
                  74,             0.49527,             0.48555,             0.89172,             0.87467,              0.8648,             0.92672,             0.79796,             0.51698,             0.50432,             0.94697,            0.002773,            0.002773,            0.002773
                  75,              0.4999,             0.47259,              0.9038,              0.8574,             0.87886,             0.92486,             0.79939,             0.53044,             0.50098,              0.9502,            0.002674,            0.002674,            0.002674
                  76,             0.50774,              0.4701,             0.88574,             0.86451,             0.87583,             0.91912,             0.78008,             0.51591,             0.50848,             0.94841,            0.002575,            0.002575,            0.002575
                  77,             0.53403,             0.47975,             0.90852,             0.87323,             0.87064,             0.91064,              0.7715,             0.52965,             0.51158,             0.95238,            0.002476,            0.002476,            0.002476
                  78,             0.48414,             0.44796,             0.88403,             0.85833,             0.88865,             0.91692,              0.7777,             0.51031,             0.49464,             0.95104,            0.002377,            0.002377,            0.002377
                  79,             0.47859,              0.4472,             0.88169,             0.85336,             0.89014,             0.92144,             0.77739,             0.51914,             0.49282,             0.94881,            0.002278,            0.002278,            0.002278
                  80,             0.51786,             0.45031,             0.90154,             0.84183,             0.90247,             0.92219,              0.7876,             0.50815,             0.48629,             0.94547,            0.002179,            0.002179,            0.002179
                  81,             0.49968,             0.44714,             0.90147,              0.8237,             0.92288,             0.92333,             0.78558,             0.49867,             0.48773,             0.94393,             0.00208,             0.00208,             0.00208
                  82,             0.46161,             0.40988,             0.87555,             0.81157,             0.93018,             0.92329,             0.78521,             0.50667,             0.48758,             0.94841,            0.001981,            0.001981,            0.001981
                  83,             0.48198,             0.44304,               0.881,             0.81274,             0.93018,              0.9253,             0.79565,             0.49074,              0.4882,             0.94295,            0.001882,            0.001882,            0.001882
                  84,             0.46933,             0.42675,             0.89006,             0.81334,             0.89541,             0.93238,             0.79962,             0.49513,              0.5085,             0.94595,            0.001783,            0.001783,            0.001783
                  85,             0.48402,             0.43068,              0.8848,             0.81446,             0.89237,             0.92706,              0.7816,             0.49783,             0.53244,             0.94357,            0.001684,            0.001684,            0.001684
                  86,             0.48844,             0.45511,             0.87882,             0.82187,             0.90157,             0.94385,             0.79403,             0.49455,             0.52669,             0.94194,            0.001585,            0.001585,            0.001585
                  87,             0.45741,             0.40337,              0.8728,             0.80899,             0.88723,             0.94416,             0.80365,              0.4943,             0.52731,             0.93929,            0.001486,            0.001486,            0.001486
                  88,             0.43943,             0.43281,             0.89556,             0.81709,             0.90737,             0.94418,             0.80362,             0.48832,             0.52717,             0.93928,            0.001387,            0.001387,            0.001387
                  89,             0.44745,             0.41068,             0.87755,             0.80862,             0.90744,             0.94481,             0.80574,              0.4919,             0.53156,             0.93369,            0.001288,            0.001288,            0.001288
                  90,               0.449,             0.41083,             0.88917,             0.81114,             0.90748,             0.94765,             0.80823,             0.48726,             0.52474,             0.93226,            0.001189,            0.001189,            0.001189
                  91,             0.47189,             0.44898,              0.8895,             0.80879,             0.90367,             0.94273,             0.80897,             0.48092,             0.52694,             0.93269,             0.00109,             0.00109,             0.00109
                  92,             0.48412,             0.42902,             0.90185,             0.81616,             0.89553,             0.94267,             0.80912,             0.48305,             0.53176,             0.93457,            0.000991,            0.000991,            0.000991
                  93,             0.47358,             0.41949,             0.88732,             0.81995,             0.89523,             0.94367,              0.8001,             0.48546,             0.53076,             0.93853,            0.000892,            0.000892,            0.000892
                  94,             0.46683,             0.43933,             0.89713,             0.81443,             0.90152,             0.94754,             0.80535,             0.48353,             0.52329,              0.9389,            0.000793,            0.000793,            0.000793
                  95,             0.47342,             0.43668,              0.8894,             0.82948,             0.90177,             0.94711,             0.80401,             0.48365,             0.51842,             0.94009,            0.000694,            0.000694,            0.000694
                  96,             0.42405,             0.38959,             0.87679,             0.82929,             0.90271,             0.94741,             0.80043,             0.48847,             0.51409,             0.94216,            0.000595,            0.000595,            0.000595
                  97,             0.47268,             0.43019,             0.87584,             0.84129,             0.90036,              0.9475,             0.80468,             0.48908,             0.50895,             0.94309,            0.000496,            0.000496,            0.000496
                  98,             0.45728,             0.41851,             0.89886,             0.84163,             0.89865,             0.94737,             0.80907,             0.48556,             0.50778,             0.94122,            0.000397,            0.000397,            0.000397
                  99,             0.46629,             0.40258,             0.88388,             0.83996,             0.89895,             0.94701,             0.81219,              0.4825,             0.50676,              0.9397,            0.000298,            0.000298,            0.000298
