               epoch,      train/box_loss,      train/cls_loss,      train/dfl_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/cls_loss,        val/dfl_loss,               x/lr0,               x/lr1,               x/lr2
                  72,             0.64775,             0.57808,             0.93982,             0.89957,             0.83986,             0.91707,             0.75796,             0.59749,             0.52035,             0.98626,            0.007657,            0.007657,            0.007657
                  73,             0.64622,             0.59321,             0.93999,             0.87396,             0.85158,             0.92152,              0.7447,             0.64617,             0.53287,             0.98962,            0.007624,            0.007624,            0.007624
                  74,             0.62175,             0.58036,             0.92635,             0.83341,             0.91486,             0.92552,             0.76812,             0.61431,              0.5416,             0.98021,            0.007591,            0.007591,            0.007591
                  75,             0.60423,             0.55032,             0.94071,             0.89861,              0.8638,             0.92513,             0.77864,             0.56892,             0.50528,              0.9718,            0.007558,            0.007558,            0.007558
                  76,             0.60462,             0.53446,             0.91322,              0.8972,             0.84607,             0.91048,             0.75711,             0.60964,             0.51812,             0.96994,            0.007525,            0.007525,            0.007525
                  77,             0.65937,             0.57021,             0.93865,             0.84807,             0.90474,             0.90503,             0.74423,             0.62393,             0.51312,              0.9842,            0.007492,            0.007492,            0.007492
                  78,              0.6277,             0.53089,             0.92238,             0.82072,             0.91553,              0.9143,             0.76201,             0.61856,             0.49844,             0.98086,            0.007459,            0.007459,            0.007459
                  79,              0.6283,             0.53822,             0.91315,             0.83606,             0.89689,             0.90811,             0.74571,             0.63938,             0.51918,             0.98117,            0.007426,            0.007426,            0.007426
                  80,             0.63635,             0.55905,             0.93857,             0.90345,             0.88965,             0.91396,             0.77027,             0.54701,             0.50894,             0.97283,            0.007393,            0.007393,            0.007393
                  81,             0.63415,             0.53982,             0.94119,             0.90258,             0.88519,             0.91542,             0.75593,             0.61967,             0.52201,             0.99801,             0.00736,             0.00736,             0.00736
                  82,             0.58286,             0.50969,             0.90684,             0.93161,             0.88621,             0.91249,             0.75802,             0.56074,             0.49842,             0.97962,            0.007327,            0.007327,            0.007327
                  83,             0.59658,             0.53489,             0.91232,             0.91493,             0.88493,             0.91563,             0.75869,             0.60254,             0.51929,             0.97814,            0.007294,            0.007294,            0.007294
                  84,             0.59743,             0.52392,             0.92156,             0.83763,             0.89527,             0.89375,             0.74634,             0.59726,              0.5342,             0.99701,            0.007261,            0.007261,            0.007261
                  85,             0.60059,             0.53602,             0.91432,             0.90915,             0.81327,             0.87657,             0.73237,             0.58058,              0.5328,             0.99086,            0.007228,            0.007228,            0.007228
                  86,             0.61132,             0.55382,             0.92058,             0.82527,             0.88993,             0.86105,             0.72101,             0.59726,             0.57456,             0.99577,            0.007195,            0.007195,            0.007195
                  87,              0.5573,             0.49899,             0.89701,             0.84303,             0.83662,             0.85588,             0.71431,             0.59855,             0.59123,              1.0119,            0.007162,            0.007162,            0.007162
                  88,             0.54845,             0.52293,             0.92867,              0.8259,             0.86105,             0.87303,             0.71916,             0.63486,              0.6056,              1.0025,            0.007129,            0.007129,            0.007129
                  89,              0.5748,             0.50246,             0.91427,             0.80139,             0.88364,             0.87972,             0.71695,             0.61327,             0.60967,             0.99358,            0.007096,            0.007096,            0.007096
                  90,             0.58688,              0.5223,             0.92736,             0.82164,             0.89059,             0.88818,             0.74647,             0.61047,             0.59411,             0.96593,            0.007063,            0.007063,            0.007063
                  91,             0.65918,             0.56226,             0.93571,             0.77715,             0.89458,             0.88134,             0.73491,             0.66697,             0.58908,             0.98212,             0.00703,             0.00703,             0.00703
                  92,              0.6206,             0.53257,             0.94272,             0.85372,             0.88806,             0.90102,             0.77903,             0.56857,             0.55152,             0.97125,            0.006997,            0.006997,            0.006997
                  93,             0.56898,              0.5037,              0.9164,             0.87497,             0.86689,             0.89993,              0.7744,             0.56944,             0.54191,             0.96652,            0.006964,            0.006964,            0.006964
                  94,              0.5754,             0.52959,             0.93277,             0.85789,             0.82126,             0.86929,             0.74263,             0.56572,             0.57685,             0.96102,            0.006931,            0.006931,            0.006931
                  95,             0.61917,             0.53617,             0.92824,             0.78316,              0.8449,             0.83352,             0.68915,             0.62728,             0.60963,             0.95341,            0.006898,            0.006898,            0.006898
                  96,              0.5676,             0.49536,             0.90623,             0.75646,             0.82399,             0.82823,              0.6923,             0.58497,             0.59159,             0.93805,            0.006865,            0.006865,            0.006865
                  97,             0.59962,             0.51356,             0.91238,              0.8128,             0.84295,             0.87572,              0.7433,             0.56224,              0.5624,             0.93445,            0.006832,            0.006832,            0.006832
                  98,              0.5833,             0.50994,             0.93444,             0.83171,             0.85713,             0.89283,             0.75254,             0.56177,             0.54138,             0.92593,            0.006799,            0.006799,            0.006799
                  99,             0.60057,             0.49997,             0.92105,             0.81645,             0.87749,             0.90185,             0.77071,             0.54587,             0.52311,             0.93474,            0.006766,            0.006766,            0.006766
                 100,             0.60654,             0.50436,              0.9244,             0.81931,             0.87555,             0.89857,             0.75368,             0.63243,              0.5394,             0.94144,            0.006733,            0.006733,            0.006733
                 101,              0.6016,             0.52012,             0.93058,             0.81789,             0.87508,             0.90458,             0.76032,             0.54316,             0.52239,             0.94096,              0.0067,              0.0067,              0.0067
                 102,             0.56048,             0.49866,             0.91149,             0.81566,             0.90003,             0.91427,             0.76726,             0.56181,             0.51912,             0.95108,            0.006667,            0.006667,            0.006667
                 103,             0.60743,             0.52856,             0.94015,             0.78345,             0.88594,             0.90917,             0.76469,             0.55414,             0.51011,             0.94232,            0.006634,            0.006634,            0.006634
                 104,             0.57543,             0.49251,             0.92903,             0.89435,             0.80154,             0.90239,             0.76012,              0.5532,             0.52148,             0.95208,            0.006601,            0.006601,            0.006601
                 105,             0.61411,             0.53182,               0.914,             0.89516,             0.79638,              0.9003,             0.75551,             0.57117,             0.53962,              0.9574,            0.006568,            0.006568,            0.006568
                 106,             0.59917,             0.49742,             0.90165,             0.90741,             0.78833,             0.90561,             0.75864,             0.59966,             0.52896,             0.96373,            0.006535,            0.006535,            0.006535
                 107,             0.58822,             0.53882,             0.92864,             0.78884,             0.87926,             0.89992,             0.76087,             0.57229,             0.52474,             0.95896,            0.006502,            0.006502,            0.006502
                 108,             0.60903,             0.49508,             0.91891,             0.85835,             0.86477,             0.89533,             0.74994,             0.59864,             0.56553,             0.97287,            0.006469,            0.006469,            0.006469
                 109,             0.61083,             0.51212,             0.91748,             0.82168,             0.88336,             0.88641,             0.72876,             0.57811,             0.56771,             0.97938,            0.006436,            0.006436,            0.006436
                 110,             0.61338,             0.52014,             0.92946,             0.88219,             0.86651,              0.8909,             0.74167,             0.62103,             0.56744,             0.97916,            0.006403,            0.006403,            0.006403
                 111,             0.61007,             0.45567,             0.89702,             0.89501,             0.86673,             0.89868,             0.74221,             0.60829,             0.53876,              0.9762,             0.00637,             0.00637,             0.00637
                 112,             0.57731,             0.48066,             0.90419,             0.85683,             0.88275,              0.8895,             0.74471,             0.58116,             0.53974,             0.97126,            0.006337,            0.006337,            0.006337
                 113,             0.56721,             0.47934,             0.89504,             0.85801,             0.87749,             0.88985,              0.7476,             0.58767,              0.5407,             0.97725,            0.006304,            0.006304,            0.006304
                 114,             0.57942,             0.50635,             0.93675,             0.80504,             0.88804,             0.90252,             0.75531,              0.5634,             0.54241,             0.97948,            0.006271,            0.006271,            0.006271
                 115,             0.56338,             0.47798,             0.91167,             0.88875,             0.82606,             0.88301,              0.7395,             0.58467,             0.56176,             0.97931,            0.006238,            0.006238,            0.006238
                 116,             0.59128,             0.51859,             0.91311,             0.87625,             0.80583,             0.87636,             0.72395,             0.57877,             0.55671,             0.97255,            0.006205,            0.006205,            0.006205
                 117,             0.58565,             0.48334,             0.89867,             0.90148,             0.76825,             0.86226,             0.71598,             0.61842,             0.58356,             0.98186,            0.006172,            0.006172,            0.006172
                 118,              0.5847,             0.46117,             0.89416,             0.78345,             0.89169,             0.88373,             0.73186,             0.58935,             0.57785,             0.98235,            0.006139,            0.006139,            0.006139
                 119,             0.57285,             0.51662,             0.93032,             0.83594,             0.86983,             0.89619,             0.74113,             0.59197,             0.54303,             0.97678,            0.006106,            0.006106,            0.006106
                 120,             0.57934,              0.4933,             0.91862,             0.86689,             0.86541,             0.89518,             0.74601,             0.57004,             0.54654,             0.98309,            0.006073,            0.006073,            0.006073
                 121,             0.52113,             0.45352,             0.89164,             0.88909,             0.85626,               0.901,             0.73664,             0.59159,             0.53481,             0.98786,             0.00604,             0.00604,             0.00604
                 122,             0.57857,             0.50253,             0.90553,             0.86769,              0.8916,             0.91128,             0.75212,             0.61076,             0.54352,             0.99023,            0.006007,            0.006007,            0.006007
                 123,             0.54456,             0.46357,              0.9039,             0.89696,             0.85953,             0.90569,             0.74355,             0.60099,             0.54758,             0.98686,            0.005974,            0.005974,            0.005974
                 124,             0.58774,              0.4883,             0.89787,             0.82299,             0.89055,             0.89578,             0.74565,             0.62568,             0.56139,             0.98947,            0.005941,            0.005941,            0.005941
                 125,             0.58037,             0.47436,             0.92161,             0.88423,             0.85477,             0.91246,             0.75827,             0.58947,              0.5727,             0.97951,            0.005908,            0.005908,            0.005908
                 126,             0.53779,             0.46872,             0.90791,             0.88986,             0.87195,             0.94347,             0.76973,             0.58205,             0.56112,             0.97977,            0.005875,            0.005875,            0.005875
                 127,             0.54446,             0.46817,             0.90745,             0.90287,             0.87114,             0.94553,             0.78023,             0.54483,             0.53363,             0.96616,            0.005842,            0.005842,            0.005842
                 128,             0.54809,             0.45765,             0.89996,             0.91416,             0.87058,             0.94796,             0.76925,             0.60386,             0.54399,             0.98437,            0.005809,            0.005809,            0.005809
                 129,             0.62488,             0.52126,             0.92567,             0.91052,             0.87114,             0.94461,             0.77031,             0.55455,             0.51297,             0.97445,            0.005776,            0.005776,            0.005776
                 130,             0.54014,             0.45776,             0.89266,             0.88536,             0.86826,             0.91875,             0.74567,             0.59503,             0.55073,             0.97974,            0.005743,            0.005743,            0.005743
                 131,             0.55088,             0.47221,              0.9043,               0.898,             0.84461,             0.93749,             0.75633,             0.55269,             0.52671,             0.97238,             0.00571,             0.00571,             0.00571
                 132,              0.5396,             0.44922,             0.89109,             0.90059,             0.84056,             0.93771,             0.75365,             0.57835,              0.5378,             0.97977,            0.005677,            0.005677,            0.005677
                 133,              0.5407,             0.45683,             0.89778,             0.86863,             0.89639,             0.93821,              0.7603,             0.55562,             0.51017,             0.97238,            0.005644,            0.005644,            0.005644
                 134,             0.56481,              0.4604,             0.90395,             0.92148,              0.8636,             0.93952,             0.76568,             0.58361,             0.53086,             0.97802,            0.005611,            0.005611,            0.005611
                 135,             0.53011,             0.46228,             0.90438,             0.86364,                0.92,             0.93917,             0.76472,             0.55916,             0.50844,             0.97487,            0.005578,            0.005578,            0.005578
                 136,             0.59077,             0.51223,             0.94322,             0.90028,             0.87109,             0.92262,             0.75986,             0.56458,             0.47963,              0.9877,            0.005545,            0.005545,            0.005545
                 137,              0.5126,             0.44795,             0.90072,             0.85094,             0.94556,             0.94856,             0.76772,             0.57397,             0.49382,             0.98091,            0.005512,            0.005512,            0.005512
                 138,             0.53067,             0.44839,             0.90008,             0.85743,             0.89627,             0.92747,             0.76759,             0.54792,             0.50587,             0.96892,            0.005479,            0.005479,            0.005479
                 139,             0.56665,             0.42951,             0.88314,             0.84756,             0.89829,             0.91797,             0.75753,             0.61277,             0.54034,              0.9633,            0.005446,            0.005446,            0.005446
                 140,             0.53855,             0.45398,             0.91412,             0.85682,             0.89038,             0.90736,             0.76529,             0.54318,             0.55705,             0.95791,            0.005413,            0.005413,            0.005413
                 141,             0.52846,             0.45614,             0.90339,             0.85467,             0.88774,             0.90465,             0.75297,             0.54906,             0.54052,             0.96046,             0.00538,             0.00538,             0.00538
                 142,             0.54239,             0.45059,             0.90548,             0.86272,             0.88156,             0.90832,             0.75742,              0.5588,             0.54379,             0.97436,            0.005347,            0.005347,            0.005347
                 143,             0.56344,             0.46619,             0.91286,             0.87221,             0.86973,             0.90308,             0.74506,             0.58223,             0.55402,             0.96259,            0.005314,            0.005314,            0.005314
                 144,             0.50953,              0.4414,             0.87526,             0.78792,             0.90847,             0.94189,              0.7746,             0.53424,             0.52019,             0.95642,            0.005281,            0.005281,            0.005281
                 145,             0.54333,             0.46541,              0.8948,             0.77102,             0.91819,             0.92838,             0.76682,             0.57521,             0.53313,             0.95971,            0.005248,            0.005248,            0.005248
                 146,             0.52622,             0.44316,             0.88964,              0.8054,             0.92129,             0.95696,             0.78804,             0.56274,             0.51896,             0.96027,            0.005215,            0.005215,            0.005215
                 147,               0.588,             0.47283,             0.90957,             0.78712,             0.93163,             0.93998,             0.78713,             0.61924,             0.54222,             0.96528,            0.005182,            0.005182,            0.005182
                 148,             0.55373,             0.43276,             0.88345,             0.79893,             0.92967,             0.92307,             0.76393,             0.55256,             0.52099,             0.95168,            0.005149,            0.005149,            0.005149
                 149,             0.51442,             0.41749,             0.87932,             0.81203,             0.92847,             0.92533,             0.76523,             0.57159,             0.50542,             0.96208,            0.005116,            0.005116,            0.005116
                 150,             0.52219,             0.40951,             0.87844,             0.81532,             0.93414,             0.92446,             0.75455,             0.56979,             0.49445,             0.95902,            0.005083,            0.005083,            0.005083
                 151,             0.53558,             0.44086,             0.90008,             0.79873,             0.93756,             0.92163,             0.74646,             0.58849,             0.50045,             0.97155,             0.00505,             0.00505,             0.00505
                 152,             0.52619,             0.42843,             0.88156,             0.84944,             0.90039,             0.92227,             0.76059,             0.55939,             0.49254,             0.96986,            0.005017,            0.005017,            0.005017
                 153,             0.52855,             0.43088,             0.88417,             0.86604,             0.92653,             0.92256,             0.75752,             0.58187,             0.49707,             0.98278,            0.004984,            0.004984,            0.004984
                 154,              0.4996,             0.39005,             0.87865,             0.85957,             0.91682,             0.92163,              0.7586,             0.56511,             0.49157,             0.97434,            0.004951,            0.004951,            0.004951
                 155,             0.49765,             0.40755,             0.87999,             0.77661,             0.91978,             0.92447,             0.75565,             0.56102,             0.50188,             0.97361,            0.004918,            0.004918,            0.004918
                 156,             0.52687,             0.44244,             0.91138,             0.76802,             0.91715,             0.92146,             0.74664,             0.54018,              0.5209,             0.97377,            0.004885,            0.004885,            0.004885
                 157,             0.51656,             0.42688,             0.89236,             0.78485,             0.90426,             0.90219,             0.74274,             0.55847,             0.53704,             0.98566,            0.004852,            0.004852,            0.004852
                 158,             0.53343,             0.45183,             0.90343,             0.86689,             0.82819,             0.91192,             0.74701,              0.5503,             0.55676,             0.98234,            0.004819,            0.004819,            0.004819
