Class,Confidence,Bounding Box,Center Simulation XYZ,Corner 1 Simulation XYZ,Corner 2 Simulation XYZ,Corner 3 Simulation XYZ,Corner 4 Simulation XYZ
10ML_centrifuge_tube,0.7206711173057556,"[845.0, 484.0, 864.0, 501.0]",[    0.27511     0.28733     0.20319],[    0.28477     0.27546     0.20014],[    0.26182     0.27632     0.20398],[    0.28595     0.29724     0.19716],[    0.26273     0.29723     0.19918]
blood_tube,0.5026853084564209,"[832.0, 528.0, 849.0, 547.0]",[    0.29998     0.35233     0.21601],[    0.30419     0.33245      0.1943],[     0.2846     0.33402     0.20011],[    0.30659     0.35808     0.19719],[    0.28664     0.35846      0.2002]
blood_tube,0.3584936559200287,"[736.0, 518.0, 751.0, 535.0]",[    0.40291     0.29309    0.093001],[    0.41078     0.27614    0.078947],[    0.38979     0.27387    0.075337],[    0.41138     0.30147    0.080816],[    0.39129     0.30151    0.082854]
dispensing_tube_rack,0.3153689205646515,"[702.0, 499.0, 862.0, 618.0]",[    0.33844     0.30211  0.00033057],[    0.45124     0.20275   -0.029079],[     0.2653      0.2952     0.20049],[    0.45166     0.38812    -0.01399],[    0.23538     0.38872    0.015444]
10ML_sorting_tube_rack,0.30520498752593994,"[302.0, 247.0, 402.0, 407.0]",[    0.99776   -0.012286    0.086247],[     1.6295     -0.9831    -0.94168],[    0.98192    -0.24487  -0.0045211],[     1.0469     0.12379    0.073895],[     0.9284    0.069384   -0.015332]
10ML_centrifuge_tube,0.30141445994377136,"[583.0, 266.0, 599.0, 282.0]",[    0.63722    -0.13211    0.082651],[     0.6584    -0.19929    0.016446],[    0.62881    -0.17988    0.042795],[    0.64966    -0.12076    0.075741],[    0.62325    -0.11563     0.08394]
5ML_sorting_tube_rack,0.27756065130233765,"[332.0, 0.0, 554.0, 173.0]",[    0.94358    -0.56467    0.077963],,[    0.93368     -2.0106    -0.79829],[     1.5563     -1.2005    -0.84351],[    0.73249    -0.44393   -0.017108]
5ML_sorting_tube_rack,0.8910836577415466,"[572.0, 267.0, 646.0, 389.0]",[    0.60275   -0.032637    0.076594],,[    0.55133     -0.2257    -0.01463],[    0.66441    0.010688   -0.041537],[    0.54248    0.027632  -0.0044042]
10ML_centrifuge_tube,0.8383160829544067,"[754.0, 560.0, 772.0, 577.0]",[    0.37567     0.34459    0.075755],[    0.38712     0.33317    0.073625],[    0.35952     0.32323    0.048768],[    0.38784     0.35685    0.074171],[    0.36181     0.35067    0.058779]
centrifuge_close,0.8148747682571411,"[837.0, 26.0, 1007.0, 187.0]",[   0.086782    -0.45525     0.16198],[  -0.082389     -2.0382    -0.89396],,[    0.19628    -0.44859   -0.036304],[   0.060102    -0.11092     0.33325]
refrigerator_close,0.7566339373588562,"[643.0, 2.0, 794.0, 168.0]",[    0.43839    -0.46408     0.18687],,[    0.42656     0.13154     0.78978],[    0.56538    -0.46416   -0.017561],[    0.27734    -0.48489   -0.026575]
10ML_centrifuge_tube,0.7324117422103882,"[845.0, 484.0, 864.0, 501.0]",[    0.27621     0.28942      0.2078],[    0.28435     0.27461     0.19831],[    0.26182     0.27632     0.20398],[    0.28595     0.29724     0.19716],[    0.26273     0.29723     0.19918]
5ML_sorting_tube_rack,0.5611542463302612,"[249.0, 406.0, 385.0, 559.0]",[    0.99708     0.24301    0.075321],[     1.5872    -0.36368    -0.83167],[     0.9578    0.065153   -0.021686],,[    0.90785     0.32009    -0.01307]
blood_tube,0.5132677555084229,"[831.0, 528.0, 849.0, 547.0]",[    0.30039     0.35308     0.21791],[    0.30464     0.33097     0.19052],[    0.28373     0.33249     0.19633],[    0.30622     0.35521     0.18955],[    0.28686     0.35882     0.20115]
blood_tube,0.4128470718860626,"[736.0, 518.0, 751.0, 535.0]",[    0.40321     0.29423     0.09583],[    0.41096     0.27691    0.080823],[     0.3899     0.27426    0.076275],[    0.41111     0.30036    0.077971],[    0.39162     0.30263    0.085698]
10ML_centrifuge_tube,0.37738287448883057,"[583.0, 266.0, 599.0, 282.0]",[    0.63722    -0.13211    0.082651],[    0.65677    -0.18758    0.031509],[    0.63024    -0.19284    0.026149],[    0.64966    -0.12076    0.075741],[    0.62339    -0.11684    0.082336]
dispensing_tube_rack,0.34737783670425415,"[702.0, 499.0, 857.0, 618.0]",[    0.34314     0.30331   0.0031846],[    0.45162     0.20558   -0.022586],[    0.27175     0.29583     0.20137],[    0.45137     0.38665   -0.018974],[    0.24082     0.38716   0.0094223]
10ML_sorting_tube_rack,0.3463674485683441,"[302.0, 247.0, 401.0, 405.0]",[    0.99935   -0.013538    0.087053],[     1.5944    -0.92762    -0.87192],[    0.98883     -0.2561   -0.018629],,[    0.93177     0.06387   -0.018912]
5ML_sorting_tube_rack,0.2673734128475189,"[332.0, 0.0, 554.0, 174.0]",[     0.9381    -0.54598    0.092144],,[     0.9524     -2.1374    -0.89209],[     1.5048     -1.1002    -0.74066],[    0.73182    -0.43883    -0.01441]
5ML_centrifuge_tube,0.25310665369033813,"[614.0, 285.0, 629.0, 299.0]",[    0.58716   -0.097384    0.083795],[    0.59924    -0.11361     0.07996],[    0.57571    -0.12225    0.069683],[    0.59779   -0.086409    0.079455],[    0.57458   -0.096639    0.066635]
blood_tube,0.25124382972717285,"[750.0, 299.0, 764.0, 316.0]",[    0.37154   -0.080065    0.079211],[    0.38181   -0.097484    0.076095],[    0.36046   -0.093519    0.082736],[    0.38031   -0.078019    0.056837],[    0.36026   -0.067262    0.073403]
5ML_sorting_tube_rack,0.8767970204353333,"[572.0, 267.0, 645.0, 390.0]",[    0.60431   -0.032582    0.076583],,[    0.55317    -0.22873   -0.018606],[     0.6638    0.015083   -0.037216],[    0.54403     0.02904  -0.0052609]
centrifuge_close,0.8315523862838745,"[839.0, 26.0, 1008.0, 185.0]",[   0.085125    -0.45677      0.1629],[  -0.070398     -1.9509    -0.82685],,[    0.19377    -0.44773   -0.029804],[   0.059594    -0.11184     0.33618]
10ML_centrifuge_tube,0.8227365016937256,"[754.0, 560.0, 772.0, 577.0]",[    0.37555     0.34425    0.074787],[    0.38724     0.33352    0.074588],[    0.35978     0.32393    0.050693],[     0.3875     0.35585    0.071253],[    0.36154        0.35    0.056834]
refrigerator_close,0.755791187286377,"[646.0, 2.0, 793.0, 168.0]",[    0.43817    -0.44359     0.20472],,[    0.42708     0.12982      0.7885],[    0.55952    -0.45797   -0.010904],[    0.28462    -0.45762   0.0013073]
10ML_centrifuge_tube,0.6917237639427185,"[846.0, 484.0, 864.0, 501.0]",[    0.27408     0.28771     0.20412],[    0.28394     0.27626     0.20199],[    0.26136     0.27547     0.20214],[    0.28492      0.2976      0.1981],[    0.26273     0.29723     0.19918]
5ML_sorting_tube_rack,0.5185685753822327,"[248.0, 406.0, 385.0, 558.0]",[     0.9996     0.24184    0.072549],[     1.6122    -0.38726    -0.87553],[     0.9578    0.065153   -0.021686],,[     0.9117     0.31449   -0.024844]
blood_tube,0.44743385910987854,"[831.0, 528.0, 849.0, 547.0]",[     0.3006     0.35346     0.21886],[    0.30523     0.33211     0.19335],[    0.28503     0.33479     0.20199],[    0.30721     0.35703     0.19432],[    0.28751     0.35992     0.20402]
blood_tube,0.3568063974380493,"[736.0, 518.0, 751.0, 535.0]",[    0.40281     0.29271    0.092059],[    0.41096     0.27691    0.080823],[    0.38979     0.27387    0.075337],[    0.41102     0.29999    0.077023],[    0.39129     0.30151    0.082854]
5ML_sorting_tube_rack,0.3527054488658905,"[332.0, 0.0, 554.0, 174.0]",[    0.93933    -0.54987    0.088696],,[     0.9524     -2.1374    -0.89209],[      1.492      -1.076    -0.71472],[     0.7311    -0.43463  -0.0099733]
10ML_centrifuge_tube,0.3335205614566803,"[583.0, 266.0, 599.0, 282.0]",[    0.63806    -0.13882     0.07388],[     0.6584    -0.19929    0.016446],[    0.63072    -0.19716    0.020601],[    0.64949    -0.11956    0.077345],[    0.62352    -0.11804    0.080733]
dispensing_tube_rack,0.2818366289138794,"[702.0, 497.0, 850.0, 618.0]",[    0.34993     0.30861    0.021203],[    0.45124     0.19937   -0.029325],[    0.27946     0.29197       0.198],[    0.45166     0.38812    -0.01399],[    0.24864     0.38511   0.0013898]
10ML_sorting_tube_rack,0.2715269923210144,"[302.0, 248.0, 402.0, 410.0]",[    0.99631  -0.0074793    0.087939],[     1.5749    -0.89459    -0.83506],[    0.98471    -0.24965   -0.013291],[      1.051     0.12235    0.061886],[     0.9288    0.072467   -0.019611]
5ML_sorting_tube_rack,0.8549367785453796,"[572.0, 267.0, 646.0, 389.0]",[    0.60242   -0.029278    0.081566],,[    0.55128    -0.22385   -0.012251],[    0.66404    0.012694   -0.038079],[    0.54246    0.028641  -0.0026764]
10ML_centrifuge_tube,0.8302695155143738,"[754.0, 560.0, 772.0, 577.0]",[     0.3753     0.34356    0.072853],[     0.3869     0.33247      0.0717],[    0.35992     0.32428    0.051656],[     0.3875     0.35585    0.071253],[    0.36154        0.35    0.056834]
centrifuge_close,0.7907783389091492,"[837.0, 26.0, 1008.0, 186.0]",[   0.094081    -0.43501     0.18011],[  -0.041995     -1.8521    -0.75138],,[    0.20015    -0.43618   -0.020414],[   0.058793    -0.11211     0.33397]
refrigerator_close,0.7656898498535156,"[646.0, 2.0, 793.0, 168.0]",[    0.43749    -0.45308     0.19649],,[    0.42762     0.13331     0.79105],[    0.55958     -0.4601    -0.01311],[    0.28094    -0.47623   -0.017779]
10ML_centrifuge_tube,0.7189841270446777,"[846.0, 484.0, 864.0, 501.0]",[     0.2743     0.28812     0.20504],[    0.28309     0.27457     0.19831],[    0.26205     0.27674      0.2049],[    0.28492      0.2976      0.1981],[    0.26296     0.29764     0.20011]
5ML_sorting_tube_rack,0.5838219523429871,"[249.0, 407.0, 384.0, 561.0]",[    0.99839     0.24544    0.073825],[      1.592    -0.36667     -0.8427],[    0.95874    0.067516    -0.02079],,[    0.91095     0.32057   -0.020401]
blood_tube,0.43609875440597534,"[831.0, 528.0, 849.0, 547.0]",[    0.29998     0.35233     0.21601],[    0.30483     0.33135     0.19146],[    0.28438     0.33364     0.19916],[    0.30681      0.3563     0.19241],[    0.28881     0.36211     0.20974]
10ML_sorting_tube_rack,0.4123748242855072,"[302.0, 247.0, 402.0, 407.0]",[    0.99776   -0.012286    0.086247],[     1.5723     -0.8927    -0.82802],[    0.98791    -0.25805   -0.020966],[     1.0496     0.12047    0.067756],[    0.92896    0.068428   -0.017085]
blood_tube,0.4059709310531616,"[736.0, 518.0, 751.0, 535.0]",[    0.40281     0.29271    0.092059],[     0.4105     0.27498    0.076132],[    0.38979     0.27387    0.075337],[    0.41138     0.30147    0.080816],[    0.39129     0.30151    0.082854]
dispensing_tube_rack,0.2796638011932373,"[702.0, 500.0, 834.0, 619.0]",[    0.36761     0.32927    0.068696],[     0.4513     0.20484   -0.028026],[     0.3001     0.29748     0.19958],[    0.45179     0.39018   -0.011736],[    0.26961     0.38556  -0.0044764]
5ML_sorting_tube_rack,0.2772769629955292,"[332.0, 0.0, 554.0, 174.0]",[    0.94081    -0.55453    0.084559],,[    0.92604     -1.9588       -0.76],[     1.5285     -1.1452    -0.78883],[    0.73219    -0.44093   -0.016628]
10ML_centrifuge_tube,0.2771769165992737,"[583.0, 266.0, 599.0, 282.0]",[    0.63707     -0.1309    0.084246],[    0.65617    -0.18326    0.037058],[    0.62976    -0.18852    0.031698],[    0.64949    -0.11956    0.077345],[    0.62339    -0.11684    0.082336]
blood_tube,0.25272446870803833,"[750.0, 299.0, 764.0, 316.0]",[    0.37175   -0.078895    0.080842],[    0.38181   -0.097484    0.076095],[    0.36069   -0.092334    0.084357],[    0.37972   -0.081477    0.051913],[    0.36026   -0.067262    0.073403]
5ML_sorting_tube_rack,0.8725963234901428,"[572.0, 267.0, 646.0, 389.0]",[    0.60297   -0.034876    0.073279],,[    0.55141    -0.22879   -0.018594],[    0.66488     0.00818   -0.045859],[    0.54248    0.027632  -0.0044042]
10ML_centrifuge_tube,0.8335813879966736,"[754.0, 560.0, 772.0, 577.0]",[     0.3753     0.34356    0.072853],[     0.3869     0.33247      0.0717],[    0.35952     0.32323    0.048768],[    0.38761     0.35618    0.072226],[    0.36194       0.351    0.059752]
centrifuge_close,0.8135327100753784,"[837.0, 26.0, 1007.0, 187.0]",[   0.090993    -0.44357     0.17244],[  -0.078331     -2.0195    -0.87964],,[    0.19952    -0.43669   -0.023642],[    0.05784    -0.11515     0.32878]
refrigerator_close,0.7745647430419922,"[646.0, 0.0, 793.0, 168.0]",[    0.43663    -0.46717     0.18641],,[    0.42713     0.12848     0.78935],[    0.55952    -0.45797   -0.010904],[     0.2784    -0.48911   -0.030993]
10ML_centrifuge_tube,0.7099066972732544,"[846.0, 484.0, 864.0, 501.0]",[    0.27342     0.28646     0.20136],[    0.28351     0.27541     0.20015],[    0.26205     0.27674      0.2049],[    0.28428     0.29638     0.19532],[    0.26273     0.29723     0.19918]
5ML_sorting_tube_rack,0.5396362543106079,"[249.0, 407.0, 385.0, 563.0]",[    0.99583     0.24778    0.075859],[     1.5773    -0.35108    -0.81374],[    0.95596    0.069371   -0.017273],,[    0.90999     0.32231   -0.023857]
blood_tube,0.43851345777511597,"[832.0, 528.0, 849.0, 547.0]",[    0.29957     0.35159     0.21412],[     0.3036     0.33131     0.19147],[    0.28438     0.33364     0.19916],[    0.30619     0.35735     0.19528],[    0.28816     0.36101     0.20688]
blood_tube,0.3828183114528656,"[736.0, 518.0, 751.0, 535.0]",[    0.40281     0.29271    0.092059],[    0.41078     0.27614    0.078947],[     0.3899     0.27426    0.076275],[    0.41129      0.3011    0.079867],[    0.39162     0.30263    0.085698]
5ML_sorting_tube_rack,0.867263674736023,"[572.0, 267.0, 645.0, 389.0]",[    0.60397   -0.029224    0.081555],,[    0.55299    -0.22255   -0.010677],[    0.66469   0.0091831    -0.04413],[    0.54405    0.028696  -0.0026876]
10ML_centrifuge_tube,0.8371304273605347,"[754.0, 560.0, 772.0, 577.0]",[     0.3753     0.34356    0.072853],[     0.3869     0.33247      0.0717],[    0.35939     0.32288    0.047806],[    0.38784     0.35685    0.074171],[    0.36181     0.35067    0.058779]
centrifuge_close,0.8071346879005432,"[838.0, 25.0, 1008.0, 189.0]",[   0.089802    -0.44064     0.17295],[  -0.072343     -1.9793    -0.84453],,[    0.19809    -0.43148   -0.023383],[   0.058279    -0.10937     0.33107]
refrigerator_close,0.7772879600524902,"[646.0, 0.0, 793.0, 168.0]",[    0.43623     -0.4727     0.18161],,[    0.42754     0.13109     0.79125],[    0.55948    -0.45655  -0.0094338],[    0.28419    -0.45977 -0.00089504]
10ML_centrifuge_tube,0.7144694924354553,"[846.0, 484.0, 864.0, 501.0]",[    0.27408     0.28771     0.20412],[    0.28351     0.27541     0.20015],[    0.26182     0.27632     0.20398],[    0.28471     0.29719     0.19717],[     0.2625     0.29682     0.19826]
5ML_sorting_tube_rack,0.578310489654541,"[249.0, 406.0, 385.0, 562.0]",[    0.99736     0.24498    0.072913],[     1.5774    -0.35327    -0.81238],[    0.95839    0.064196   -0.023438],,[    0.91004     0.32108    -0.02309]
blood_tube,0.4732663333415985,"[832.0, 528.0, 849.0, 547.0]",[    0.30039     0.35308     0.21791],[    0.30439     0.33284     0.19524],[     0.2846     0.33402     0.20011],[    0.30659     0.35808     0.19719],[    0.28881     0.36211     0.20974]
blood_tube,0.34535232186317444,"[736.0, 518.0, 751.0, 535.0]",[    0.40291     0.29309    0.093001],[    0.41096     0.27691    0.080823],[    0.38979     0.27387    0.075337],[    0.41138     0.30147    0.080816],[     0.3914     0.30188    0.083802]
10ML_centrifuge_tube,0.2679665684700012,"[583.0, 266.0, 599.0, 282.0]",[    0.63776    -0.13638    0.077069],[    0.65754    -0.19313    0.024374],[    0.62976    -0.18852    0.031698],[    0.64966    -0.12076    0.075741],[    0.62339    -0.11684    0.082336]
5ML_sorting_tube_rack,0.8678023815155029,"[572.0, 267.0, 645.0, 389.0]",[    0.60408   -0.030343    0.079897],,[    0.55302    -0.22379   -0.012263],[    0.66422    0.011691   -0.039808],[    0.54408    0.027688  -0.0044154]
10ML_centrifuge_tube,0.832243800163269,"[754.0, 560.0, 772.0, 577.0]",[    0.37555     0.34425    0.074787],[     0.3869     0.33247      0.0717],[    0.35952     0.32323    0.048768],[    0.38761     0.35618    0.072226],[    0.36194       0.351    0.059752]
centrifuge_close,0.8200244903564453,"[839.0, 25.0, 1008.0, 185.0]",[   0.087097    -0.45131     0.16778],[  -0.066549     -1.9369    -0.81198],,[    0.19493    -0.44352   -0.025342],[   0.059594    -0.11184     0.33618]
refrigerator_close,0.7447386384010315,"[643.0, 2.0, 794.0, 168.0]",[    0.43929    -0.45144     0.19785],,[    0.42656     0.13154     0.78978],[    0.56517    -0.45777   -0.010944],[    0.27776    -0.48274   -0.024373]
10ML_centrifuge_tube,0.693786084651947,"[846.0, 484.0, 864.0, 501.0]",[     0.2743     0.28812     0.20504],[    0.28288     0.27414      0.1974],[    0.26205     0.27674      0.2049],[    0.28471     0.29719     0.19717],[    0.26273     0.29723     0.19918]
5ML_sorting_tube_rack,0.5719354152679443,"[249.0, 407.0, 385.0, 561.0]",[    0.99699     0.24539    0.073835],[     1.6202    -0.39643    -0.89798],[    0.95774    0.066505   -0.022531],,[    0.90629      0.3242  -0.0097644]
blood_tube,0.47585058212280273,"[832.0, 528.0, 849.0, 547.0]",[    0.29957     0.35159     0.21412],[    0.30439     0.33284     0.19524],[     0.2846     0.33402     0.20011],[    0.30619     0.35735     0.19528],[    0.28686     0.35882     0.20115]
10ML_centrifuge_tube,0.37989184260368347,"[583.0, 266.0, 599.0, 282.0]",[    0.63761    -0.13516    0.078664],[    0.65737    -0.19189     0.02596],[    0.62915    -0.18297    0.038832],[    0.64983    -0.12196    0.074137],[    0.62366    -0.11925    0.079129]
blood_tube,0.37547767162323,"[736.0, 519.0, 751.0, 535.0]",[    0.40286     0.29423    0.092287],[    0.41073      0.2773     0.07822],[    0.39007      0.2762    0.077425],[    0.41111     0.30036    0.077971],[    0.39162     0.30263    0.085698]
10ML_sorting_tube_rack,0.2569984197616577,"[302.0, 248.0, 402.0, 410.0]",[    0.99766  -0.0096752    0.084614],[     1.5536    -0.86098     -0.7927],[    0.98642     -0.2534   -0.017993],[      1.051     0.12235    0.061886],[    0.92768    0.074369   -0.016099]
dispensing_tube_rack,0.25541800260543823,"[702.0, 500.0, 842.0, 618.0]",[    0.35943     0.32171    0.048533],[    0.45135     0.20524   -0.027097],[    0.28932     0.29549     0.19595],[    0.45166     0.38812    -0.01399],[    0.25838      0.3837  -0.0046618]
10ML_centrifuge_tube,0.8451184034347534,"[754.0, 560.0, 772.0, 577.0]",[    0.37518     0.34322    0.071886],[    0.38712     0.33317    0.073625],[    0.35978     0.32393    0.050693],[    0.38784     0.35685    0.074171],[    0.36154        0.35    0.056834]
