Class,Confidence,Bounding Box,Center 3D Coordinates,Corner 1 Coordinates,Corner 2 Coordinates,Corner 3 Coordinates,Corner 4 Coordinates
5ML_sorting_tube_rack,0.7669140696525574,"[701.0, 495.0, 807.0, 617.0]","[145.0, 263.0, 1230.0]","[80.0, 196.0, 1339.0]","[221.0, 184.0, 1255.0]","[75.0, 350.0, 1246.0]","[218.0, 347.0, 1236.0]"
5ML_sorting_tube_rack,0.7618736028671265,"[573.0, 269.0, 645.0, 390.0]","[-58.0, -51.0, 1416.0]","[-123.0, -155.0, 1523.0]","[-2.0, -161.0, 1582.0]","[-117.0, 45.0, 1448.0]","[-2.0, 45.0, 1462.0]"
5ML_sorting_tube_rack,0.7554238438606262,"[332.0, 0.0, 552.0, 174.0]","[-381.0, -512.0, 1695.0]","(0, 0)","[-339.0, -1300.0, 3271.0]","(0, 0)","[-178.0, -353.0, 1713.0]"
5ML_sorting_tube_rack,0.7001453638076782,"[643.0, 1.0, 792.0, 168.0]","[119.0, -469.0, 1537.0]","(0, 0)","[116.0, -286.0, 722.0]","[-6.0, -365.0, 1713.0]","[277.0, -369.0, 1733.0]"
5ML_sorting_tube_rack,0.6761767268180847,"[801.0, 461.0, 890.0, 620.0]","[237.0, 213.0, 1088.0]","[237.0, 152.0, 1396.0]","[373.0, 152.0, 1392.0]","[212.0, 354.0, 1248.0]","[339.0, 359.0, 1266.0]"
5ML_sorting_tube_rack,0.616134524345398,"[705.0, 0.0, 1280.0, 715.0]","[486.0, -7.0, 1279.0]","[46.0, -286.0, 719.0]","[507.0, -290.0, 729.0]","(0, 0)","[1378.0, 769.0, 1982.0]"
5ML_sorting_tube_rack,0.5934097766876221,"[300.0, 249.0, 404.0, 408.0]","[-453.0, -52.0, 1400.0]","(0, 0)","[-425.0, -198.0, 1595.0]","[-530.0, 71.0, 1392.0]","(0, 0)"
5ML_sorting_tube_rack,0.5846496224403381,"[739.0, 270.0, 804.0, 376.0]","[194.0, -60.0, 1420.0]","[160.0, -159.0, 1575.0]","[271.0, -158.0, 1563.0]","[147.0, 23.0, 1448.0]","[255.0, 23.0, 1473.0]"
5ML_sorting_tube_rack,0.4642520844936371,"[254.0, 407.0, 380.0, 596.0]","[-457.0, 193.0, 1263.0]","(0, 0)","[-425.0, 72.0, 1450.0]","[-539.0, 322.0, 1249.0]","(0, 0)"
5ML_sorting_tube_rack,0.46340417861938477,"[483.0, 455.0, 569.0, 565.0]","[-149.0, 183.0, 1123.0]","[-247.0, 141.0, 1377.0]","(0, 0)","(0, 0)","[-110.0, 288.0, 1289.0]"
10ML_centrifuge_tube,0.3821302056312561,"[868.0, 25.0, 1007.0, 122.0]","[508.0, -505.0, 1592.0]","[749.0, -1137.0, 3074.0]","(0, 0)","[399.0, -432.0, 1638.0]","(0, 0)"
5ML_centrifuge_tube,0.25676971673965454,"[718.0, 495.0, 767.0, 520.0]","[141.0, 215.0, 1347.0]","[107.0, 199.0, 1357.0]","[183.0, 202.0, 1381.0]","[100.0, 222.0, 1274.0]","[169.0, 222.0, 1279.0]"
5ML_sorting_tube_rack,0.9270707368850708,"[573.0, 267.0, 645.0, 391.0]","[-58.0, -51.0, 1420.0]","(0, 0)","[-2.0, -166.0, 1595.0]","[-120.0, 48.0, 1488.0]","[-2.0, 47.0, 1452.0]"
5ML_sorting_tube_rack,0.8976809978485107,"[248.0, 407.0, 381.0, 587.0]","[-463.0, 188.0, 1268.0]","[-1030.0, 117.0, 2352.0]","[-422.0, 72.0, 1448.0]","(0, 0)","[-376.0, 319.0, 1290.0]"
5ML_sorting_tube_rack,0.8783724308013916,"[332.0, 0.0, 554.0, 175.0]","[-378.0, -510.0, 1690.0]","(0, 0)","[-349.0, -1366.0, 3437.0]","[-966.0, -574.0, 2796.0]","[-173.0, -350.0, 1707.0]"
5ML_sorting_tube_rack,0.7876445055007935,"[301.0, 249.0, 403.0, 406.0]","[-453.0, -53.0, 1400.0]","[-1025.0, -334.0, 2700.0]","[-431.0, -199.0, 1610.0]","(0, 0)","[-387.0, 70.0, 1448.0]"
5ML_sorting_tube_rack,0.75547194480896,"[703.0, 495.0, 809.0, 616.0]","[147.0, 260.0, 1224.0]","[86.0, 202.0, 1376.0]","[218.0, 179.0, 1222.0]","[79.0, 355.0, 1270.0]","[222.0, 348.0, 1245.0]"
10ML_centrifuge_tube,0.593940258026123,"[754.0, 560.0, 772.0, 577.0]","[156.0, 275.0, 1215.0]","[144.0, 266.0, 1221.0]","[172.0, 271.0, 1246.0]","[143.0, 286.0, 1211.0]","[169.0, 289.0, 1222.0]"
dispensing_tube_rack,0.5642068386077881,"[706.0, 0.0, 1280.0, 712.0]","[485.0, -8.0, 1273.0]","[47.0, -286.0, 719.0]","[507.0, -290.0, 729.0]","[79.0, 465.0, 1208.0]","[1359.0, 753.0, 1955.0]"
5ML_sorting_tube_rack,0.5087078213691711,"[643.0, 3.0, 793.0, 168.0]","[123.0, -477.0, 1568.0]","(0, 0)","[116.0, -284.0, 720.0]","[-6.0, -365.0, 1713.0]","[278.0, -368.0, 1727.0]"
5ML_sorting_tube_rack,0.396360844373703,"[744.0, 456.0, 1066.0, 713.0]","[366.0, 314.0, 1287.0]","[151.0, 146.0, 1410.0]","[627.0, 141.0, 1359.0]","[129.0, 463.0, 1199.0]","[541.0, 453.0, 1173.0]"
5ML_centrifuge_tube,0.37674692273139954,"[866.0, 25.0, 1007.0, 122.0]","[510.0, -508.0, 1602.0]","(0, 0)","(0, 0)","[397.0, -433.0, 1644.0]","[444.0, -295.0, 1120.0]"
5ML_sorting_tube_rack,0.37568432092666626,"[739.0, 270.0, 814.0, 395.0]","[202.0, -46.0, 1422.0]","[161.0, -159.0, 1582.0]","[297.0, -162.0, 1610.0]","[149.0, 54.0, 1464.0]","[269.0, 53.0, 1462.0]"
5ML_sorting_tube_rack,0.3678756058216095,"[800.0, 457.0, 889.0, 619.0]","[237.0, 211.0, 1090.0]","[240.0, 149.0, 1420.0]","[372.0, 146.0, 1394.0]","[212.0, 356.0, 1259.0]","[337.0, 358.0, 1265.0]"
10ML_centrifuge_tube,0.29739680886268616,"[845.0, 484.0, 864.0, 502.0]","[259.0, 164.0, 1135.0]","[249.0, 154.0, 1143.0]","[273.0, 153.0, 1140.0]","[247.0, 175.0, 1134.0]","[271.0, 175.0, 1133.0]"
5ML_sorting_tube_rack,0.9323274493217468,"[573.0, 267.0, 645.0, 391.0]","[-58.0, -51.0, 1410.0]","(0, 0)","[-2.0, -166.0, 1590.0]","[-120.0, 48.0, 1484.0]","[-2.0, 47.0, 1448.0]"
5ML_sorting_tube_rack,0.8939472436904907,"[332.0, 0.0, 554.0, 175.0]","[-374.0, -505.0, 1673.0]","(0, 0)","[-338.0, -1322.0, 3325.0]","[-982.0, -583.0, 2843.0]","[-174.0, -353.0, 1718.0]"
5ML_sorting_tube_rack,0.8778393864631653,"[248.0, 407.0, 381.0, 585.0]","[-463.0, 187.0, 1268.0]","[-1057.0, 120.0, 2413.0]","[-422.0, 72.0, 1446.0]","(0, 0)","[-383.0, 322.0, 1312.0]"
5ML_sorting_tube_rack,0.8154551982879639,"[301.0, 249.0, 403.0, 407.0]","[-454.0, -52.0, 1404.0]","[-945.0, -308.0, 2489.0]","[-429.0, -198.0, 1602.0]","(0, 0)","[-388.0, 72.0, 1450.0]"
5ML_sorting_tube_rack,0.7200465798377991,"[704.0, 495.0, 810.0, 616.0]","[148.0, 259.0, 1221.0]","[87.0, 202.0, 1376.0]","[219.0, 178.0, 1218.0]","[80.0, 354.0, 1266.0]","[224.0, 349.0, 1248.0]"
10ML_centrifuge_tube,0.6713091731071472,"[754.0, 560.0, 772.0, 577.0]","[156.0, 276.0, 1218.0]","[144.0, 266.0, 1219.0]","[172.0, 272.0, 1249.0]","[143.0, 286.0, 1208.0]","[169.0, 289.0, 1222.0]"
dispensing_tube_rack,0.6037527322769165,"[693.0, 0.0, 1280.0, 712.0]","[479.0, -8.0, 1284.0]","[37.0, -287.0, 721.0]","[505.0, -289.0, 726.0]","[62.0, 463.0, 1202.0]","[1359.0, 753.0, 1955.0]"
5ML_sorting_tube_rack,0.4749360978603363,"[647.0, 3.0, 793.0, 168.0]","[127.0, -476.0, 1565.0]","(0, 0)","[116.0, -284.0, 721.0]","[1.0, -364.0, 1710.0]","[279.0, -368.0, 1730.0]"
5ML_sorting_tube_rack,0.3383358418941498,"[800.0, 457.0, 888.0, 619.0]","[236.0, 211.0, 1089.0]","[239.0, 148.0, 1416.0]","[370.0, 146.0, 1394.0]","[213.0, 357.0, 1262.0]","[336.0, 358.0, 1265.0]"
10ML_centrifuge_tube,0.29036659002304077,"[845.0, 484.0, 864.0, 502.0]","[259.0, 164.0, 1134.0]","[249.0, 154.0, 1143.0]","[273.0, 153.0, 1142.0]","[248.0, 175.0, 1135.0]","[271.0, 175.0, 1133.0]"
5ML_sorting_tube_rack,0.28349053859710693,"[738.0, 270.0, 814.0, 395.0]","[202.0, -46.0, 1416.0]","[159.0, -159.0, 1582.0]","[292.0, -160.0, 1587.0]","[147.0, 53.0, 1458.0]","[267.0, 53.0, 1448.0]"
5ML_sorting_tube_rack,0.26794517040252686,"[747.0, 456.0, 1065.0, 712.0]","[368.0, 315.0, 1289.0]","[157.0, 147.0, 1416.0]","[643.0, 145.0, 1398.0]","[132.0, 461.0, 1198.0]","[546.0, 457.0, 1187.0]"
5ML_centrifuge_tube,0.25269871950149536,"[856.0, 25.0, 1007.0, 121.0]","[503.0, -510.0, 1607.0]","(0, 0)","(0, 0)","[387.0, -444.0, 1679.0]","[448.0, -299.0, 1130.0]"
5ML_sorting_tube_rack,0.9376236200332642,"[573.0, 267.0, 645.0, 391.0]","[-58.0, -51.0, 1414.0]","(0, 0)","[-2.0, -166.0, 1595.0]","[-120.0, 48.0, 1488.0]","[-2.0, 47.0, 1450.0]"
5ML_sorting_tube_rack,0.8935943245887756,"[248.0, 407.0, 380.0, 584.0]","[-462.0, 185.0, 1265.0]","[-1037.0, 118.0, 2368.0]","[-423.0, 72.0, 1446.0]","(0, 0)","[-381.0, 318.0, 1300.0]"
5ML_sorting_tube_rack,0.8776627779006958,"[332.0, 0.0, 554.0, 174.0]","[-377.0, -509.0, 1687.0]","(0, 0)","[-346.0, -1352.0, 3402.0]","[-969.0, -578.0, 2804.0]","[-174.0, -353.0, 1710.0]"
5ML_sorting_tube_rack,0.7678413987159729,"[301.0, 249.0, 403.0, 406.0]","[-453.0, -53.0, 1400.0]","[-1022.0, -334.0, 2693.0]","[-432.0, -200.0, 1615.0]","(0, 0)","[-388.0, 71.0, 1450.0]"
5ML_sorting_tube_rack,0.6879754662513733,"[704.0, 495.0, 811.0, 616.0]","[149.0, 260.0, 1225.0]","[87.0, 201.0, 1374.0]","[220.0, 178.0, 1217.0]","[80.0, 355.0, 1271.0]","[225.0, 348.0, 1245.0]"
10ML_centrifuge_tube,0.6618953347206116,"[754.0, 560.0, 772.0, 577.0]","[156.0, 276.0, 1219.0]","[144.0, 266.0, 1222.0]","[172.0, 272.0, 1248.0]","[143.0, 286.0, 1211.0]","[169.0, 290.0, 1225.0]"
dispensing_tube_rack,0.6140361428260803,"[696.0, 0.0, 1280.0, 712.0]","[485.0, -8.0, 1292.0]","[39.0, -286.0, 719.0]","[504.0, -288.0, 725.0]","[65.0, 461.0, 1198.0]","[1341.0, 743.0, 1929.0]"
5ML_sorting_tube_rack,0.4608042240142822,"[643.0, 3.0, 793.0, 168.0]","[120.0, -463.0, 1521.0]","(0, 0)","[116.0, -285.0, 722.0]","[-6.0, -366.0, 1721.0]","[281.0, -371.0, 1742.0]"
5ML_sorting_tube_rack,0.43682849407196045,"[706.0, 454.0, 1068.0, 715.0]","[318.0, 294.0, 1202.0]","[93.0, 144.0, 1416.0]","[646.0, 141.0, 1394.0]","[79.0, 467.0, 1202.0]","[558.0, 468.0, 1205.0]"
10ML_centrifuge_tube,0.35344040393829346,"[845.0, 484.0, 864.0, 502.0]","[259.0, 164.0, 1134.0]","[250.0, 154.0, 1144.0]","[272.0, 153.0, 1139.0]","[248.0, 175.0, 1137.0]","[271.0, 175.0, 1133.0]"
5ML_sorting_tube_rack,0.2820596396923065,"[799.0, 457.0, 888.0, 620.0]","[236.0, 212.0, 1092.0]","[237.0, 148.0, 1412.0]","[374.0, 148.0, 1410.0]","[212.0, 358.0, 1263.0]","[335.0, 358.0, 1263.0]"
5ML_centrifuge_tube,0.2748456597328186,"[867.0, 25.0, 1007.0, 122.0]","[513.0, -510.0, 1607.0]","(0, 0)","(0, 0)","[396.0, -430.0, 1633.0]","[451.0, -300.0, 1137.0]"
5ML_sorting_tube_rack,0.9388159513473511,"[573.0, 267.0, 646.0, 391.0]","[-58.0, -51.0, 1412.0]","(0, 0)","[-1.0, -166.0, 1592.0]","[-121.0, 48.0, 1494.0]","[-1.0, 47.0, 1450.0]"
5ML_sorting_tube_rack,0.8888333439826965,"[332.0, 0.0, 554.0, 175.0]","[-374.0, -504.0, 1671.0]","(0, 0)","[-339.0, -1326.0, 3336.0]","[-980.0, -582.0, 2835.0]","[-174.0, -352.0, 1715.0]"
5ML_sorting_tube_rack,0.8792809844017029,"[248.0, 407.0, 380.0, 585.0]","[-462.0, 187.0, 1266.0]","[-1052.0, 120.0, 2402.0]","[-423.0, 72.0, 1444.0]","[-643.0, 360.0, 1469.0]","[-377.0, 316.0, 1287.0]"
5ML_sorting_tube_rack,0.8240459561347961,"[301.0, 249.0, 403.0, 407.0]","[-454.0, -52.0, 1404.0]","[-1039.0, -339.0, 2736.0]","[-430.0, -199.0, 1607.0]","(0, 0)","[-387.0, 72.0, 1446.0]"
10ML_centrifuge_tube,0.6680321097373962,"[754.0, 560.0, 772.0, 577.0]","[156.0, 275.0, 1215.0]","[144.0, 266.0, 1221.0]","[172.0, 271.0, 1246.0]","[143.0, 285.0, 1206.0]","[169.0, 290.0, 1224.0]"
dispensing_tube_rack,0.620853841304779,"[697.0, 0.0, 1280.0, 712.0]","[478.0, -8.0, 1273.0]","[40.0, -285.0, 718.0]","[505.0, -289.0, 726.0]","[67.0, 462.0, 1199.0]","[1386.0, 768.0, 1994.0]"
5ML_sorting_tube_rack,0.5552037358283997,"[704.0, 495.0, 814.0, 616.0]","[151.0, 260.0, 1222.0]","[87.0, 202.0, 1376.0]","[222.0, 177.0, 1206.0]","[80.0, 355.0, 1271.0]","[229.0, 348.0, 1245.0]"
10ML_centrifuge_tube,0.373570054769516,"[845.0, 484.0, 864.0, 502.0]","[259.0, 164.0, 1134.0]","[249.0, 153.0, 1142.0]","[273.0, 153.0, 1140.0]","[248.0, 175.0, 1135.0]","[271.0, 175.0, 1133.0]"
5ML_sorting_tube_rack,0.3362245261669159,"[757.0, 455.0, 1067.0, 715.0]","[376.0, 316.0, 1289.0]","[171.0, 144.0, 1406.0]","[643.0, 143.0, 1392.0]","(0, 0)","[546.0, 458.0, 1181.0]"
5ML_sorting_tube_rack,0.3206962049007416,"[643.0, 3.0, 794.0, 168.0]","[125.0, -482.0, 1585.0]","(0, 0)","[117.0, -283.0, 719.0]","[-6.0, -365.0, 1713.0]","[280.0, -368.0, 1727.0]"
5ML_sorting_tube_rack,0.9393296241760254,"[573.0, 267.0, 646.0, 391.0]","[-58.0, -51.0, 1414.0]","(0, 0)","[-1.0, -166.0, 1597.0]","[-120.0, 48.0, 1490.0]","[-1.0, 46.0, 1444.0]"
5ML_sorting_tube_rack,0.8836352229118347,"[332.0, 0.0, 554.0, 175.0]","[-379.0, -512.0, 1695.0]","(0, 0)","[-330.0, -1292.0, 3251.0]","[-964.0, -572.0, 2789.0]","[-172.0, -348.0, 1695.0]"
5ML_sorting_tube_rack,0.8677899837493896,"[248.0, 407.0, 381.0, 583.0]","[-464.0, 186.0, 1271.0]","[-1039.0, 118.0, 2374.0]","[-423.0, 72.0, 1450.0]","(0, 0)","[-379.0, 316.0, 1299.0]"
5ML_sorting_tube_rack,0.7851752042770386,"[301.0, 249.0, 403.0, 406.0]","[-453.0, -53.0, 1400.0]","[-996.0, -325.0, 2624.0]","[-429.0, -199.0, 1605.0]","(0, 0)","[-387.0, 70.0, 1448.0]"
10ML_centrifuge_tube,0.6624577045440674,"[754.0, 560.0, 772.0, 577.0]","[156.0, 276.0, 1219.0]","[144.0, 266.0, 1222.0]","[172.0, 271.0, 1245.0]","[143.0, 286.0, 1208.0]","[169.0, 290.0, 1224.0]"
dispensing_tube_rack,0.622759222984314,"[704.0, 0.0, 1280.0, 712.0]","[485.0, -8.0, 1277.0]","[46.0, -287.0, 721.0]","[504.0, -288.0, 725.0]","[76.0, 462.0, 1201.0]","[1365.0, 756.0, 1963.0]"
5ML_sorting_tube_rack,0.596518337726593,"[702.0, 497.0, 806.0, 616.0]","[145.0, 261.0, 1224.0]","[83.0, 203.0, 1366.0]","[219.0, 186.0, 1249.0]","[77.0, 354.0, 1268.0]","[220.0, 350.0, 1254.0]"
10ML_centrifuge_tube,0.4146522879600525,"[845.0, 484.0, 864.0, 502.0]","[259.0, 164.0, 1134.0]","[249.0, 154.0, 1143.0]","[273.0, 153.0, 1140.0]","[248.0, 175.0, 1135.0]","[271.0, 175.0, 1133.0]"
5ML_sorting_tube_rack,0.3488462567329407,"[718.0, 454.0, 1066.0, 715.0]","[334.0, 302.0, 1237.0]","[112.0, 144.0, 1420.0]","[640.0, 141.0, 1389.0]","[95.0, 467.0, 1202.0]","[547.0, 461.0, 1187.0]"
5ML_sorting_tube_rack,0.34343600273132324,"[647.0, 3.0, 793.0, 168.0]","[125.0, -471.0, 1549.0]","(0, 0)","[116.0, -284.0, 721.0]","[1.0, -366.0, 1718.0]","[279.0, -369.0, 1733.0]"
5ML_sorting_tube_rack,0.25742238759994507,"[799.0, 457.0, 888.0, 620.0]","[235.0, 211.0, 1089.0]","[236.0, 147.0, 1406.0]","[375.0, 148.0, 1414.0]","[212.0, 359.0, 1265.0]","[337.0, 360.0, 1268.0]"
5ML_sorting_tube_rack,0.9477134346961975,"[573.0, 267.0, 646.0, 391.0]","[-58.0, -51.0, 1418.0]","(0, 0)","[-1.0, -167.0, 1600.0]","[-120.0, 48.0, 1490.0]","[-1.0, 47.0, 1450.0]"
5ML_sorting_tube_rack,0.8631537556648254,"[248.0, 407.0, 381.0, 584.0]","[-464.0, 186.0, 1270.0]","[-1006.9999999999999, 114.0, 2299.0]","[-420.0, 72.0, 1440.0]","(0, 0)","[-377.0, 316.0, 1294.0]"
5ML_sorting_tube_rack,0.773202657699585,"[301.0, 249.0, 403.0, 407.0]","[-454.0, -52.0, 1402.0]","[-974.0, -318.0, 2565.0]","[-433.0, -200.0, 1618.0]","(0, 0)","[-385.0, 72.0, 1440.0]"
5ML_sorting_tube_rack,0.769432544708252,"[332.0, 0.0, 554.0, 174.0]","[-378.0, -511.0, 1693.0]","(0, 0)","[-323.0, -1264.0, 3180.0]","[-969.0, -578.0, 2804.0]","[-174.0, -353.0, 1710.0]"
10ML_centrifuge_tube,0.710698127746582,"[754.0, 560.0, 772.0, 577.0]","[156.0, 275.0, 1215.0]","[144.0, 266.0, 1221.0]","[172.0, 272.0, 1249.0]","[143.0, 287.0, 1212.0]","[169.0, 289.0, 1221.0]"
dispensing_tube_rack,0.6338660717010498,"[692.0, 0.0, 1280.0, 712.0]","[484.0, -8.0, 1297.0]","[36.0, -288.0, 724.0]","[505.0, -289.0, 727.0]","[60.0, 462.0, 1199.0]","[1362.0, 754.0, 1959.0]"
5ML_sorting_tube_rack,0.5283606648445129,"[702.0, 496.0, 805.0, 616.0]","[143.0, 261.0, 1224.0]","[84.0, 203.0, 1379.0]","[220.0, 186.0, 1262.0]","[77.0, 354.0, 1268.0]","[217.0, 348.0, 1246.0]"
5ML_sorting_tube_rack,0.47542548179626465,"[711.0, 454.0, 1063.0, 716.0]","[316.0, 293.0, 1195.0]","[100.0, 143.0, 1414.0]","[629.0, 139.0, 1374.0]","[85.0, 467.0, 1199.0]","[538.0, 458.0, 1176.0]"
10ML_centrifuge_tube,0.4579715430736542,"[845.0, 484.0, 864.0, 502.0]","[259.0, 164.0, 1134.0]","[250.0, 154.0, 1146.0]","[273.0, 153.0, 1140.0]","[247.0, 175.0, 1133.0]","[271.0, 175.0, 1133.0]"
refrigerator_close,0.2808506488800049,"[647.0, 3.0, 793.0, 169.0]","[126.0, -474.0, 1563.0]","(0, 0)","[116.0, -284.0, 720.0]","[1.0, -363.0, 1715.0]","[278.0, -365.0, 1724.0]"
blood_tube,0.27274999022483826,"[831.0, 523.0, 849.0, 547.0]","[233.0, 208.0, 1093.0]","[229.0, 200.0, 1130.0]","[250.0, 199.0, 1123.0]","[226.0, 226.0, 1112.0]","[244.0, 224.0, 1098.0]"
5ML_sorting_tube_rack,0.2668234407901764,"[646.0, 1.0, 794.0, 169.0]","[126.0, -475.0, 1563.0]","(0, 0)","[117.0, -285.0, 719.0]","[-1.0, -363.0, 1715.0]","[280.0, -365.0, 1724.0]"
5ML_sorting_tube_rack,0.9529313445091248,"[573.0, 267.0, 646.0, 391.0]","[-58.0, -51.0, 1420.0]","(0, 0)","[-1.0, -167.0, 1600.0]","[-120.0, 48.0, 1486.0]","[-1.0, 47.0, 1446.0]"
5ML_sorting_tube_rack,0.8210278153419495,"[248.0, 407.0, 380.0, 580.0]","[-464.0, 183.0, 1270.0]","[-1030.0, 117.0, 2352.0]","[-423.0, 72.0, 1444.0]","(0, 0)","[-380.0, 312.0, 1299.0]"
5ML_sorting_tube_rack,0.80316561460495,"[332.0, 0.0, 554.0, 174.0]","[-382.0, -515.0, 1707.0]","(0, 0)","[-319.0, -1249.0, 3141.0]","[-993.0, -593.0, 2875.0]","[-174.0, -353.0, 1713.0]"
5ML_sorting_tube_rack,0.8016554117202759,"[301.0, 249.0, 403.0, 407.0]","[-453.0, -52.0, 1400.0]","[-1000.9999999999999, -327.0, 2637.0]","[-432.0, -200.0, 1615.0]","(0, 0)","[-386.0, 72.0, 1444.0]"
10ML_centrifuge_tube,0.6841286420822144,"[754.0, 560.0, 773.0, 577.0]","[156.0, 276.0, 1217.0]","[144.0, 266.0, 1221.0]","[175.0, 273.0, 1255.0]","[143.0, 286.0, 1209.0]","[171.0, 291.0, 1231.0]"
dispensing_tube_rack,0.5879227519035339,"[700.0, 0.0, 1280.0, 711.0]","[482.0, -9.0, 1277.0]","[43.0, -287.0, 722.0]","[505.0, -289.0, 727.0]","[71.0, 462.0, 1204.0]","[1351.0, 746.0, 1944.0]"
10ML_centrifuge_tube,0.5159195065498352,"[845.0, 484.0, 864.0, 502.0]","[259.0, 164.0, 1134.0]","[249.0, 153.0, 1142.0]","[272.0, 153.0, 1139.0]","[248.0, 175.0, 1135.0]","[271.0, 175.0, 1134.0]"
5ML_sorting_tube_rack,0.4932965338230133,"[702.0, 498.0, 805.0, 616.0]","[143.0, 263.0, 1224.0]","[84.0, 205.0, 1368.0]","[220.0, 189.0, 1265.0]","[77.0, 354.0, 1266.0]","[218.0, 350.0, 1252.0]"
refrigerator_close,0.37464669346809387,"[647.0, 3.0, 793.0, 168.0]","[124.0, -468.0, 1539.0]","(0, 0)","[115.0, -282.0, 715.0]","[1.0, -365.0, 1715.0]","[281.0, -371.0, 1745.0]"
5ML_sorting_tube_rack,0.3553544580936432,"[728.0, 454.0, 1063.0, 716.0]","[346.0, 311.0, 1268.0]","[127.0, 144.0, 1418.0]","[637.0, 141.0, 1391.0]","[107.0, 467.0, 1199.0]","[536.0, 456.0, 1171.0]"
blood_tube,0.2725778818130493,"[832.0, 526.0, 849.0, 547.0]","[232.0, 209.0, 1089.0]","[230.0, 204.0, 1128.0]","[249.0, 202.0, 1119.0]","[226.0, 225.0, 1106.0]","[243.0, 223.0, 1093.0]"
5ML_sorting_tube_rack,0.9477360248565674,"[573.0, 267.0, 646.0, 391.0]","[-58.0, -51.0, 1412.0]","(0, 0)","[-1.0, -167.0, 1600.0]","[-118.0, 47.0, 1462.0]","[-1.0, 47.0, 1450.0]"
5ML_sorting_tube_rack,0.8217403888702393,"[248.0, 407.0, 380.0, 582.0]","[-463.0, 184.0, 1268.0]","[-1054.0, 120.0, 2407.0]","[-423.0, 72.0, 1444.0]","(0, 0)","[-377.0, 312.0, 1287.0]"
10ML_centrifuge_tube,0.7257798314094543,"[754.0, 560.0, 772.0, 577.0]","[156.0, 275.0, 1215.0]","[144.0, 266.0, 1222.0]","[172.0, 272.0, 1249.0]","[143.0, 286.0, 1209.0]","[169.0, 290.0, 1224.0]"
5ML_sorting_tube_rack,0.7098147869110107,"[302.0, 248.0, 403.0, 406.0]","[-453.0, -53.0, 1400.0]","[-1022.0, -337.0, 2700.0]","[-433.0, -202.0, 1618.0]","(0, 0)","[-388.0, 71.0, 1452.0]"
5ML_sorting_tube_rack,0.6949644088745117,"[332.0, 0.0, 554.0, 174.0]","[-378.0, -511.0, 1693.0]","(0, 0)","[-340.0, -1330.0, 3346.0]","[-948.0, -566.0, 2744.0]","[-174.0, -354.0, 1715.0]"
dispensing_tube_rack,0.609998881816864,"[709.0, 0.0, 1280.0, 711.0]","[485.0, -9.0, 1270.0]","[49.0, -285.0, 716.0]","[505.0, -289.0, 726.0]","[83.0, 463.0, 1206.0]","[1341.0, 740.0, 1929.0]"
10ML_centrifuge_tube,0.5269245505332947,"[845.0, 484.0, 864.0, 502.0]","[258.0, 163.0, 1133.0]","[249.0, 154.0, 1143.0]","[272.0, 153.0, 1139.0]","[248.0, 175.0, 1135.0]","[271.0, 175.0, 1133.0]"
5ML_sorting_tube_rack,0.4836040735244751,"[702.0, 497.0, 805.0, 616.0]","[143.0, 262.0, 1225.0]","[84.0, 204.0, 1372.0]","[221.0, 188.0, 1268.0]","[78.0, 356.0, 1274.0]","[218.0, 350.0, 1251.0]"
5ML_sorting_tube_rack,0.457881361246109,"[743.0, 455.0, 1063.0, 716.0]","[362.0, 315.0, 1284.0]","[151.0, 146.0, 1420.0]","[633.0, 142.0, 1383.0]","[126.0, 463.0, 1190.0]","[532.0, 452.0, 1161.0]"
refrigerator_close,0.4512747824192047,"[647.0, 3.0, 793.0, 168.0]","[124.0, -465.0, 1528.0]","(0, 0)","[116.0, -283.0, 719.0]","[1.0, -366.0, 1718.0]","[278.0, -367.0, 1724.0]"
blood_tube,0.25850215554237366,"[832.0, 523.0, 849.0, 547.0]","[231.0, 207.0, 1088.0]","[230.0, 200.0, 1129.0]","[251.0, 200.0, 1128.0]","[225.0, 224.0, 1102.0]","[244.0, 223.0, 1096.0]"
5ML_sorting_tube_rack,0.9489235877990723,"[573.0, 267.0, 646.0, 391.0]","[-58.0, -51.0, 1414.0]","(0, 0)","[-1.0, -166.0, 1592.0]","[-120.0, 48.0, 1490.0]","[-1.0, 47.0, 1450.0]"
5ML_sorting_tube_rack,0.7911690473556519,"[248.0, 407.0, 381.0, 582.0]","[-464.0, 185.0, 1270.0]","[-1032.0, 117.0, 2357.0]","[-421.0, 72.0, 1442.0]","(0, 0)","[-379.0, 315.0, 1300.0]"
5ML_sorting_tube_rack,0.7894939184188843,"[303.0, 248.0, 403.0, 407.0]","[-453.0, -54.0, 1404.0]","[-975.0, -323.0, 2584.0]","[-431.0, -201.0, 1612.0]","(0, 0)","[-386.0, 72.0, 1444.0]"
10ML_centrifuge_tube,0.695338249206543,"[754.0, 560.0, 772.0, 577.0]","[157.0, 277.0, 1222.0]","[144.0, 266.0, 1221.0]","[173.0, 273.0, 1251.0]","[143.0, 286.0, 1211.0]","[169.0, 290.0, 1224.0]"
5ML_sorting_tube_rack,0.6810257434844971,"[332.0, 0.0, 554.0, 174.0]","[-373.0, -504.0, 1668.0]","(0, 0)","[-333.0, -1305.0, 3282.0]","[-969.0, -578.0, 2804.0]","[-174.0, -354.0, 1715.0]"
