Class,Confidence,Bounding Box,Center 3D Coordinates,Corner 1 Coordinates,Corner 2 Coordinates,Corner 3 Coordinates,Corner 4 Coordinates
blood_tube,0.31400492787361145,"[860.0, 655.0, 982.0, 718.0]","[319.0, 377.0, 1057.0]","[285.0, 392.0, 1215.0]","[392.0, 343.0, 1063.0]","[247.0, 412.0, 1052.0]","[421.0, 447.0, 1142.0]"
blood_tube,0.298495352268219,"[750.0, 299.0, 764.0, 316.0]","[174.0, -86.0, 1432.0]","[165.0, -100.0, 1450.0]","[186.0, -99.0, 1436.0]","[166.0, -73.0, 1456.0]","[185.0, -72.0, 1430.0]"
10ML_sorting_tube_rack,0.2924509346485138,"[252.0, 407.0, 380.0, 578.0]","[-460.0, 182.0, 1268.0]","[-1022.0, 117.0, 2357.0]","[-423.0, 72.0, 1444.0]","(0, 0)","[-381.0, 309.0, 1300.0]"
blood_tube,0.28068509697914124,"[316.0, 532.0, 338.0, 554.0]","[-427.0, 242.0, 1215.0]","[-449.0, 231.0, 1236.0]","[-424.0, 234.0, 1252.0]","[-447.0, 260.0, 1230.0]","[-418.0, 261.0, 1234.0]"
10ML_centrifuge_tube,0.27056849002838135,"[583.0, 266.0, 599.0, 282.0]","[-89.0, -141.0, 1466.0]","[-108.0, -163.0, 1549.0]","[-80.0, -162.0, 1537.0]","[-102.0, -128.0, 1464.0]","[-76.0, -128.0, 1456.0]"
centrifuge_close,0.8443434834480286,"[839.0, 25.0, 1008.0, 185.0]","[472.0, -438.0, 1554.0]","[643.0, -1124.0, 3038.0]","(0, 0)","[362.0, -332.0, 1710.0]","[492.0, -241.0, 1239.0]"
5ML_sorting_tube_rack,0.8291001915931702,"[573.0, 267.0, 646.0, 389.0]","[-58.0, -52.0, 1414.0]","(0, 0)","[-1.0, -165.0, 1587.0]","[-120.0, 44.0, 1484.0]","[-1.0, 44.0, 1452.0]"
10ML_centrifuge_tube,0.8054880499839783,"[754.0, 560.0, 772.0, 577.0]","[155.0, 275.0, 1212.0]","[144.0, 266.0, 1221.0]","[172.0, 272.0, 1249.0]","[143.0, 285.0, 1206.0]","[169.0, 290.0, 1224.0]"
refrigerator_close,0.8047326803207397,"[647.0, 3.0, 793.0, 168.0]","[125.0, -470.0, 1546.0]","(0, 0)","[116.0, -285.0, 722.0]","[1.0, -366.0, 1721.0]","[278.0, -367.0, 1724.0]"
10ML_centrifuge_tube,0.7787125706672668,"[846.0, 484.0, 864.0, 501.0]","[260.0, 162.0, 1133.0]","[251.0, 154.0, 1143.0]","[273.0, 153.0, 1140.0]","[249.0, 174.0, 1134.0]","[271.0, 174.0, 1134.0]"
10ML_sorting_tube_rack,0.5113345980644226,"[253.0, 407.0, 380.0, 576.0]","[-461.0, 180.0, 1270.0]","[-1012.0, 116.0, 2341.0]","[-423.0, 72.0, 1446.0]","[-572.0, 311.0, 1322.0]","[-381.0, 307.0, 1302.0]"
blood_tube,0.49829813838005066,"[860.0, 652.0, 982.0, 718.0]","[319.0, 376.0, 1057.0]","[290.0, 394.0, 1234.0]","[390.0, 337.0, 1058.0]","[246.0, 410.0, 1048.0]","[419.0, 445.0, 1137.0]"
blood_tube,0.4636073708534241,"[832.0, 528.0, 849.0, 547.0]","[232.0, 210.0, 1090.0]","[228.0, 205.0, 1120.0]","[248.0, 203.0, 1113.0]","[226.0, 226.0, 1109.0]","[244.0, 223.0, 1096.0]"
10ML_sorting_tube_rack,0.3902316391468048,"[302.0, 248.0, 403.0, 411.0]","[-452.0, -50.0, 1398.0]","[-983.0, -325.0, 2597.0]","[-431.0, -201.0, 1610.0]","[-506.0, 72.0, 1336.0]","[-388.0, 79.0, 1450.0]"
blood_tube,0.3602812886238098,"[736.0, 519.0, 751.0, 535.0]","[130.0, 223.0, 1227.0]","[122.0, 215.0, 1242.0]","[143.0, 216.0, 1248.0]","[122.0, 235.0, 1236.0]","[141.0, 234.0, 1227.0]"
dispensing_tube_rack,0.29283687472343445,"[704.0, 501.0, 825.0, 616.0]","[158.0, 264.0, 1222.0]","[87.0, 210.0, 1372.0]","[225.0, 176.0, 1149.0]","[81.0, 356.0, 1273.0]","[247.0, 352.0, 1260.0]"
blood_tube,0.2716492712497711,"[750.0, 299.0, 764.0, 316.0]","[174.0, -86.0, 1434.0]","[165.0, -100.0, 1450.0]","[186.0, -99.0, 1438.0]","[165.0, -73.0, 1450.0]","[185.0, -72.0, 1434.0]"
5ML_sorting_tube_rack,0.26684218645095825,"[332.0, 0.0, 554.0, 174.0]","[-374.0, -505.0, 1673.0]","(0, 0)","[-339.0, -1326.0, 3336.0]","[-935.0, -558.0, 2707.0]","[-174.0, -353.0, 1710.0]"
centrifuge_close,0.8099693655967712,"[837.0, 26.0, 1008.0, 186.0]","[468.0, -434.0, 1544.0]","[662.0, -1166.0, 3160.0]","(0, 0)","[358.0, -330.0, 1710.0]","[493.0, -239.0, 1240.0]"
5ML_sorting_tube_rack,0.7995426654815674,"[572.0, 267.0, 646.0, 388.0]","[-59.0, -54.0, 1424.0]","(0, 0)","[-1.0, -166.0, 1592.0]","[-121.0, 43.0, 1481.0]","[-1.0, 42.0, 1452.0]"
10ML_centrifuge_tube,0.7931918501853943,"[754.0, 560.0, 772.0, 577.0]","[155.0, 273.0, 1206.0]","[144.0, 266.0, 1221.0]","[172.0, 271.0, 1246.0]","[142.0, 285.0, 1204.0]","[169.0, 289.0, 1222.0]"
refrigerator_close,0.7678340077400208,"[646.0, 0.0, 793.0, 168.0]","[121.0, -465.0, 1523.0]","(0, 0)","[116.0, -286.0, 719.0]","[-1.0, -365.0, 1715.0]","[280.0, -370.0, 1736.0]"
10ML_centrifuge_tube,0.751861035823822,"[846.0, 484.0, 865.0, 501.0]","[260.0, 162.0, 1133.0]","[250.0, 153.0, 1140.0]","[274.0, 153.0, 1142.0]","[249.0, 174.0, 1135.0]","[272.0, 174.0, 1134.0]"
blood_tube,0.48095381259918213,"[831.0, 528.0, 849.0, 547.0]","[231.0, 209.0, 1084.0]","[227.0, 205.0, 1120.0]","[248.0, 203.0, 1113.0]","[225.0, 226.0, 1111.0]","[243.0, 223.0, 1093.0]"
10ML_sorting_tube_rack,0.4619896709918976,"[303.0, 248.0, 403.0, 411.0]","[-453.0, -50.0, 1404.0]","[-1002.9999999999999, -332.0, 2658.0]","[-434.0, -203.0, 1623.0]","[-507.0, 73.0, 1343.0]","[-387.0, 78.0, 1446.0]"
10ML_sorting_tube_rack,0.425326406955719,"[252.0, 407.0, 380.0, 582.0]","[-461.0, 185.0, 1270.0]","[-1041.0, 120.0, 2402.0]","[-423.0, 72.0, 1446.0]","(0, 0)","[-381.0, 315.0, 1300.0]"
blood_tube,0.375566691160202,"[736.0, 519.0, 751.0, 535.0]","[130.0, 223.0, 1228.0]","[122.0, 215.0, 1242.0]","[143.0, 215.0, 1246.0]","[122.0, 236.0, 1239.0]","[141.0, 234.0, 1228.0]"
10ML_sorting_tube_rack,0.36621764302253723,"[807.0, 601.0, 1052.0, 718.0]","[317.0, 334.0, 1020.9999999999999]","[220.0, 328.0, 1249.0]","[463.0, 273.0, 1038.0]","[178.0, 396.0, 1010.9999999999999]","[525.0, 461.0, 1177.0]"
10ML_sorting_tube_rack,0.2941678464412689,"[1032.0, 623.0, 1188.0, 720.0]","[608.0, 406.0, 1194.0]","[445.0, 301.0, 1049.0]","[1230.0, 593.0, 2066.0]","[500.0, 463.0, 1179.0]","[694.0, 458.0, 1166.0]"
10ML_centrifuge_tube,0.2874842882156372,"[583.0, 266.0, 600.0, 282.0]","[-90.0, -142.0, 1471.0]","[-108.0, -163.0, 1546.0]","[-79.0, -162.0, 1542.0]","[-102.0, -129.0, 1469.0]","[-74.0, -128.0, 1456.0]"
5ML_sorting_tube_rack,0.8748106360435486,"[572.0, 267.0, 646.0, 390.0]","[-58.0, -52.0, 1410.0]","(0, 0)","[-1.0, -166.0, 1595.0]","[-121.0, 46.0, 1481.0]","[-1.0, 45.0, 1452.0]"
centrifuge_close,0.845117449760437,"[839.0, 25.0, 1008.0, 185.0]","[471.0, -438.0, 1551.0]","[690.0, -1207.0, 3261.0]","(0, 0)","[363.0, -333.0, 1713.0]","[488.0, -238.0, 1228.0]"
10ML_centrifuge_tube,0.8071667551994324,"[754.0, 560.0, 772.0, 577.0]","[156.0, 275.0, 1215.0]","[144.0, 266.0, 1221.0]","[172.0, 272.0, 1249.0]","[143.0, 285.0, 1206.0]","[169.0, 289.0, 1221.0]"
refrigerator_close,0.7676618099212646,"[647.0, 3.0, 793.0, 168.0]","[124.0, -465.0, 1530.0]","(0, 0)","[116.0, -285.0, 722.0]","[1.0, -365.0, 1713.0]","[281.0, -371.0, 1745.0]"
10ML_centrifuge_tube,0.7297765612602234,"[846.0, 484.0, 865.0, 501.0]","[260.0, 162.0, 1134.0]","[251.0, 154.0, 1144.0]","[274.0, 153.0, 1142.0]","[249.0, 174.0, 1135.0]","[272.0, 173.0, 1133.0]"
blood_tube,0.4691430926322937,"[832.0, 529.0, 849.0, 547.0]","[231.0, 210.0, 1086.0]","[228.0, 206.0, 1120.0]","[248.0, 204.0, 1112.0]","[226.0, 225.0, 1107.0]","[245.0, 224.0, 1100.0]"
10ML_sorting_tube_rack,0.43757396936416626,"[303.0, 247.0, 402.0, 410.0]","[-453.0, -52.0, 1400.0]","[-970.0, -324.0, 2571.0]","[-439.0, -206.0, 1633.0]","[-505.0, 71.0, 1338.0]","[-391.0, 77.0, 1454.0]"
blood_tube,0.36608830094337463,"[736.0, 519.0, 751.0, 535.0]","[130.0, 223.0, 1228.0]","[122.0, 215.0, 1242.0]","[143.0, 216.0, 1248.0]","[122.0, 236.0, 1239.0]","[141.0, 234.0, 1230.0]"
10ML_sorting_tube_rack,0.3270946741104126,"[249.0, 407.0, 381.0, 580.0]","[-462.0, 183.0, 1268.0]","[-1037.0, 118.0, 2374.0]","[-422.0, 72.0, 1446.0]","(0, 0)","[-379.0, 312.0, 1300.0]"
10ML_sorting_tube_rack,0.3114868998527527,"[1030.0, 623.0, 1184.0, 720.0]","[601.0, 404.0, 1188.0]","[441.0, 301.0, 1047.0]","[1216.0, 591.0, 2058.0]","[494.0, 460.0, 1171.0]","[685.0, 455.0, 1160.0]"
blood_tube,0.2620159685611725,"[751.0, 300.0, 764.0, 316.0]","[174.0, -85.0, 1434.0]","[166.0, -98.0, 1442.0]","[186.0, -98.0, 1438.0]","[167.0, -73.0, 1452.0]","[185.0, -72.0, 1432.0]"
dispensing_tube_rack,0.2535611689090729,"[704.0, 500.0, 827.0, 616.0]","[159.0, 263.0, 1221.0]","[86.0, 207.0, 1363.0]","[227.0, 174.0, 1143.0]","[80.0, 355.0, 1270.0]","[249.0, 351.0, 1257.0]"
5ML_sorting_tube_rack,0.8676102757453918,"[572.0, 267.0, 646.0, 390.0]","[-58.0, -52.0, 1414.0]","(0, 0)","[-1.0, -166.0, 1590.0]","[-122.0, 46.0, 1490.0]","[-1.0, 45.0, 1452.0]"
centrifuge_close,0.8464577794075012,"[839.0, 25.0, 1008.0, 185.0]","[469.0, -435.0, 1542.0]","[686.0, -1199.0, 3240.0]","(0, 0)","[363.0, -333.0, 1713.0]","[489.0, -239.0, 1230.0]"
10ML_centrifuge_tube,0.8233732581138611,"[754.0, 560.0, 772.0, 577.0]","[154.0, 273.0, 1205.0]","[144.0, 266.0, 1221.0]","[172.0, 271.0, 1245.0]","[143.0, 286.0, 1209.0]","[169.0, 289.0, 1222.0]"
10ML_centrifuge_tube,0.7862127423286438,"[846.0, 484.0, 864.0, 501.0]","[259.0, 162.0, 1132.0]","[251.0, 154.0, 1144.0]","[273.0, 153.0, 1142.0]","[249.0, 174.0, 1137.0]","[271.0, 173.0, 1133.0]"
refrigerator_close,0.7860361933708191,"[646.0, 2.0, 793.0, 168.0]","[122.0, -467.0, 1535.0]","(0, 0)","[117.0, -286.0, 724.0]","[-1.0, -366.0, 1718.0]","[278.0, -367.0, 1724.0]"
blood_tube,0.4551548659801483,"[832.0, 528.0, 849.0, 547.0]","[232.0, 210.0, 1090.0]","[229.0, 205.0, 1124.0]","[248.0, 204.0, 1114.0]","[225.0, 225.0, 1105.0]","[244.0, 223.0, 1096.0]"
10ML_sorting_tube_rack,0.4091276526451111,"[303.0, 248.0, 402.0, 411.0]","[-454.0, -50.0, 1402.0]","[-998.0, -330.0, 2644.0]","[-435.0, -202.0, 1618.0]","[-504.0, 72.0, 1336.0]","[-387.0, 78.0, 1442.0]"
10ML_sorting_tube_rack,0.3857725262641907,"[252.0, 407.0, 380.0, 582.0]","[-462.0, 185.0, 1271.0]","[-1036.0, 119.0, 2390.0]","[-424.0, 72.0, 1448.0]","(0, 0)","[-380.0, 314.0, 1297.0]"
blood_tube,0.37624794244766235,"[736.0, 519.0, 751.0, 535.0]","[130.0, 223.0, 1227.0]","[122.0, 214.0, 1240.0]","[143.0, 215.0, 1246.0]","[122.0, 235.0, 1236.0]","[141.0, 234.0, 1230.0]"
5ML_sorting_tube_rack,0.339827299118042,"[332.0, 0.0, 554.0, 173.0]","[-378.0, -513.0, 1693.0]","(0, 0)","[-319.0, -1249.0, 3141.0]","[-956.0, -574.0, 2766.0]","[-174.0, -356.0, 1715.0]"
blood_tube,0.25124886631965637,"[316.0, 533.0, 338.0, 554.0]","[-425.0, 241.0, 1212.0]","[-450.0, 233.0, 1239.0]","[-424.0, 235.0, 1251.0]","[-447.0, 260.0, 1230.0]","[-419.0, 261.0, 1236.0]"
5ML_sorting_tube_rack,0.8324889540672302,"[572.0, 267.0, 646.0, 389.0]","[-58.0, -52.0, 1414.0]","(0, 0)","[-1.0, -166.0, 1590.0]","[-122.0, 45.0, 1497.0]","[-1.0, 44.0, 1452.0]"
centrifuge_close,0.8189706206321716,"[839.0, 25.0, 1008.0, 185.0]","[474.0, -440.0, 1558.0]","[649.0, -1134.0, 3065.0]","(0, 0)","[363.0, -333.0, 1713.0]","[491.0, -240.0, 1236.0]"
10ML_centrifuge_tube,0.8111355900764465,"[754.0, 560.0, 772.0, 577.0]","[156.0, 275.0, 1215.0]","[144.0, 266.0, 1219.0]","[172.0, 272.0, 1248.0]","[143.0, 286.0, 1211.0]","[169.0, 290.0, 1225.0]"
10ML_centrifuge_tube,0.7584601044654846,"[846.0, 484.0, 864.0, 501.0]","[260.0, 162.0, 1134.0]","[250.0, 153.0, 1140.0]","[273.0, 153.0, 1140.0]","[249.0, 174.0, 1134.0]","[271.0, 174.0, 1135.0]"
refrigerator_close,0.7530683875083923,"[643.0, 2.0, 794.0, 168.0]","[119.0, -460.0, 1512.0]","(0, 0)","[117.0, -284.0, 719.0]","[-6.0, -365.0, 1715.0]","[280.0, -367.0, 1724.0]"
blood_tube,0.4794948995113373,"[832.0, 528.0, 849.0, 547.0]","[231.0, 209.0, 1087.0]","[228.0, 205.0, 1120.0]","[248.0, 203.0, 1113.0]","[226.0, 226.0, 1108.0]","[244.0, 223.0, 1095.0]"
10ML_sorting_tube_rack,0.46072033047676086,"[252.0, 407.0, 380.0, 575.0]","[-461.0, 180.0, 1270.0]","[-1036.0, 119.0, 2390.0]","[-424.0, 72.0, 1448.0]","(0, 0)","[-380.0, 304.0, 1299.0]"
10ML_sorting_tube_rack,0.4353106617927551,"[303.0, 248.0, 402.0, 411.0]","[-454.0, -50.0, 1402.0]","[-1016.0, -337.0, 2693.0]","[-436.0, -203.0, 1623.0]","[-503.0, 72.0, 1332.0]","[-386.0, 78.0, 1436.0]"
blood_tube,0.3928942382335663,"[736.0, 518.0, 751.0, 535.0]","[130.0, 222.0, 1228.0]","[123.0, 214.0, 1245.0]","[144.0, 214.0, 1249.0]","[122.0, 235.0, 1236.0]","[141.0, 234.0, 1227.0]"
5ML_sorting_tube_rack,0.33073174953460693,"[332.0, 0.0, 554.0, 174.0]","[-374.0, -505.0, 1673.0]","(0, 0)","[-339.0, -1326.0, 3336.0]","[-988.0, -590.0, 2859.0]","[-174.0, -354.0, 1715.0]"
blood_tube,0.2997545599937439,"[861.0, 653.0, 982.0, 717.0]","[318.0, 374.0, 1054.0]","[291.0, 395.0, 1233.0]","[389.0, 338.0, 1056.0]","[248.0, 410.0, 1050.0]","[423.0, 447.0, 1146.0]"
10ML_sorting_tube_rack,0.29970404505729675,"[1030.0, 622.0, 1186.0, 720.0]","[608.0, 407.0, 1198.0]","[439.0, 298.0, 1042.0]","[1206.0, 581.0, 2033.0]","[491.0, 457.0, 1164.0]","[694.0, 460.0, 1171.0]"
dispensing_tube_rack,0.2983691692352295,"[704.0, 502.0, 824.0, 616.0]","[157.0, 264.0, 1218.0]","[87.0, 211.0, 1370.0]","[226.0, 178.0, 1157.0]","[81.0, 356.0, 1273.0]","[245.0, 351.0, 1255.0]"
10ML_centrifuge_tube,0.27294060587882996,"[583.0, 266.0, 599.0, 282.0]","[-90.0, -142.0, 1475.0]","[-108.0, -163.0, 1546.0]","[-80.0, -162.0, 1544.0]","[-102.0, -129.0, 1469.0]","[-76.0, -128.0, 1458.0]"
5ML_sorting_tube_rack,0.8609684705734253,"[572.0, 267.0, 645.0, 390.0]","[-60.0, -52.0, 1410.0]","(0, 0)","[-2.0, -166.0, 1590.0]","[-121.0, 46.0, 1484.0]","[-2.0, 45.0, 1448.0]"
centrifuge_close,0.8395959734916687,"[839.0, 25.0, 1009.0, 185.0]","[476.0, -440.0, 1561.0]","[710.0, -1242.0, 3357.0]","(0, 0)","[363.0, -333.0, 1715.0]","[493.0, -240.0, 1237.0]"
10ML_centrifuge_tube,0.8039368987083435,"[754.0, 560.0, 772.0, 577.0]","[156.0, 275.0, 1214.0]","[145.0, 267.0, 1224.0]","[172.0, 271.0, 1243.0]","[143.0, 287.0, 1212.0]","[169.0, 291.0, 1228.0]"
refrigerator_close,0.7759624719619751,"[647.0, 3.0, 793.0, 168.0]","[124.0, -466.0, 1533.0]","(0, 0)","[116.0, -283.0, 718.0]","[1.0, -364.0, 1710.0]","[279.0, -369.0, 1733.0]"
10ML_centrifuge_tube,0.7385256886482239,"[846.0, 484.0, 864.0, 501.0]","[259.0, 162.0, 1132.0]","[250.0, 153.0, 1142.0]","[273.0, 153.0, 1140.0]","[249.0, 174.0, 1134.0]","[271.0, 174.0, 1134.0]"
blood_tube,0.475699782371521,"[860.0, 653.0, 982.0, 718.0]","[319.0, 376.0, 1058.0]","[289.0, 394.0, 1230.0]","[391.0, 340.0, 1061.0]","[247.0, 412.0, 1053.0]","[423.0, 449.0, 1146.0]"
blood_tube,0.47519004344940186,"[832.0, 528.0, 849.0, 547.0]","[232.0, 210.0, 1089.0]","[228.0, 204.0, 1119.0]","[247.0, 203.0, 1111.0]","[226.0, 225.0, 1106.0]","[244.0, 223.0, 1095.0]"
10ML_sorting_tube_rack,0.39965856075286865,"[302.0, 248.0, 402.0, 411.0]","[-454.0, -50.0, 1402.0]","[-1000.9999999999999, -330.0, 2644.0]","[-432.0, -201.0, 1610.0]","[-510.0, 73.0, 1347.0]","[-385.0, 78.0, 1432.0]"
10ML_sorting_tube_rack,0.32670289278030396,"[252.0, 407.0, 380.0, 576.0]","[-460.0, 180.0, 1268.0]","[-1010.0, 116.0, 2330.0]","[-424.0, 72.0, 1448.0]","(0, 0)","[-383.0, 308.0, 1307.0]"
blood_tube,0.32039421796798706,"[750.0, 299.0, 764.0, 316.0]","[174.0, -86.0, 1434.0]","[165.0, -100.0, 1450.0]","[186.0, -99.0, 1440.0]","[166.0, -73.0, 1454.0]","[185.0, -72.0, 1432.0]"
5ML_sorting_tube_rack,0.30382558703422546,"[332.0, 0.0, 554.0, 173.0]","[-379.0, -514.0, 1695.0]","(0, 0)","[-318.0, -1245.0, 3131.0]","[-966.0, -580.0, 2796.0]","[-173.0, -353.0, 1701.0]"
10ML_sorting_tube_rack,0.30221518874168396,"[1030.0, 623.0, 1190.0, 720.0]","[613.0, 409.0, 1204.0]","[440.0, 299.0, 1043.0]","[1225.0, 589.0, 2050.0]","[492.0, 458.0, 1166.0]","[698.0, 459.0, 1169.0]"
blood_tube,0.27867892384529114,"[736.0, 519.0, 751.0, 535.0]","[130.0, 223.0, 1227.0]","[123.0, 215.0, 1245.0]","[143.0, 216.0, 1248.0]","[121.0, 235.0, 1234.0]","[141.0, 234.0, 1228.0]"
dispensing_tube_rack,0.26123538613319397,"[704.0, 499.0, 827.0, 616.0]","[160.0, 263.0, 1224.0]","[87.0, 207.0, 1370.0]","[227.0, 172.0, 1143.0]","[81.0, 357.0, 1276.0]","[249.0, 351.0, 1255.0]"
centrifuge_close,0.8342450261116028,"[839.0, 25.0, 1009.0, 186.0]","[469.0, -434.0, 1537.0]","[637.0, -1114.0, 3011.0]","(0, 0)","[361.0, -330.0, 1707.0]","[492.0, -238.0, 1234.0]"
5ML_sorting_tube_rack,0.8288863301277161,"[572.0, 267.0, 646.0, 389.0]","[-58.0, -52.0, 1414.0]","(0, 0)","[-1.0, -167.0, 1600.0]","[-121.0, 44.0, 1475.0]","[-1.0, 44.0, 1452.0]"
10ML_centrifuge_tube,0.7941854596138,"[754.0, 560.0, 772.0, 577.0]","[156.0, 276.0, 1217.0]","[144.0, 266.0, 1221.0]","[172.0, 271.0, 1246.0]","[143.0, 286.0, 1211.0]","[169.0, 290.0, 1227.0]"
refrigerator_close,0.7765467762947083,"[647.0, 3.0, 793.0, 168.0]","[125.0, -472.0, 1551.0]","(0, 0)","[116.0, -283.0, 718.0]","[1.0, -365.0, 1715.0]","[280.0, -370.0, 1736.0]"
10ML_centrifuge_tube,0.7604948282241821,"[846.0, 484.0, 864.0, 501.0]","[260.0, 162.0, 1133.0]","[252.0, 154.0, 1147.0]","[273.0, 153.0, 1140.0]","[249.0, 174.0, 1134.0]","[271.0, 173.0, 1133.0]"
10ML_sorting_tube_rack,0.4992029368877411,"[253.0, 407.0, 381.0, 580.0]","[-460.0, 183.0, 1270.0]","[-1043.0, 120.0, 2413.0]","[-422.0, 72.0, 1446.0]","(0, 0)","[-379.0, 312.0, 1300.0]"
blood_tube,0.4668370485305786,"[832.0, 528.0, 849.0, 547.0]","[231.0, 209.0, 1087.0]","[229.0, 205.0, 1123.0]","[248.0, 204.0, 1114.0]","[225.0, 225.0, 1105.0]","[244.0, 223.0, 1095.0]"
blood_tube,0.3854176104068756,"[736.0, 518.0, 751.0, 535.0]","[130.0, 222.0, 1228.0]","[123.0, 214.0, 1246.0]","[144.0, 215.0, 1251.0]","[122.0, 236.0, 1239.0]","[141.0, 234.0, 1227.0]"
10ML_sorting_tube_rack,0.36799436807632446,"[302.0, 248.0, 402.0, 410.0]","[-454.0, -50.0, 1402.0]","[-983.0, -325.0, 2597.0]","[-439.0, -204.0, 1633.0]","[-504.0, 71.0, 1331.0]","[-385.0, 76.0, 1434.0]"
10ML_sorting_tube_rack,0.3297259211540222,"[1030.0, 622.0, 1185.0, 720.0]","[610.0, 410.0, 1206.0]","[439.0, 298.0, 1042.0]","[1235.0, 597.0, 2087.0]","[498.0, 464.0, 1181.0]","[687.0, 455.0, 1160.0]"
5ML_sorting_tube_rack,0.3002628684043884,"[332.0, 0.0, 554.0, 173.0]","[-377.0, -511.0, 1687.0]","(0, 0)","[-338.0, -1322.0, 3325.0]","[-1012.9999999999999, -608.0, 2933.0]","[-174.0, -355.0, 1710.0]"
10ML_centrifuge_tube,0.2971940040588379,"[583.0, 266.0, 599.0, 282.0]","[-90.0, -142.0, 1471.0]","[-108.0, -163.0, 1549.0]","[-80.0, -161.0, 1533.0]","[-102.0, -128.0, 1466.0]","[-76.0, -127.0, 1454.0]"
10ML_sorting_tube_rack,0.2637121379375458,"[738.0, 270.0, 805.0, 372.0]","[196.0, -64.0, 1428.0]","[159.0, -159.0, 1575.0]","[277.0, -160.0, 1587.0]","[149.0, 17.0, 1484.0]","[257.0, 17.0, 1477.0]"
dispensing_tube_rack,0.2591046690940857,"[704.0, 499.0, 821.0, 616.0]","[155.0, 262.0, 1219.0]","[87.0, 206.0, 1368.0]","[225.0, 177.0, 1172.0]","[81.0, 356.0, 1274.0]","[239.0, 349.0, 1248.0]"
blood_tube,0.25578582286834717,"[750.0, 299.0, 764.0, 316.0]","[174.0, -86.0, 1434.0]","[164.0, -100.0, 1444.0]","[186.0, -99.0, 1442.0]","[165.0, -73.0, 1450.0]","[185.0, -72.0, 1432.0]"
10ML_centrifuge_tube,0.8071094155311584,"[754.0, 560.0, 772.0, 577.0]","[155.0, 275.0, 1212.0]","[144.0, 266.0, 1221.0]","[172.0, 271.0, 1246.0]","[143.0, 286.0, 1209.0]","[169.0, 290.0, 1224.0]"
centrifuge_close,0.805602490901947,"[837.0, 26.0, 1007.0, 186.0]","[479.0, -444.0, 1580.0]","[701.0, -1234.0, 3346.0]","(0, 0)","[357.0, -329.0, 1704.0]","[491.0, -239.0, 1239.0]"
5ML_sorting_tube_rack,0.8017727732658386,"[573.0, 267.0, 646.0, 389.0]","[-58.0, -53.0, 1418.0]","(0, 0)","[-1.0, -166.0, 1595.0]","[-120.0, 45.0, 1492.0]","[-1.0, 43.0, 1450.0]"
10ML_centrifuge_tube,0.7771846055984497,"[846.0, 484.0, 864.0, 501.0]","[259.0, 162.0, 1132.0]","[251.0, 154.0, 1143.0]","[272.0, 153.0, 1139.0]","[249.0, 174.0, 1134.0]","[271.0, 173.0, 1133.0]"
refrigerator_close,0.7689304947853088,"[647.0, 3.0, 793.0, 168.0]","[124.0, -467.0, 1537.0]","(0, 0)","[116.0, -284.0, 721.0]","[1.0, -365.0, 1715.0]","[279.0, -368.0, 1730.0]"
blood_tube,0.43960800766944885,"[832.0, 528.0, 849.0, 547.0]","[231.0, 209.0, 1087.0]","[229.0, 205.0, 1122.0]","[248.0, 204.0, 1114.0]","[226.0, 225.0, 1106.0]","[244.0, 224.0, 1098.0]"
10ML_sorting_tube_rack,0.39602530002593994,"[302.0, 245.0, 403.0, 358.0]","[-470.0, -97.0, 1452.0]","[-1044.0, -354.0, 2759.0]","[-435.0, -208.0, 1625.0]","[-523.0, -6.0, 1383.0]","[-403.0, -6.0, 1505.0]"
blood_tube,0.35505586862564087,"[736.0, 519.0, 751.0, 535.0]","[130.0, 223.0, 1227.0]","[122.0, 215.0, 1242.0]","[143.0, 215.0, 1245.0]","[122.0, 236.0, 1237.0]","[141.0, 234.0, 1227.0]"
10ML_sorting_tube_rack,0.3057553470134735,"[1031.0, 622.0, 1191.0, 720.0]","[613.0, 408.0, 1201.0]","[443.0, 300.0, 1049.0]","[1234.0, 590.0, 2062.0]","[495.0, 460.0, 1171.0]","[699.0, 459.0, 1168.0]"
10ML_sorting_tube_rack,0.2965724766254425,"[253.0, 407.0, 380.0, 575.0]","[-462.0, 181.0, 1271.0]","[-990.0, 114.0, 2289.0]","[-422.0, 72.0, 1442.0]","(0, 0)","[-379.0, 304.0, 1295.0]"
dispensing_tube_rack,0.26644572615623474,"[704.0, 501.0, 824.0, 616.0]","[158.0, 264.0, 1222.0]","[86.0, 207.0, 1355.0]","[226.0, 177.0, 1156.0]","[81.0, 356.0, 1273.0]","[245.0, 350.0, 1254.0]"
5ML_sorting_tube_rack,0.2591823935508728,"[248.0, 407.0, 380.0, 576.0]","[-464.0, 180.0, 1270.0]","[-995.0, 113.0, 2273.0]","[-422.0, 72.0, 1442.0]","(0, 0)","[-379.0, 305.0, 1294.0]"
blood_tube,0.25911062955856323,"[750.0, 299.0, 764.0, 316.0]","[175.0, -86.0, 1436.0]","[165.0, -100.0, 1450.0]","[186.0, -99.0, 1440.0]","[166.0, -73.0, 1454.0]","[185.0, -72.0, 1432.0]"
centrifuge_close,0.8494908213615417,"[837.0, 25.0, 1008.0, 187.0]","[471.0, -437.0, 1554.0]","[685.0, -1210.0, 3271.0]","(0, 0)","[359.0, -329.0, 1713.0]","[492.0, -238.0, 1237.0]"
