Class,Confidence,Center 3D Coordinates
10ML_centrifuge_tube,0.6573173999786377,"[-498.0, -190.0, 1400.0]"
10ML_centrifuge_tube,0.6027787923812866,"[-44.0, 57.0, 1052.0]"
blood_tube,0.59237140417099,"[91.0, 119.0, 1139.0]"
dispensing_tube_rack,0.5213502645492554,"[-71.0, 111.0, 1038.0]"
10ML_centrifuge_tube,0.5213021636009216,"[95.0, 255.0, 968.0]"
10ML_sorting_tube_rack,0.35687926411628723,"[-222.0, -85.0, 1277.0]"
10ML_centrifuge_tube,0.3366988003253937,"[-582.0, -99.0, 1332.0]"
tube_rack_storage_cabinet,0.3127356767654419,"[-382.0, 51.0, 651.0]"
refrigerator_close,0.9541972875595093,"[22.0, -421.0, 1499.0]"
centrifuge_close,0.9177027344703674,"[319.0, -216.0, 1257.0]"
blood_tube,0.7933740615844727,"[233.0, 196.0, 1042.0]"
dispensing_tube_rack,0.769285261631012,"[-150.0, 93.0, 1142.0]"
10ML_centrifuge_tube,0.6829851865768433,"[-499.0, -191.0, 1404.0]"
10ML_centrifuge_tube,0.6174811124801636,"[-43.0, 57.0, 1053.0]"
blood_tube,0.5330314636230469,"[90.0, 117.0, 1134.0]"
10ML_centrifuge_tube,0.46854937076568604,"[95.0, 255.0, 968.0]"
10ML_sorting_tube_rack,0.444056898355484,"[-225.0, -83.0, 1285.0]"
10ML_centrifuge_tube,0.43740028142929077,"[-581.0, -99.0, 1334.0]"
tube_rack_storage_cabinet,0.34452342987060547,"[-372.0, 51.0, 636.0]"
dispensing_tube_rack,0.34375855326652527,"[-70.0, 111.0, 1038.0]"
refrigerator_close,0.9551325440406799,"[25.0, -463.0, 1646.0]"
centrifuge_close,0.9166579246520996,"[318.0, -217.0, 1262.0]"
blood_tube,0.8144060373306274,"[232.0, 196.0, 1043.0]"
10ML_centrifuge_tube,0.7157355546951294,"[-503.0, -192.0, 1414.0]"
dispensing_tube_rack,0.7011932134628296,"[-150.0, 93.0, 1140.0]"
blood_tube,0.613006055355072,"[92.0, 119.0, 1133.0]"
10ML_centrifuge_tube,0.5899810194969177,"[-43.0, 57.0, 1053.0]"
dispensing_tube_rack,0.5125172138214111,"[-71.0, 109.0, 1034.0]"
10ML_centrifuge_tube,0.4579637348651886,"[-580.0, -99.0, 1332.0]"
tube_rack_storage_cabinet,0.4116528630256653,"[-376.0, 51.0, 643.0]"
10ML_sorting_tube_rack,0.3828701376914978,"[-222.0, -82.0, 1277.0]"
10ML_centrifuge_tube,0.35343605279922485,"[95.0, 253.0, 963.0]"
5ML_centrifuge_tube,0.28080758452415466,"[222.0, 284.0, 924.0]"
centrifuge_close,0.2664504647254944,"[-336.0, -57.0, 574.0]"
refrigerator_close,0.9550836682319641,"[22.0, -413.0, 1471.0]"
centrifuge_close,0.9167528748512268,"[319.0, -218.0, 1263.0]"
blood_tube,0.8246239423751831,"[232.0, 196.0, 1039.0]"
dispensing_tube_rack,0.7452366948127747,"[-149.0, 93.0, 1138.0]"
10ML_centrifuge_tube,0.6787015795707703,"[-495.0, -189.0, 1392.0]"
10ML_centrifuge_tube,0.5837166905403137,"[-43.0, 57.0, 1050.0]"
blood_tube,0.5724807381629944,"[92.0, 119.0, 1137.0]"
centrifuge_close,0.5333120226860046,"[-334.0, -57.0, 570.0]"
tube_rack_storage_cabinet,0.5147802829742432,"[-376.0, 51.0, 642.0]"
10ML_centrifuge_tube,0.4997232258319855,"[-581.0, -99.0, 1331.0]"
dispensing_tube_rack,0.438345342874527,"[-69.0, 111.0, 1034.0]"
5ML_sorting_tube_rack,0.42466339468955994,"[-460.0, -464.0, 1763.0]"
10ML_centrifuge_tube,0.383709192276001,"[95.0, 254.0, 967.0]"
5ML_centrifuge_tube,0.32089027762413025,"[222.0, 283.0, 925.0]"
10ML_sorting_tube_rack,0.2561034560203552,"[-227.0, -84.0, 1302.0]"
refrigerator_close,0.9522056579589844,"[22.0, -406.0, 1444.0]"
centrifuge_close,0.9052938222885132,"[316.0, -216.0, 1252.0]"
blood_tube,0.837585985660553,"[232.0, 195.0, 1038.0]"
dispensing_tube_rack,0.728117048740387,"[-151.0, 93.0, 1142.0]"
10ML_centrifuge_tube,0.6674464344978333,"[-498.0, -191.0, 1402.0]"
10ML_centrifuge_tube,0.5921728610992432,"[-43.0, 57.0, 1054.0]"
blood_tube,0.5637813806533813,"[92.0, 119.0, 1139.0]"
dispensing_tube_rack,0.49516814947128296,"[-71.0, 111.0, 1036.0]"
10ML_centrifuge_tube,0.4570285975933075,"[-581.0, -98.0, 1331.0]"
10ML_centrifuge_tube,0.3831385672092438,"[95.0, 253.0, 963.0]"
5ML_centrifuge_tube,0.3540879189968109,"[222.0, 284.0, 925.0]"
10ML_sorting_tube_rack,0.2609485685825348,"[-224.0, -83.0, 1287.0]"
refrigerator_close,0.9559565782546997,"[23.0, -434.0, 1546.0]"
centrifuge_close,0.9166467189788818,"[320.0, -218.0, 1268.0]"
blood_tube,0.8141165971755981,"[235.0, 197.0, 1045.0]"
dispensing_tube_rack,0.7912176847457886,"[-151.0, 93.0, 1142.0]"
10ML_centrifuge_tube,0.6992205381393433,"[-496.0, -190.0, 1396.0]"
10ML_centrifuge_tube,0.6294391751289368,"[-43.0, 57.0, 1049.0]"
blood_tube,0.5825459957122803,"[92.0, 119.0, 1138.0]"
10ML_centrifuge_tube,0.498550146818161,"[95.0, 253.0, 963.0]"
centrifuge_close,0.49141278862953186,"[-335.0, -57.0, 572.0]"
10ML_centrifuge_tube,0.44050660729408264,"[-583.0, -99.0, 1334.0]"
10ML_sorting_tube_rack,0.3894027769565582,"[-225.0, -84.0, 1295.0]"
tube_rack_storage_cabinet,0.3489045202732086,"[-377.0, 51.0, 644.0]"
dispensing_tube_rack,0.3185969293117523,"[-71.0, 111.0, 1034.0]"
5ML_centrifuge_tube,0.2506275475025177,"[222.0, 282.0, 925.0]"
refrigerator_close,0.9564398527145386,"[24.0, -448.0, 1595.0]"
centrifuge_close,0.9177711009979248,"[319.0, -217.0, 1260.0]"
blood_tube,0.8254724740982056,"[233.0, 196.0, 1040.0]"
dispensing_tube_rack,0.739675760269165,"[-152.0, 94.0, 1146.0]"
10ML_centrifuge_tube,0.6765255928039551,"[-498.0, -190.0, 1400.0]"
10ML_centrifuge_tube,0.6058846712112427,"[-44.0, 57.0, 1052.0]"
blood_tube,0.5928478240966797,"[92.0, 119.0, 1135.0]"
10ML_centrifuge_tube,0.48868897557258606,"[95.0, 253.0, 963.0]"
10ML_sorting_tube_rack,0.43876194953918457,"[-225.0, -84.0, 1284.0]"
dispensing_tube_rack,0.4295728802680969,"[-71.0, 111.0, 1036.0]"
10ML_centrifuge_tube,0.38164299726486206,"[-581.0, -99.0, 1331.0]"
tube_rack_storage_cabinet,0.2752831280231476,"[-377.0, 51.0, 646.0]"
refrigerator_close,0.9552756547927856,"[25.0, -473.0, 1684.0]"
centrifuge_close,0.915957510471344,"[319.0, -219.0, 1270.0]"
blood_tube,0.8304863572120667,"[234.0, 197.0, 1047.0]"
dispensing_tube_rack,0.7432655692100525,"[-152.0, 95.0, 1146.0]"
10ML_centrifuge_tube,0.7273232340812683,"[-499.0, -191.0, 1404.0]"
blood_tube,0.6476284861564636,"[91.0, 118.0, 1129.0]"
10ML_centrifuge_tube,0.6222636699676514,"[-43.0, 57.0, 1049.0]"
10ML_sorting_tube_rack,0.44537168741226196,"[-223.0, -83.0, 1271.0]"
10ML_centrifuge_tube,0.4346140921115875,"[95.0, 253.0, 963.0]"
dispensing_tube_rack,0.4290221333503723,"[-71.0, 111.0, 1037.0]"
10ML_centrifuge_tube,0.4253443777561188,"[-580.0, -99.0, 1332.0]"
tube_rack_storage_cabinet,0.3453443646430969,"[-376.0, 51.0, 642.0]"
refrigerator_close,0.9543408155441284,"[23.0, -434.0, 1544.0]"
centrifuge_close,0.9086288809776306,"[321.0, -219.0, 1271.0]"
blood_tube,0.819990336894989,"[233.0, 196.0, 1042.0]"
dispensing_tube_rack,0.7577028274536133,"[-151.0, 93.0, 1143.0]"
10ML_centrifuge_tube,0.7028564214706421,"[-497.0, -190.0, 1398.0]"
blood_tube,0.6415048241615295,"[92.0, 119.0, 1137.0]"
10ML_centrifuge_tube,0.6261672377586365,"[-43.0, 57.0, 1053.0]"
centrifuge_close,0.5140781998634338,"[-335.0, -57.0, 572.0]"
dispensing_tube_rack,0.5063063502311707,"[-71.0, 110.0, 1042.0]"
10ML_centrifuge_tube,0.3908708393573761,"[95.0, 255.0, 968.0]"
10ML_centrifuge_tube,0.3791796863079071,"[-581.0, -99.0, 1334.0]"
5ML_centrifuge_tube,0.3566363751888275,"[221.0, 283.0, 922.0]"
tube_rack_storage_cabinet,0.29673993587493896,"[-372.0, 51.0, 637.0]"
10ML_sorting_tube_rack,0.2747396230697632,"[-225.0, -83.0, 1292.0]"
refrigerator_close,0.9517634510993958,"[23.0, -424.0, 1508.0]"
centrifuge_close,0.9140430092811584,"[316.0, -216.0, 1257.0]"
blood_tube,0.843388557434082,"[234.0, 197.0, 1044.0]"
10ML_centrifuge_tube,0.7340133786201477,"[-496.0, -190.0, 1396.0]"
dispensing_tube_rack,0.6499421000480652,"[-150.0, 93.0, 1140.0]"
blood_tube,0.6288235187530518,"[92.0, 119.0, 1137.0]"
10ML_centrifuge_tube,0.5970990657806396,"[-43.0, 57.0, 1052.0]"
dispensing_tube_rack,0.5246482491493225,"[-70.0, 111.0, 1036.0]"
tube_rack_storage_cabinet,0.4772181808948517,"[-371.0, 51.0, 636.0]"
10ML_centrifuge_tube,0.45778220891952515,"[-582.0, -99.0, 1332.0]"
10ML_centrifuge_tube,0.4302308261394501,"[95.0, 254.0, 965.0]"
5ML_sorting_tube_rack,0.3846733868122101,"[-457.0, -466.0, 1760.0]"
10ML_sorting_tube_rack,0.33113768696784973,"[-225.0, -83.0, 1287.0]"
5ML_centrifuge_tube,0.31034666299819946,"[222.0, 285.0, 924.0]"
refrigerator_close,0.9518365859985352,"[23.0, -431.0, 1535.0]"
centrifuge_close,0.9164841771125793,"[316.0, -216.0, 1254.0]"
blood_tube,0.8468039631843567,"[234.0, 197.0, 1044.0]"
dispensing_tube_rack,0.7658373117446899,"[-151.0, 93.0, 1140.0]"
10ML_centrifuge_tube,0.7052974104881287,"[-500.0, -191.0, 1408.0]"
blood_tube,0.6332077980041504,"[93.0, 120.0, 1133.0]"
10ML_centrifuge_tube,0.6143600940704346,"[-43.0, 57.0, 1050.0]"
dispensing_tube_rack,0.5371793508529663,"[-69.0, 110.0, 1038.0]"
tube_rack_storage_cabinet,0.48252809047698975,"[-378.0, 52.0, 646.0]"
10ML_centrifuge_tube,0.47927185893058777,"[-583.0, -99.0, 1334.0]"
10ML_centrifuge_tube,0.38568010926246643,"[95.0, 254.0, 965.0]"
5ML_sorting_tube_rack,0.25154051184654236,"[-322.0, 125.0, 517.0]"
refrigerator_close,0.9535505175590515,"[23.0, -437.0, 1556.0]"
centrifuge_close,0.9170249700546265,"[318.0, -217.0, 1259.0]"
blood_tube,0.8384456038475037,"[234.0, 196.0, 1040.0]"
dispensing_tube_rack,0.7852416634559631,"[-152.0, 94.0, 1146.0]"
10ML_centrifuge_tube,0.6600765585899353,"[-497.0, -190.0, 1398.0]"
blood_tube,0.6455370187759399,"[92.0, 119.0, 1133.0]"
10ML_centrifuge_tube,0.62511146068573,"[-44.0, 57.0, 1052.0]"
10ML_sorting_tube_rack,0.4653300344944,"[-222.0, -85.0, 1276.0]"
10ML_centrifuge_tube,0.39904412627220154,"[96.0, 254.0, 963.0]"
10ML_centrifuge_tube,0.3917087912559509,"[-582.0, -99.0, 1332.0]"
dispensing_tube_rack,0.37712952494621277,"[-70.0, 110.0, 1040.0]"
tube_rack_storage_cabinet,0.3248773217201233,"[-382.0, 52.0, 653.0]"
refrigerator_close,0.9560580253601074,"[22.0, -407.0, 1450.0]"
centrifuge_close,0.9121550917625427,"[319.0, -218.0, 1263.0]"
blood_tube,0.8148908019065857,"[234.0, 196.0, 1039.0]"
dispensing_tube_rack,0.7722597122192383,"[-151.0, 93.0, 1143.0]"
10ML_centrifuge_tube,0.6465750932693481,"[-498.0, -191.0, 1402.0]"
10ML_centrifuge_tube,0.5787846446037292,"[-44.0, 57.0, 1053.0]"
dispensing_tube_rack,0.5672016143798828,"[-70.0, 111.0, 1036.0]"
blood_tube,0.5530492067337036,"[92.0, 119.0, 1132.0]"
10ML_sorting_tube_rack,0.4677821397781372,"[-223.0, -84.0, 1274.0]"
10ML_centrifuge_tube,0.4255742132663727,"[95.0, 254.0, 966.0]"
10ML_centrifuge_tube,0.385544091463089,"[-583.0, -99.0, 1334.0]"
refrigerator_close,0.9557769894599915,"[22.0, -413.0, 1469.0]"
centrifuge_close,0.915346086025238,"[320.0, -217.0, 1262.0]"
blood_tube,0.8267768025398254,"[233.0, 196.0, 1040.0]"
dispensing_tube_rack,0.7499725818634033,"[-151.0, 93.0, 1143.0]"
10ML_centrifuge_tube,0.7015008330345154,"[-500.0, -191.0, 1408.0]"
blood_tube,0.6295079588890076,"[92.0, 119.0, 1139.0]"
10ML_centrifuge_tube,0.6047393083572388,"[-43.0, 57.0, 1050.0]"
dispensing_tube_rack,0.5123616456985474,"[-71.0, 111.0, 1037.0]"
10ML_centrifuge_tube,0.5077868103981018,"[95.0, 254.0, 965.0]"
centrifuge_close,0.41486939787864685,"[-335.0, -57.0, 570.0]"
10ML_sorting_tube_rack,0.3780105412006378,"[-221.0, -83.0, 1271.0]"
10ML_centrifuge_tube,0.35198116302490234,"[-583.0, -99.0, 1334.0]"
refrigerator_close,0.9534424543380737,"[22.0, -415.0, 1477.0]"
centrifuge_close,0.9120097160339355,"[320.0, -218.0, 1268.0]"
blood_tube,0.8044272065162659,"[233.0, 196.0, 1043.0]"
10ML_centrifuge_tube,0.6780768036842346,"[-497.0, -190.0, 1398.0]"
dispensing_tube_rack,0.6712667346000671,"[-153.0, 94.0, 1149.0]"
blood_tube,0.6419149041175842,"[91.0, 119.0, 1137.0]"
10ML_centrifuge_tube,0.5902213454246521,"[-43.0, 57.0, 1056.0]"
dispensing_tube_rack,0.5855090618133545,"[-71.0, 111.0, 1036.0]"
10ML_centrifuge_tube,0.43407729268074036,"[95.0, 254.0, 967.0]"
10ML_centrifuge_tube,0.3484914004802704,"[-580.0, -99.0, 1332.0]"
5ML_sorting_tube_rack,0.3341689705848694,"[-453.0, -461.0, 1751.0]"
tube_rack_storage_cabinet,0.32699307799339294,"[-378.0, 51.0, 646.0]"
10ML_sorting_tube_rack,0.3012104630470276,"[-221.0, -82.0, 1270.0]"
5ML_centrifuge_tube,0.29566705226898193,"[222.0, 283.0, 925.0]"
refrigerator_close,0.9546169638633728,"[23.0, -430.0, 1530.0]"
centrifuge_close,0.9143784046173096,"[318.0, -217.0, 1262.0]"
blood_tube,0.8304397463798523,"[231.0, 195.0, 1034.0]"
dispensing_tube_rack,0.728155791759491,"[-152.0, 94.0, 1146.0]"
10ML_centrifuge_tube,0.6731666922569275,"[-502.0, -192.0, 1412.0]"
blood_tube,0.6082445979118347,"[91.0, 118.0, 1129.0]"
10ML_centrifuge_tube,0.5890138149261475,"[-43.0, 57.0, 1051.0]"
dispensing_tube_rack,0.5397904515266418,"[-70.0, 111.0, 1037.0]"
tube_rack_storage_cabinet,0.47412583231925964,"[-378.0, 52.0, 646.0]"
10ML_centrifuge_tube,0.39377129077911377,"[-582.0, -98.0, 1336.0]"
10ML_centrifuge_tube,0.3509683907032013,"[96.0, 254.0, 961.0]"
5ML_sorting_tube_rack,0.2913888990879059,"[-452.0, -464.0, 1748.0]"
5ML_sorting_tube_rack,0.2737855911254883,"[1428.0, -336.0, 2219.0]"
10ML_sorting_tube_rack,0.25472888350486755,"[-226.0, -83.0, 1292.0]"
refrigerator_close,0.9557808041572571,"[25.0, -464.0, 1652.0]"
centrifuge_close,0.9147306680679321,"[318.0, -217.0, 1262.0]"
blood_tube,0.8054124116897583,"[233.0, 196.0, 1042.0]"
10ML_centrifuge_tube,0.7200853824615479,"[-498.0, -190.0, 1400.0]"
dispensing_tube_rack,0.689821720123291,"[-151.0, 93.0, 1143.0]"
blood_tube,0.6660381555557251,"[92.0, 119.0, 1135.0]"
10ML_centrifuge_tube,0.5957661271095276,"[-43.0, 58.0, 1054.0]"
dispensing_tube_rack,0.5902714133262634,"[-71.0, 111.0, 1039.0]"
tube_rack_storage_cabinet,0.5310302972793579,"[-374.0, 51.0, 638.0]"
10ML_centrifuge_tube,0.5244672298431396,"[-581.0, -99.0, 1331.0]"
10ML_centrifuge_tube,0.4277806878089905,"[95.0, 254.0, 965.0]"
5ML_sorting_tube_rack,0.32118475437164307,"[-457.0, -463.0, 1751.0]"
refrigerator_close,0.9558150172233582,"[25.0, -469.0, 1668.0]"
centrifuge_close,0.9139214158058167,"[319.0, -218.0, 1263.0]"
blood_tube,0.8250945210456848,"[234.0, 197.0, 1047.0]"
dispensing_tube_rack,0.786244809627533,"[-152.0, 94.0, 1146.0]"
10ML_centrifuge_tube,0.6946988701820374,"[-496.0, -190.0, 1396.0]"
10ML_centrifuge_tube,0.6196430325508118,"[-43.0, 57.0, 1047.0]"
blood_tube,0.5897655487060547,"[92.0, 119.0, 1133.0]"
10ML_centrifuge_tube,0.5203813910484314,"[95.0, 253.0, 964.0]"
dispensing_tube_rack,0.45366889238357544,"[-71.0, 111.0, 1037.0]"
10ML_centrifuge_tube,0.40743058919906616,"[-580.0, -98.0, 1331.0]"
10ML_sorting_tube_rack,0.3716531991958618,"[-222.0, -84.0, 1276.0]"
5ML_sorting_tube_rack,0.26903781294822693,"[-456.0, -464.0, 1763.0]"
5ML_centrifuge_tube,0.26033124327659607,"[222.0, 283.0, 926.0]"
refrigerator_close,0.9584574103355408,"[24.0, -444.0, 1580.0]"
centrifuge_close,0.9119952321052551,"[318.0, -217.0, 1262.0]"
blood_tube,0.8538984060287476,"[232.0, 195.0, 1038.0]"
dispensing_tube_rack,0.7639370560646057,"[-151.0, 93.0, 1143.0]"
10ML_centrifuge_tube,0.705287754535675,"[-502.0, -192.0, 1412.0]"
blood_tube,0.6755564212799072,"[92.0, 119.0, 1137.0]"
10ML_centrifuge_tube,0.625876784324646,"[-44.0, 57.0, 1051.0]"
10ML_centrifuge_tube,0.48310208320617676,"[95.0, 254.0, 967.0]"
10ML_sorting_tube_rack,0.4423776865005493,"[-225.0, -84.0, 1295.0]"
dispensing_tube_rack,0.37994709610939026,"[-71.0, 111.0, 1040.0]"
tube_rack_storage_cabinet,0.37326592206954956,"[-378.0, 50.0, 644.0]"
10ML_centrifuge_tube,0.31781113147735596,"[-582.0, -99.0, 1332.0]"
5ML_centrifuge_tube,0.25710421800613403,"[222.0, 284.0, 925.0]"
refrigerator_close,0.9570112824440002,"[25.0, -462.0, 1644.0]"
centrifuge_close,0.9105448126792908,"[318.0, -217.0, 1260.0]"
blood_tube,0.8071577548980713,"[233.0, 196.0, 1043.0]"
dispensing_tube_rack,0.7374752759933472,"[-149.0, 93.0, 1139.0]"
10ML_centrifuge_tube,0.6574606895446777,"[-503.0, -192.0, 1414.0]"
10ML_centrifuge_tube,0.5972686409950256,"[-43.0, 57.0, 1052.0]"
blood_tube,0.5225181579589844,"[91.0, 118.0, 1142.0]"
dispensing_tube_rack,0.45155346393585205,"[-70.0, 109.0, 1033.0]"
centrifuge_close,0.4342291057109833,"[-335.0, -56.0, 572.0]"
10ML_centrifuge_tube,0.43003275990486145,"[95.0, 255.0, 966.0]"
10ML_sorting_tube_rack,0.36127230525016785,"[-224.0, -84.0, 1287.0]"
10ML_centrifuge_tube,0.34205520153045654,"[-583.0, -99.0, 1334.0]"
tube_rack_storage_cabinet,0.31034889817237854,"[-382.0, 52.0, 652.0]"
5ML_centrifuge_tube,0.3019808232784271,"[222.0, 282.0, 926.0]"
blood_tube,0.25931316614151,"[-177.0, -5.0, 961.0]"
refrigerator_close,0.9554131627082825,"[24.0, -449.0, 1597.0]"
centrifuge_close,0.9120721220970154,"[318.0, -217.0, 1262.0]"
blood_tube,0.8475226759910583,"[232.0, 196.0, 1039.0]"
dispensing_tube_rack,0.757810652256012,"[-150.0, 93.0, 1142.0]"
10ML_centrifuge_tube,0.6792919039726257,"[-497.0, -190.0, 1398.0]"
blood_tube,0.6095271110534668,"[92.0, 121.0, 1142.0]"
10ML_centrifuge_tube,0.5959053039550781,"[-43.0, 58.0, 1052.0]"
dispensing_tube_rack,0.4549538195133209,"[-69.0, 111.0, 1039.0]"
10ML_centrifuge_tube,0.3841104507446289,"[95.0, 254.0, 967.0]"
10ML_sorting_tube_rack,0.37281176447868347,"[-222.0, -82.0, 1276.0]"
10ML_centrifuge_tube,0.3646794557571411,"[-581.0, -99.0, 1331.0]"
5ML_centrifuge_tube,0.34474024176597595,"[222.0, 283.0, 925.0]"
refrigerator_close,0.9547862410545349,"[23.0, -434.0, 1546.0]"
centrifuge_close,0.9157518148422241,"[319.0, -218.0, 1266.0]"
blood_tube,0.829110860824585,"[234.0, 197.0, 1047.0]"
dispensing_tube_rack,0.7954714894294739,"[-149.0, 91.0, 1135.0]"
10ML_centrifuge_tube,0.7502882480621338,"[-498.0, -191.0, 1402.0]"
blood_tube,0.6036160588264465,"[92.0, 119.0, 1132.0]"
10ML_centrifuge_tube,0.5878795385360718,"[-44.0, 57.0, 1050.0]"
10ML_centrifuge_tube,0.48615193367004395,"[-580.0, -99.0, 1329.0]"
tube_rack_storage_cabinet,0.4534505605697632,"[-376.0, 52.0, 643.0]"
10ML_centrifuge_tube,0.45140042901039124,"[95.0, 254.0, 966.0]"
centrifuge_close,0.36597302556037903,"[-335.0, -58.0, 572.0]"
5ML_sorting_tube_rack,0.3463166356086731,"[-452.0, -460.0, 1739.0]"
dispensing_tube_rack,0.32844698429107666,"[-67.0, 111.0, 1037.0]"
10ML_sorting_tube_rack,0.31463801860809326,"[-225.0, -84.0, 1285.0]"
5ML_centrifuge_tube,0.29303547739982605,"[222.0, 284.0, 926.0]"
refrigerator_close,0.9533523917198181,"[0.0, -0.0, 0.0]"
centrifuge_close,0.9056304097175598,"[317.0, -216.0, 1260.0]"
blood_tube,0.8039569854736328,"[233.0, 196.0, 1042.0]"
10ML_centrifuge_tube,0.7097764611244202,"[-500.0, -191.0, 1406.0]"
dispensing_tube_rack,0.7046377658843994,"[-152.0, 94.0, 1146.0]"
blood_tube,0.596153974533081,"[92.0, 119.0, 1132.0]"
10ML_centrifuge_tube,0.5477288961410522,"[-45.0, 57.0, 1056.0]"
10ML_centrifuge_tube,0.4062517583370209,"[-580.0, -98.0, 1332.0]"
dispensing_tube_rack,0.40098389983177185,"[-71.0, 110.0, 1038.0]"
10ML_centrifuge_tube,0.3911983072757721,"[95.0, 254.0, 967.0]"
5ML_sorting_tube_rack,0.35988518595695496,"[-457.0, -467.0, 1757.0]"
5ML_centrifuge_tube,0.35134801268577576,"[222.0, 284.0, 925.0]"
10ML_sorting_tube_rack,0.32734715938568115,"[-223.0, -84.0, 1282.0]"
refrigerator_close,0.9534248113632202,"[23.0, -426.0, 1517.0]"
centrifuge_close,0.9148706197738647,"[321.0, -219.0, 1273.0]"
blood_tube,0.8561542630195618,"[234.0, 197.0, 1048.0]"
dispensing_tube_rack,0.7735152244567871,"[-149.0, 93.0, 1139.0]"
10ML_centrifuge_tube,0.7369491457939148,"[-499.0, -191.0, 1404.0]"
blood_tube,0.6723141074180603,"[92.0, 119.0, 1137.0]"
10ML_centrifuge_tube,0.5909516215324402,"[-43.0, 57.0, 1052.0]"
10ML_centrifuge_tube,0.5353721976280212,"[95.0, 253.0, 962.0]"
dispensing_tube_rack,0.4872438311576843,"[-70.0, 111.0, 1039.0]"
10ML_sorting_tube_rack,0.4814978837966919,"[-224.0, -84.0, 1284.0]"
10ML_centrifuge_tube,0.3455127775669098,"[-584.0, -99.0, 1336.0]"
centrifuge_close,0.32195401191711426,"[-335.0, -56.0, 572.0]"
tube_rack_storage_cabinet,0.27909186482429504,"[-376.0, 51.0, 642.0]"
5ML_centrifuge_tube,0.27349382638931274,"[222.0, 283.0, 925.0]"
refrigerator_close,0.956694483757019,"[23.0, -431.0, 1535.0]"
centrifuge_close,0.9160478115081787,"[319.0, -218.0, 1268.0]"
blood_tube,0.8375805616378784,"[233.0, 196.0, 1040.0]"
dispensing_tube_rack,0.6914078593254089,"[-150.0, 93.0, 1137.0]"
10ML_centrifuge_tube,0.6580929160118103,"[-495.0, -189.0, 1392.0]"
10ML_centrifuge_tube,0.5993788838386536,"[-43.0, 57.0, 1052.0]"
blood_tube,0.5256487131118774,"[91.0, 118.0, 1130.0]"
dispensing_tube_rack,0.5162396430969238,"[-70.0, 111.0, 1038.0]"
10ML_sorting_tube_rack,0.4600929617881775,"[-225.0, -83.0, 1287.0]"
10ML_centrifuge_tube,0.41642001271247864,"[95.0, 254.0, 967.0]"
10ML_centrifuge_tube,0.3664453625679016,"[-581.0, -98.0, 1331.0]"
tube_rack_storage_cabinet,0.31292736530303955,"[-378.0, 51.0, 646.0]"
refrigerator_close,0.9561603665351868,"[22.0, -409.0, 1454.0]"
centrifuge_close,0.9170560836791992,"[320.0, -218.0, 1268.0]"
blood_tube,0.821264386177063,"[233.0, 196.0, 1040.0]"
10ML_centrifuge_tube,0.7041287422180176,"[-498.0, -191.0, 1402.0]"
dispensing_tube_rack,0.6871641874313354,"[-150.0, 93.0, 1142.0]"
10ML_centrifuge_tube,0.6254977583885193,"[-43.0, 57.0, 1052.0]"
blood_tube,0.5757389664649963,"[90.0, 119.0, 1134.0]"
10ML_centrifuge_tube,0.46147841215133667,"[95.0, 255.0, 969.0]"
dispensing_tube_rack,0.40612390637397766,"[-70.0, 111.0, 1040.0]"
10ML_centrifuge_tube,0.40456622838974,"[-581.0, -99.0, 1334.0]"
10ML_sorting_tube_rack,0.346744567155838,"[-226.0, -83.0, 1292.0]"
tube_rack_storage_cabinet,0.2825808823108673,"[-372.0, 50.0, 635.0]"
refrigerator_close,0.9553264379501343,"[25.0, -470.0, 1673.0]"
centrifuge_close,0.9165309071540833,"[320.0, -218.0, 1268.0]"
blood_tube,0.8441689610481262,"[234.0, 197.0, 1044.0]"
dispensing_tube_rack,0.7605783939361572,"[-151.0, 93.0, 1143.0]"
10ML_centrifuge_tube,0.7070030570030212,"[-500.0, -191.0, 1406.0]"
blood_tube,0.6301323175430298,"[91.0, 117.0, 1130.0]"
10ML_centrifuge_tube,0.6141144633293152,"[-43.0, 57.0, 1053.0]"
dispensing_tube_rack,0.5049527883529663,"[-71.0, 110.0, 1039.0]"
10ML_centrifuge_tube,0.4361847937107086,"[95.0, 254.0, 967.0]"
10ML_centrifuge_tube,0.4171847701072693,"[-581.0, -99.0, 1334.0]"
10ML_sorting_tube_rack,0.40018653869628906,"[-222.0, -82.0, 1273.0]"
refrigerator_close,0.9527259469032288,"[23.0, -437.0, 1554.0]"
centrifuge_close,0.9167246222496033,"[319.0, -218.0, 1266.0]"
blood_tube,0.8298482894897461,"[233.0, 196.0, 1042.0]"
dispensing_tube_rack,0.7536944150924683,"[-149.0, 93.0, 1139.0]"
10ML_centrifuge_tube,0.7385431528091431,"[-498.0, -190.0, 1400.0]"
blood_tube,0.6354095935821533,"[92.0, 119.0, 1133.0]"
10ML_centrifuge_tube,0.5900372862815857,"[-43.0, 58.0, 1056.0]"
10ML_centrifuge_tube,0.4641593098640442,"[-583.0, -99.0, 1334.0]"
10ML_centrifuge_tube,0.4505581557750702,"[95.0, 253.0, 962.0]"
tube_rack_storage_cabinet,0.4106498956680298,"[-379.0, 52.0, 649.0]"
centrifuge_close,0.4084947407245636,"[-334.0, -57.0, 571.0]"
dispensing_tube_rack,0.3799201548099518,"[-71.0, 112.0, 1045.0]"
5ML_sorting_tube_rack,0.37425297498703003,"[-448.0, -456.0, 1730.0]"
