Class,Confidence,Center 3D Coordinates
10ML_centrifuge_tube,0.6960955262184143,"[-498.0, -190.0, 1400.0]"
blood_tube,0.6617913842201233,"[92.0, 120.0, 1132.0]"
dispensing_tube_rack,0.6072240471839905,"[-71.0, 111.0, 1034.0]"
10ML_centrifuge_tube,0.5824877619743347,"[-44.0, 57.0, 1053.0]"
10ML_centrifuge_tube,0.4962101876735687,"[95.0, 254.0, 967.0]"
10ML_sorting_tube_rack,0.3912065029144287,"[-224.0, -84.0, 1279.0]"
10ML_centrifuge_tube,0.33608096837997437,"[-584.0, -99.0, 1336.0]"
tube_rack_storage_cabinet,0.3004031479358673,"[-374.0, 51.0, 640.0]"
5ML_centrifuge_tube,0.2666270136833191,"[222.0, 283.0, 925.0]"
centrifuge_close,0.25348636507987976,"[-337.0, -56.0, 575.0]"
refrigerator_close,0.9534732699394226,"[23.0, -440.0, 1565.0]"
centrifuge_close,0.9153910875320435,"[317.0, -218.0, 1263.0]"
blood_tube,0.8000763058662415,"[233.0, 196.0, 1042.0]"
dispensing_tube_rack,0.7550647854804993,"[-151.0, 93.0, 1144.0]"
10ML_centrifuge_tube,0.6976603865623474,"[-498.0, -191.0, 1402.0]"
blood_tube,0.6406059861183167,"[92.0, 119.0, 1135.0]"
10ML_centrifuge_tube,0.6188598275184631,"[-43.0, 57.0, 1052.0]"
10ML_centrifuge_tube,0.4108222723007202,"[-582.0, -99.0, 1336.0]"
10ML_centrifuge_tube,0.40154021978378296,"[95.0, 255.0, 969.0]"
tube_rack_storage_cabinet,0.3734811842441559,"[-376.0, 51.0, 643.0]"
dispensing_tube_rack,0.332444965839386,"[-68.0, 111.0, 1037.0]"
centrifuge_close,0.3121207654476166,"[-334.0, -58.0, 571.0]"
10ML_sorting_tube_rack,0.3053901493549347,"[-225.0, -83.0, 1287.0]"
5ML_sorting_tube_rack,0.28681325912475586,"[-449.0, -455.0, 1727.0]"
refrigerator_close,0.9541125297546387,"[23.0, -434.0, 1546.0]"
centrifuge_close,0.9088292121887207,"[318.0, -216.0, 1265.0]"
blood_tube,0.8238446712493896,"[233.0, 196.0, 1043.0]"
dispensing_tube_rack,0.7114594578742981,"[-151.0, 93.0, 1144.0]"
10ML_centrifuge_tube,0.6917068958282471,"[-500.0, -191.0, 1406.0]"
10ML_centrifuge_tube,0.5816470384597778,"[-43.0, 57.0, 1049.0]"
blood_tube,0.5789278745651245,"[91.0, 120.0, 1137.0]"
dispensing_tube_rack,0.50356525182724,"[-71.0, 111.0, 1037.0]"
10ML_centrifuge_tube,0.49758368730545044,"[-582.0, -99.0, 1332.0]"
10ML_centrifuge_tube,0.37406691908836365,"[95.0, 254.0, 967.0]"
tube_rack_storage_cabinet,0.3647904694080353,"[-377.0, 52.0, 644.0]"
5ML_centrifuge_tube,0.2986255884170532,"[222.0, 284.0, 923.0]"
10ML_sorting_tube_rack,0.26558107137680054,"[-221.0, -82.0, 1270.0]"
5ML_sorting_tube_rack,0.26234719157218933,"[-449.0, -459.0, 1736.0]"
10ML_centrifuge_tube,0.26124247908592224,"[220.0, 283.0, 924.0]"
refrigerator_close,0.9547317028045654,"[25.0, -477.0, 1698.0]"
centrifuge_close,0.9109216332435608,"[321.0, -219.0, 1271.0]"
blood_tube,0.8217436075210571,"[233.0, 196.0, 1040.0]"
10ML_centrifuge_tube,0.7097070813179016,"[-498.0, -190.0, 1400.0]"
dispensing_tube_rack,0.6954337954521179,"[-149.0, 93.0, 1138.0]"
dispensing_tube_rack,0.6386011242866516,"[-71.0, 111.0, 1036.0]"
blood_tube,0.5983103513717651,"[92.0, 119.0, 1135.0]"
10ML_centrifuge_tube,0.581515908241272,"[-43.0, 57.0, 1052.0]"
tube_rack_storage_cabinet,0.499554306268692,"[-376.0, 52.0, 641.0]"
10ML_centrifuge_tube,0.41050076484680176,"[-581.0, -98.0, 1334.0]"
5ML_centrifuge_tube,0.3985570967197418,"[222.0, 283.0, 926.0]"
10ML_centrifuge_tube,0.3741745948791504,"[96.0, 255.0, 965.0]"
5ML_sorting_tube_rack,0.27729126811027527,"[-463.0, -474.0, 1791.0]"
refrigerator_close,0.9536023139953613,"[23.0, -429.0, 1528.0]"
centrifuge_close,0.9150011539459229,"[317.0, -218.0, 1263.0]"
blood_tube,0.8616833686828613,"[234.0, 197.0, 1045.0]"
10ML_centrifuge_tube,0.7245898246765137,"[-498.0, -190.0, 1400.0]"
blood_tube,0.6771157383918762,"[90.0, 119.0, 1134.0]"
dispensing_tube_rack,0.6431713104248047,"[-151.0, 93.0, 1140.0]"
10ML_centrifuge_tube,0.5909830331802368,"[-43.0, 57.0, 1056.0]"
dispensing_tube_rack,0.5363417863845825,"[-71.0, 110.0, 1036.0]"
centrifuge_close,0.5072850584983826,"[-335.0, -58.0, 573.0]"
10ML_centrifuge_tube,0.4853736460208893,"[95.0, 254.0, 965.0]"
10ML_centrifuge_tube,0.48534736037254333,"[-582.0, -99.0, 1332.0]"
5ML_centrifuge_tube,0.330761194229126,"[223.0, 284.0, 927.0]"
tube_rack_storage_cabinet,0.2999062240123749,"[-374.0, 51.0, 641.0]"
10ML_sorting_tube_rack,0.2557527720928192,"[-222.0, -82.0, 1276.0]"
refrigerator_close,0.9546941518783569,"[24.0, -446.0, 1587.0]"
centrifuge_close,0.9171772599220276,"[317.0, -217.0, 1260.0]"
blood_tube,0.8218482732772827,"[233.0, 196.0, 1042.0]"
dispensing_tube_rack,0.7293148040771484,"[-151.0, 93.0, 1140.0]"
10ML_centrifuge_tube,0.7040590047836304,"[-498.0, -190.0, 1400.0]"
10ML_centrifuge_tube,0.5843990445137024,"[-43.0, 57.0, 1052.0]"
blood_tube,0.5526590347290039,"[90.0, 118.0, 1130.0]"
dispensing_tube_rack,0.5171225070953369,"[-71.0, 111.0, 1040.0]"
10ML_centrifuge_tube,0.4669801890850067,"[95.0, 254.0, 966.0]"
10ML_sorting_tube_rack,0.4358072578907013,"[-220.0, -82.0, 1265.0]"
tube_rack_storage_cabinet,0.3577493727207184,"[-380.0, 52.0, 651.0]"
10ML_centrifuge_tube,0.26348981261253357,"[-582.0, -99.0, 1332.0]"
5ML_centrifuge_tube,0.25718948245048523,"[222.0, 283.0, 925.0]"
refrigerator_close,0.9572149515151978,"[23.0, -441.0, 1570.0]"
centrifuge_close,0.9149529337882996,"[318.0, -217.0, 1260.0]"
blood_tube,0.8147883415222168,"[234.0, 197.0, 1044.0]"
dispensing_tube_rack,0.7613677382469177,"[-151.0, 93.0, 1142.0]"
10ML_centrifuge_tube,0.681620180606842,"[-500.0, -191.0, 1406.0]"
blood_tube,0.6779466271400452,"[92.0, 119.0, 1134.0]"
10ML_centrifuge_tube,0.6179839372634888,"[-43.0, 57.0, 1048.0]"
10ML_centrifuge_tube,0.512066662311554,"[96.0, 255.0, 971.0]"
10ML_sorting_tube_rack,0.4700801372528076,"[-225.0, -84.0, 1285.0]"
dispensing_tube_rack,0.44997864961624146,"[-70.0, 109.0, 1034.0]"
10ML_centrifuge_tube,0.3726050555706024,"[-583.0, -99.0, 1334.0]"
refrigerator_close,0.953467845916748,"[25.0, -462.0, 1644.0]"
centrifuge_close,0.9099504947662354,"[319.0, -217.0, 1259.0]"
blood_tube,0.8339932560920715,"[233.0, 196.0, 1043.0]"
dispensing_tube_rack,0.8231526017189026,"[-152.0, 94.0, 1146.0]"
10ML_centrifuge_tube,0.6825235486030579,"[-501.0, -192.0, 1410.0]"
10ML_centrifuge_tube,0.6133324503898621,"[-43.0, 57.0, 1049.0]"
dispensing_tube_rack,0.5946650505065918,"[-71.0, 110.0, 1033.0]"
blood_tube,0.5533013939857483,"[93.0, 119.0, 1140.0]"
10ML_centrifuge_tube,0.467454731464386,"[95.0, 255.0, 968.0]"
10ML_centrifuge_tube,0.39120376110076904,"[-582.0, -99.0, 1332.0]"
5ML_centrifuge_tube,0.2921326160430908,"[222.0, 284.0, 925.0]"
tube_rack_storage_cabinet,0.290471613407135,"[-378.0, 51.0, 645.0]"
10ML_sorting_tube_rack,0.269478976726532,"[-222.0, -82.0, 1277.0]"
refrigerator_close,0.9534416794776917,"[22.0, -419.0, 1492.0]"
centrifuge_close,0.906971275806427,"[318.0, -217.0, 1260.0]"
blood_tube,0.8243371248245239,"[232.0, 195.0, 1037.0]"
dispensing_tube_rack,0.7816832065582275,"[-150.0, 93.0, 1140.0]"
10ML_centrifuge_tube,0.6702085137367249,"[-496.0, -190.0, 1396.0]"
blood_tube,0.6290814876556396,"[92.0, 119.0, 1133.0]"
10ML_centrifuge_tube,0.5723586678504944,"[-43.0, 57.0, 1053.0]"
5ML_sorting_tube_rack,0.4191960394382477,"[-453.0, -463.0, 1751.0]"
10ML_centrifuge_tube,0.41833996772766113,"[95.0, 254.0, 966.0]"
10ML_centrifuge_tube,0.415119469165802,"[-581.0, -99.0, 1334.0]"
10ML_sorting_tube_rack,0.3547936677932739,"[-225.0, -83.0, 1284.0]"
dispensing_tube_rack,0.354030579328537,"[-70.0, 111.0, 1038.0]"
tube_rack_storage_cabinet,0.3127872347831726,"[-379.0, 52.0, 648.0]"
5ML_centrifuge_tube,0.2609516978263855,"[222.0, 282.0, 923.0]"
refrigerator_close,0.9532504677772522,"[23.0, -425.0, 1512.0]"
centrifuge_close,0.9130139946937561,"[318.0, -217.0, 1262.0]"
blood_tube,0.8124150037765503,"[232.0, 196.0, 1039.0]"
dispensing_tube_rack,0.6910709738731384,"[-150.0, 93.0, 1135.0]"
10ML_centrifuge_tube,0.663912832736969,"[-500.0, -191.0, 1408.0]"
blood_tube,0.6177358627319336,"[92.0, 119.0, 1138.0]"
10ML_centrifuge_tube,0.6172015070915222,"[-44.0, 58.0, 1053.0]"
10ML_centrifuge_tube,0.43946918845176697,"[-580.0, -98.0, 1331.0]"
10ML_centrifuge_tube,0.3586616516113281,"[95.0, 253.0, 958.0]"
tube_rack_storage_cabinet,0.3559214770793915,"[-377.0, 51.0, 645.0]"
dispensing_tube_rack,0.34449103474617004,"[-72.0, 112.0, 1044.0]"
5ML_centrifuge_tube,0.33443406224250793,"[222.0, 284.0, 925.0]"
centrifuge_close,0.3263702988624573,"[-335.0, -57.0, 573.0]"
5ML_sorting_tube_rack,0.2626272737979889,"[-449.0, -459.0, 1727.0]"
5ML_sorting_tube_rack,0.25250956416130066,"[-326.0, 127.0, 523.0]"
refrigerator_close,0.954020619392395,"[24.0, -452.0, 1610.0]"
centrifuge_close,0.9121867418289185,"[316.0, -215.0, 1257.0]"
blood_tube,0.8253487944602966,"[233.0, 196.0, 1042.0]"
dispensing_tube_rack,0.7736800909042358,"[-152.0, 94.0, 1147.0]"
10ML_centrifuge_tube,0.6631761789321899,"[-499.0, -191.0, 1404.0]"
10ML_centrifuge_tube,0.6177813410758972,"[-44.0, 57.0, 1051.0]"
blood_tube,0.6059035658836365,"[90.0, 119.0, 1133.0]"
tube_rack_storage_cabinet,0.5013201236724854,"[-376.0, 51.0, 643.0]"
dispensing_tube_rack,0.47740188241004944,"[-71.0, 110.0, 1037.0]"
10ML_centrifuge_tube,0.47419339418411255,"[95.0, 254.0, 966.0]"
10ML_centrifuge_tube,0.39511638879776,"[-582.0, -99.0, 1332.0]"
centrifuge_close,0.36684152483940125,"[-335.0, -58.0, 571.0]"
10ML_sorting_tube_rack,0.32425880432128906,"[-224.0, -83.0, 1284.0]"
5ML_centrifuge_tube,0.2980751693248749,"[223.0, 284.0, 927.0]"
refrigerator_close,0.9559427499771118,"[23.0, -439.0, 1561.0]"
centrifuge_close,0.9067973494529724,"[319.0, -218.0, 1263.0]"
blood_tube,0.8029921054840088,"[232.0, 195.0, 1037.0]"
10ML_centrifuge_tube,0.6503321528434753,"[-498.0, -190.0, 1400.0]"
dispensing_tube_rack,0.6387532353401184,"[-151.0, 93.0, 1140.0]"
blood_tube,0.6341022253036499,"[92.0, 120.0, 1142.0]"
10ML_centrifuge_tube,0.6079566478729248,"[-43.0, 57.0, 1053.0]"
dispensing_tube_rack,0.49983692169189453,"[-71.0, 110.0, 1035.0]"
10ML_centrifuge_tube,0.4432913661003113,"[95.0, 254.0, 965.0]"
10ML_centrifuge_tube,0.42653876543045044,"[-580.0, -98.0, 1332.0]"
10ML_sorting_tube_rack,0.38199755549430847,"[-224.0, -84.0, 1277.0]"
refrigerator_close,0.9563788175582886,"[25.0, -468.0, 1665.0]"
centrifuge_close,0.9141294956207275,"[320.0, -218.0, 1268.0]"
blood_tube,0.8093922138214111,"[232.0, 195.0, 1036.0]"
dispensing_tube_rack,0.7316993474960327,"[-152.0, 94.0, 1146.0]"
10ML_centrifuge_tube,0.7223508954048157,"[-495.0, -190.0, 1394.0]"
blood_tube,0.6147874593734741,"[90.0, 118.0, 1130.0]"
10ML_centrifuge_tube,0.6025856137275696,"[-43.0, 57.0, 1049.0]"
dispensing_tube_rack,0.5383018255233765,"[-71.0, 110.0, 1035.0]"
10ML_centrifuge_tube,0.4597691595554352,"[95.0, 254.0, 966.0]"
10ML_sorting_tube_rack,0.39077138900756836,"[-224.0, -84.0, 1279.0]"
10ML_centrifuge_tube,0.32885369658470154,"[-581.0, -98.0, 1331.0]"
5ML_centrifuge_tube,0.2751217186450958,"[222.0, 284.0, 926.0]"
refrigerator_close,0.9554497599601746,"[23.0, -433.0, 1542.0]"
centrifuge_close,0.9158208966255188,"[320.0, -218.0, 1263.0]"
blood_tube,0.8279932141304016,"[234.0, 197.0, 1045.0]"
dispensing_tube_rack,0.7890896201133728,"[-150.0, 94.0, 1140.0]"
10ML_centrifuge_tube,0.685050368309021,"[-500.0, -191.0, 1406.0]"
blood_tube,0.6359489560127258,"[92.0, 119.0, 1137.0]"
10ML_centrifuge_tube,0.5828880667686462,"[-43.0, 57.0, 1049.0]"
tube_rack_storage_cabinet,0.56171715259552,"[-376.0, 51.0, 642.0]"
dispensing_tube_rack,0.5420457124710083,"[-70.0, 110.0, 1037.0]"
10ML_centrifuge_tube,0.4259929955005646,"[95.0, 254.0, 967.0]"
10ML_centrifuge_tube,0.42220261693000793,"[-580.0, -97.0, 1329.0]"
centrifuge_close,0.37905576825141907,"[-335.0, -57.0, 571.0]"
10ML_sorting_tube_rack,0.34030747413635254,"[-222.0, -82.0, 1274.0]"
5ML_centrifuge_tube,0.25788241624832153,"[221.0, 283.0, 922.0]"
refrigerator_close,0.9511259198188782,"[23.0, -429.0, 1526.0]"
centrifuge_close,0.9102813005447388,"[319.0, -217.0, 1259.0]"
blood_tube,0.8511557579040527,"[233.0, 196.0, 1043.0]"
dispensing_tube_rack,0.752186119556427,"[-151.0, 93.0, 1144.0]"
10ML_centrifuge_tube,0.6776975393295288,"[-498.0, -191.0, 1402.0]"
blood_tube,0.6686565279960632,"[92.0, 119.0, 1132.0]"
10ML_centrifuge_tube,0.6024031043052673,"[-44.0, 57.0, 1049.0]"
tube_rack_storage_cabinet,0.4789991080760956,"[-0.0, 0.0, 0.0]"
dispensing_tube_rack,0.43364906311035156,"[-71.0, 111.0, 1042.0]"
10ML_centrifuge_tube,0.386791467666626,"[-580.0, -99.0, 1332.0]"
10ML_centrifuge_tube,0.3791787922382355,"[95.0, 253.0, 964.0]"
5ML_centrifuge_tube,0.37217357754707336,"[222.0, 285.0, 925.0]"
10ML_sorting_tube_rack,0.32422202825546265,"[-224.0, -83.0, 1284.0]"
refrigerator_close,0.9546412229537964,"[23.0, -441.0, 1570.0]"
centrifuge_close,0.9174782037734985,"[319.0, -217.0, 1268.0]"
blood_tube,0.8312276601791382,"[233.0, 196.0, 1043.0]"
10ML_centrifuge_tube,0.737796425819397,"[-499.0, -191.0, 1404.0]"
dispensing_tube_rack,0.7292620539665222,"[-151.0, 93.0, 1142.0]"
10ML_centrifuge_tube,0.5930492281913757,"[-43.0, 57.0, 1056.0]"
blood_tube,0.5923380255699158,"[91.0, 116.0, 1135.0]"
10ML_centrifuge_tube,0.4943731129169464,"[-581.0, -98.0, 1331.0]"
dispensing_tube_rack,0.47248145937919617,"[-69.0, 110.0, 1035.0]"
tube_rack_storage_cabinet,0.45629066228866577,"[-370.0, 51.0, 633.0]"
5ML_centrifuge_tube,0.3619003891944885,"[222.0, 284.0, 926.0]"
10ML_centrifuge_tube,0.3566626012325287,"[96.0, 253.0, 964.0]"
10ML_sorting_tube_rack,0.29129597544670105,"[-223.0, -84.0, 1273.0]"
refrigerator_close,0.9558948278427124,"[23.0, -424.0, 1508.0]"
centrifuge_close,0.9075524210929871,"[319.0, -218.0, 1268.0]"
blood_tube,0.8319276571273804,"[233.0, 196.0, 1040.0]"
dispensing_tube_rack,0.7537450194358826,"[-151.0, 93.0, 1140.0]"
10ML_centrifuge_tube,0.652556300163269,"[-500.0, -191.0, 1406.0]"
blood_tube,0.6091650128364563,"[90.0, 119.0, 1132.0]"
10ML_centrifuge_tube,0.6055735945701599,"[-43.0, 57.0, 1051.0]"
dispensing_tube_rack,0.5693165063858032,"[-71.0, 110.0, 1039.0]"
tube_rack_storage_cabinet,0.4732409119606018,"[-374.0, 51.0, 639.0]"
10ML_centrifuge_tube,0.4451062083244324,"[95.0, 254.0, 965.0]"
10ML_centrifuge_tube,0.4129984974861145,"[-582.0, -99.0, 1332.0]"
5ML_sorting_tube_rack,0.3562535345554352,"[-464.0, -472.0, 1784.0]"
blood_tube,0.29167354106903076,"[49.0, 274.0, 952.0]"
10ML_sorting_tube_rack,0.2701769769191742,"[-222.0, -82.0, 1276.0]"
5ML_centrifuge_tube,0.2541400194168091,"[222.0, 284.0, 924.0]"
refrigerator_close,0.9574318528175354,"[22.0, -415.0, 1475.0]"
centrifuge_close,0.9178773760795593,"[321.0, -218.0, 1266.0]"
blood_tube,0.8398580551147461,"[233.0, 196.0, 1042.0]"
dispensing_tube_rack,0.8045126795768738,"[-149.0, 93.0, 1135.0]"
10ML_centrifuge_tube,0.6420358419418335,"[-500.0, -191.0, 1408.0]"
10ML_centrifuge_tube,0.6075751781463623,"[-43.0, 57.0, 1056.0]"
blood_tube,0.5526891946792603,"[91.0, 118.0, 1137.0]"
dispensing_tube_rack,0.5226362347602844,"[-71.0, 110.0, 1038.0]"
10ML_centrifuge_tube,0.49793291091918945,"[95.0, 254.0, 965.0]"
10ML_centrifuge_tube,0.4391447603702545,"[-581.0, -99.0, 1331.0]"
centrifuge_close,0.4234279692173004,"[-336.0, -59.0, 574.0]"
10ML_sorting_tube_rack,0.30323851108551025,"[-227.0, -84.0, 1294.0]"
tube_rack_storage_cabinet,0.28280574083328247,"[-377.0, 51.0, 644.0]"
refrigerator_close,0.9565008282661438,"[23.0, -434.0, 1546.0]"
centrifuge_close,0.9160827398300171,"[320.0, -219.0, 1270.0]"
blood_tube,0.8336865901947021,"[232.0, 196.0, 1039.0]"
dispensing_tube_rack,0.7208920121192932,"[-151.0, 93.0, 1143.0]"
10ML_centrifuge_tube,0.6452559232711792,"[-498.0, -190.0, 1400.0]"
blood_tube,0.6172260642051697,"[91.0, 119.0, 1135.0]"
10ML_centrifuge_tube,0.5897445678710938,"[-43.0, 58.0, 1052.0]"
10ML_sorting_tube_rack,0.4534370005130768,"[-227.0, -84.0, 1294.0]"
dispensing_tube_rack,0.4364831745624542,"[-71.0, 111.0, 1039.0]"
10ML_centrifuge_tube,0.40073952078819275,"[95.0, 255.0, 970.0]"
10ML_centrifuge_tube,0.3244299590587616,"[-581.0, -99.0, 1331.0]"
refrigerator_close,0.9564164280891418,"[0.0, -0.0, 0.0]"
centrifuge_close,0.9142026305198669,"[320.0, -218.0, 1268.0]"
blood_tube,0.8329172730445862,"[232.0, 195.0, 1037.0]"
dispensing_tube_rack,0.785918653011322,"[-152.0, 94.0, 1146.0]"
10ML_centrifuge_tube,0.6835061311721802,"[-500.0, -191.0, 1408.0]"
10ML_centrifuge_tube,0.6055706143379211,"[-45.0, 57.0, 1056.0]"
blood_tube,0.561944305896759,"[90.0, 119.0, 1133.0]"
dispensing_tube_rack,0.5447999835014343,"[-71.0, 110.0, 1038.0]"
10ML_centrifuge_tube,0.45351141691207886,"[95.0, 254.0, 965.0]"
10ML_sorting_tube_rack,0.4198353588581085,"[-225.0, -84.0, 1287.0]"
10ML_centrifuge_tube,0.35500478744506836,"[-581.0, -99.0, 1331.0]"
tube_rack_storage_cabinet,0.3526228070259094,"[-377.0, 51.0, 645.0]"
blood_tube,0.2672041952610016,"[-177.0, -5.0, 960.0]"
refrigerator_close,0.9540734887123108,"[22.0, -413.0, 1469.0]"
centrifuge_close,0.9088945984840393,"[318.0, -216.0, 1265.0]"
blood_tube,0.8419734239578247,"[233.0, 196.0, 1042.0]"
dispensing_tube_rack,0.732312023639679,"[-149.0, 93.0, 1137.0]"
10ML_centrifuge_tube,0.7116841673851013,"[-498.0, -191.0, 1402.0]"
blood_tube,0.6309158802032471,"[92.0, 119.0, 1137.0]"
10ML_centrifuge_tube,0.5961964726448059,"[-43.0, 57.0, 1047.0]"
tube_rack_storage_cabinet,0.4434991776943207,"[-370.0, 50.0, 633.0]"
dispensing_tube_rack,0.4339376389980316,"[-70.0, 110.0, 1037.0]"
10ML_centrifuge_tube,0.4087127149105072,"[95.0, 254.0, 966.0]"
10ML_centrifuge_tube,0.3981611728668213,"[-584.0, -98.0, 1338.0]"
10ML_sorting_tube_rack,0.32614922523498535,"[-221.0, -83.0, 1270.0]"
5ML_centrifuge_tube,0.2943694591522217,"[222.0, 283.0, 925.0]"
blood_tube,0.2535609006881714,"[-177.0, -4.0, 961.0]"
refrigerator_close,0.9515002369880676,"[23.0, -428.0, 1523.0]"
centrifuge_close,0.9106720089912415,"[320.0, -219.0, 1270.0]"
blood_tube,0.8332520127296448,"[234.0, 197.0, 1044.0]"
blood_tube,0.6883362531661987,"[92.0, 120.0, 1135.0]"
dispensing_tube_rack,0.6869886517524719,"[-151.0, 93.0, 1143.0]"
10ML_centrifuge_tube,0.675603449344635,"[-500.0, -191.0, 1406.0]"
10ML_centrifuge_tube,0.6051939725875854,"[-43.0, 58.0, 1050.0]"
dispensing_tube_rack,0.5045689344406128,"[-71.0, 111.0, 1037.0]"
tube_rack_storage_cabinet,0.4673234820365906,"[-374.0, 51.0, 640.0]"
10ML_centrifuge_tube,0.4322058856487274,"[-583.0, -98.0, 1334.0]"
10ML_centrifuge_tube,0.4306299090385437,"[95.0, 253.0, 962.0]"
5ML_sorting_tube_rack,0.29318487644195557,"[-462.0, -472.0, 1784.0]"
5ML_centrifuge_tube,0.2875082790851593,"[223.0, 285.0, 929.0]"
10ML_sorting_tube_rack,0.2867318093776703,"[-223.0, -83.0, 1281.0]"
refrigerator_close,0.95354163646698,"[23.0, -435.0, 1549.0]"
centrifuge_close,0.9131322503089905,"[317.0, -217.0, 1262.0]"
blood_tube,0.8468656539916992,"[234.0, 196.0, 1040.0]"
dispensing_tube_rack,0.7464948892593384,"[-152.0, 94.0, 1147.0]"
10ML_centrifuge_tube,0.6630240678787231,"[-500.0, -191.0, 1408.0]"
blood_tube,0.6245543360710144,"[92.0, 118.0, 1139.0]"
10ML_centrifuge_tube,0.6077790856361389,"[-44.0, 57.0, 1052.0]"
dispensing_tube_rack,0.5043054819107056,"[-71.0, 111.0, 1035.0]"
tube_rack_storage_cabinet,0.4095938801765442,"[-373.0, 51.0, 638.0]"
5ML_sorting_tube_rack,0.38364410400390625,"[-453.0, -462.0, 1745.0]"
5ML_centrifuge_tube,0.3823224902153015,"[223.0, 285.0, 928.0]"
10ML_centrifuge_tube,0.36517274379730225,"[-582.0, -98.0, 1332.0]"
10ML_centrifuge_tube,0.31622615456581116,"[95.0, 255.0, 970.0]"
10ML_centrifuge_tube,0.29112708568573,"[52.0, 275.0, 954.0]"
10ML_sorting_tube_rack,0.2827056646347046,"[-225.0, -82.0, 1292.0]"
5ML_sorting_tube_rack,0.2516752779483795,"[-326.0, 128.0, 522.0]"
refrigerator_close,0.9559323787689209,"[0.0, -0.0, 0.0]"
centrifuge_close,0.9130315780639648,"[319.0, -218.0, 1268.0]"
blood_tube,0.8366755843162537,"[231.0, 195.0, 1034.0]"
dispensing_tube_rack,0.7210007905960083,"[-152.0, 94.0, 1147.0]"
10ML_centrifuge_tube,0.6797112226486206,"[-502.0, -192.0, 1412.0]"
10ML_centrifuge_tube,0.6295308470726013,"[-43.0, 57.0, 1052.0]"
blood_tube,0.5038501620292664,"[90.0, 119.0, 1133.0]"
centrifuge_close,0.4514530897140503,"[-335.0, -57.0, 572.0]"
dispensing_tube_rack,0.43577346205711365,"[-71.0, 111.0, 1042.0]"
10ML_centrifuge_tube,0.43049171566963196,"[95.0, 254.0, 967.0]"
tube_rack_storage_cabinet,0.39174118638038635,"[-374.0, 51.0, 640.0]"
10ML_centrifuge_tube,0.37573644518852234,"[-584.0, -99.0, 1336.0]"
10ML_sorting_tube_rack,0.31561997532844543,"[-221.0, -82.0, 1270.0]"
5ML_centrifuge_tube,0.30581921339035034,"[222.0, 284.0, 925.0]"
refrigerator_close,0.9549229741096497,"[23.0, -441.0, 1570.0]"
centrifuge_close,0.9132069945335388,"[319.0, -218.0, 1263.0]"
blood_tube,0.834520697593689,"[232.0, 196.0, 1039.0]"
dispensing_tube_rack,0.8004810810089111,"[-150.0, 93.0, 1140.0]"
10ML_centrifuge_tube,0.6871539950370789,"[-499.0, -191.0, 1404.0]"
blood_tube,0.6671046614646912,"[92.0, 120.0, 1132.0]"
10ML_centrifuge_tube,0.6210663318634033,"[-43.0, 57.0, 1051.0]"
10ML_centrifuge_tube,0.49938321113586426,"[95.0, 254.0, 966.0]"
centrifuge_close,0.4684448540210724,"[-336.0, -58.0, 573.0]"
10ML_sorting_tube_rack,0.41498011350631714,"[-223.0, -82.0, 1273.0]"
tube_rack_storage_cabinet,0.40357720851898193,"[-380.0, 52.0, 649.0]"
dispensing_tube_rack,0.39886757731437683,"[-72.0, 110.0, 1038.0]"
10ML_centrifuge_tube,0.3749087154865265,"[-581.0, -99.0, 1331.0]"
refrigerator_close,0.9567931890487671,"[22.0, -410.0, 1458.0]"
centrifuge_close,0.9138094186782837,"[316.0, -215.0, 1257.0]"
blood_tube,0.8417638540267944,"[233.0, 196.0, 1043.0]"
dispensing_tube_rack,0.7108608484268188,"[-151.0, 93.0, 1142.0]"
10ML_centrifuge_tube,0.6727131009101868,"[-498.0, -191.0, 1402.0]"
10ML_centrifuge_tube,0.5912105441093445,"[-43.0, 58.0, 1050.0]"
blood_tube,0.5589084625244141,"[92.0, 119.0, 1139.0]"
dispensing_tube_rack,0.5525668263435364,"[-70.0, 111.0, 1040.0]"
10ML_centrifuge_tube,0.4070366621017456,"[95.0, 254.0, 967.0]"
10ML_sorting_tube_rack,0.34374603629112244,"[-225.0, -84.0, 1285.0]"
10ML_centrifuge_tube,0.3349432647228241,"[-582.0, -99.0, 1332.0]"
tube_rack_storage_cabinet,0.3188973069190979,"[-373.0, 50.0, 638.0]"
refrigerator_close,0.9555718898773193,"[22.0, -413.0, 1469.0]"
centrifuge_close,0.9110432863235474,"[319.0, -217.0, 1270.0]"
blood_tube,0.8137526512145996,"[233.0, 196.0, 1040.0]"
dispensing_tube_rack,0.7221177220344543,"[-151.0, 93.0, 1143.0]"
10ML_centrifuge_tube,0.6858350038528442,"[-498.0, -191.0, 1402.0]"
10ML_centrifuge_tube,0.6388907432556152,"[-43.0, 57.0, 1056.0]"
blood_tube,0.5644350051879883,"[90.0, 119.0, 1134.0]"
dispensing_tube_rack,0.4826986789703369,"[-70.0, 110.0, 1039.0]"
10ML_centrifuge_tube,0.4017127752304077,"[-580.0, -99.0, 1332.0]"
10ML_centrifuge_tube,0.35678014159202576,"[96.0, 254.0, 962.0]"
5ML_sorting_tube_rack,0.33933591842651367,"[-457.0, -464.0, 1760.0]"
5ML_centrifuge_tube,0.3322056531906128,"[222.0, 284.0, 924.0]"
tube_rack_storage_cabinet,0.307871013879776,"[-372.0, 51.0, 636.0]"
