               epoch,      train/box_loss,      train/cls_loss,      train/dfl_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/cls_loss,        val/dfl_loss,               x/lr0,               x/lr1,               x/lr2
                  18,             0.84754,             0.85965,             0.96201,             0.89791,             0.88473,             0.88788,             0.72976,             0.70554,             0.61441,             0.94833,            0.032054,           0.0070545,           0.0070545
                  19,             0.71687,             0.78879,             0.95254,             0.93058,              0.8875,             0.89249,             0.68978,             0.80612,             0.52889,             0.96262,            0.028405,           0.0074047,           0.0074047
                  20,             0.68745,             0.68307,             0.94258,             0.94869,             0.88006,             0.93196,             0.73089,             0.72029,             0.65877,             0.99842,            0.024752,           0.0077522,           0.0077522
                  21,             0.78114,             0.88175,              1.0023,             0.89641,             0.92917,             0.90387,             0.72065,             0.70678,             0.59916,             0.99908,            0.021097,           0.0080971,           0.0080971
                  22,             0.71984,             0.87871,             0.96279,             0.89605,             0.90504,             0.89498,             0.66942,             0.88615,              1.0207,              1.0722,            0.017439,           0.0084393,           0.0084393
                  23,             0.82008,             0.96306,             0.96962,              0.7992,             0.88724,             0.89754,              0.6597,             0.91568,             0.80246,              1.1089,            0.013779,            0.008779,            0.008779
                  24,             0.76761,             0.95079,             0.93848,             0.88633,              0.8875,             0.88877,             0.65673,             0.84804,             0.98655,              1.0658,            0.010116,           0.0091159,           0.0091159
                  25,             0.68502,             0.69575,             0.89983,             0.83232,             0.90053,             0.88231,             0.55872,              1.1687,             0.86752,              1.1761,            0.009175,            0.009175,            0.009175
                  26,              0.9283,             0.83409,              1.0031,             0.82387,             0.86956,             0.87272,             0.64539,             0.89876,             0.87765,              1.1287,            0.009175,            0.009175,            0.009175
                  27,             0.82195,             0.73537,             0.93951,             0.87859,             0.90667,             0.89654,              0.6201,              0.9594,             0.77878,              1.0716,            0.009142,            0.009142,            0.009142
                  28,             0.90794,             0.83343,              1.0022,             0.95005,             0.84978,             0.88773,             0.66275,             0.80912,             0.89182,              1.0177,            0.009109,            0.009109,            0.009109
                  29,             0.67972,             0.68088,             0.93459,             0.87838,             0.84583,             0.86243,             0.63498,             0.95858,             0.78964,               1.066,            0.009076,            0.009076,            0.009076
                  30,             0.70133,             0.84468,             0.94842,             0.89925,             0.90833,             0.89541,             0.67141,             0.79394,             0.90965,              1.0263,            0.009043,            0.009043,            0.009043
                  31,             0.72276,             0.67708,             0.93648,             0.86879,              0.8875,             0.87114,             0.64878,             0.95631,               0.681,              1.1089,             0.00901,             0.00901,             0.00901
                  32,             0.79629,             0.68098,              0.9557,             0.90397,             0.90833,             0.88738,             0.62163,             0.94002,             0.80488,              1.1176,            0.008977,            0.008977,            0.008977
                  33,             0.85314,             0.76288,             0.97985,             0.87994,             0.88116,             0.87441,              0.6393,             0.85219,             0.70659,              1.1471,            0.008944,            0.008944,            0.008944
                  34,             0.67791,             0.67447,             0.92401,             0.89506,             0.90833,              0.8911,             0.65076,              0.9032,              0.9207,              1.0577,            0.008911,            0.008911,            0.008911
                  35,             0.74577,             0.67942,             0.92296,             0.88071,              0.8875,             0.86916,             0.68676,             0.85244,             0.57366,               1.132,            0.008878,            0.008878,            0.008878
                  36,             0.77425,             0.64019,             0.96507,             0.88469,             0.90833,              0.8955,              0.6788,             0.76217,              0.7805,              0.9972,            0.008845,            0.008845,            0.008845
                  37,             0.71131,             0.59534,             0.92391,             0.88143,             0.90833,             0.87966,              0.6808,              0.7795,             0.63311,              1.0042,            0.008812,            0.008812,            0.008812
                  38,             0.72944,             0.65306,             0.93563,             0.90316,             0.90833,             0.88162,             0.66235,             0.80651,             0.86503,              1.0101,            0.008779,            0.008779,            0.008779
                  39,             0.68693,             0.59539,             0.93717,             0.89863,              0.8875,             0.88651,             0.67292,             0.87073,             0.83943,              1.0125,            0.008746,            0.008746,            0.008746
                  40,             0.81594,             0.58818,             0.92634,              0.8774,             0.89988,             0.89278,             0.68942,             0.82278,             0.78036,              1.0259,            0.008713,            0.008713,            0.008713
                  41,             0.71051,             0.56849,             0.94162,             0.87897,              0.8875,             0.89378,             0.68805,             0.79853,              0.8091,              1.0067,             0.00868,             0.00868,             0.00868
                  42,             0.75643,             0.61826,             0.93025,              0.8241,             0.92178,             0.91431,             0.71918,             0.81912,             0.63321,             0.99054,            0.008647,            0.008647,            0.008647
                  43,             0.65362,             0.58094,             0.91017,             0.93211,             0.90833,             0.90294,             0.70912,             0.76499,             0.77417,             0.97876,            0.008614,            0.008614,            0.008614
                  44,             0.69641,             0.68389,             0.91988,             0.77133,             0.90833,             0.89768,             0.71023,             0.77468,             0.70342,             0.96678,            0.008581,            0.008581,            0.008581
                  45,              0.6589,             0.72368,             0.91602,              0.9395,             0.89808,             0.89771,             0.73474,             0.69998,             0.59891,             0.94323,            0.008548,            0.008548,            0.008548
                  46,              0.6483,             0.49552,             0.92125,              0.9484,             0.90833,             0.90406,             0.70266,             0.82403,              0.5446,              1.0108,            0.008515,            0.008515,            0.008515
                  47,               0.708,             0.63384,               0.935,             0.94218,             0.92447,             0.91611,             0.72745,             0.79854,             0.61085,              1.0065,            0.008482,            0.008482,            0.008482
                  48,             0.70744,             0.57336,             0.91789,             0.90437,             0.90833,             0.89545,             0.67781,             0.79995,             0.56877,             0.99641,            0.008449,            0.008449,            0.008449
                  49,             0.80182,              0.5912,             0.92008,             0.92011,             0.85016,             0.88618,             0.70322,             0.73311,             0.59831,             0.97999,            0.008416,            0.008416,            0.008416
                  50,             0.65404,             0.51859,             0.91313,             0.86213,             0.90091,             0.88966,             0.66518,             0.88692,             0.59249,               1.014,            0.008383,            0.008383,            0.008383
                  51,             0.78325,             0.56917,             0.94288,             0.94223,             0.83679,             0.88717,             0.71517,             0.73791,             0.56071,             0.97932,             0.00835,             0.00835,             0.00835
                  52,             0.67472,             0.55443,             0.91872,             0.91363,             0.82713,             0.89067,             0.68338,             0.85693,             0.61708,              1.0219,            0.008317,            0.008317,            0.008317
                  53,             0.68727,             0.53798,             0.93151,             0.95056,             0.83782,             0.88697,             0.73264,             0.74092,             0.58977,             0.98934,            0.008284,            0.008284,            0.008284
                  54,             0.70049,             0.54852,             0.92883,             0.90277,             0.88982,             0.88839,             0.69265,              0.8773,             0.61722,              1.0472,            0.008251,            0.008251,            0.008251
                  55,             0.72296,             0.50176,             0.95804,             0.90718,             0.89549,             0.90097,             0.70999,             0.76212,             0.58366,              1.0142,            0.008218,            0.008218,            0.008218
                  56,             0.75592,             0.55104,             0.93793,             0.88971,             0.92917,             0.91471,             0.67637,             0.95949,             0.64055,              1.0964,            0.008185,            0.008185,            0.008185
                  57,             0.73681,             0.49862,             0.93229,              0.8945,             0.92917,             0.91104,             0.68303,             0.85095,             0.61048,              1.0208,            0.008152,            0.008152,            0.008152
                  58,             0.69945,             0.54104,             0.93977,             0.90154,             0.92605,              0.8994,             0.67757,             0.88549,             0.61701,              1.0541,            0.008119,            0.008119,            0.008119
                  59,              0.7014,             0.51041,             0.93241,             0.90716,             0.92707,             0.90844,             0.68163,              0.8569,             0.70179,               1.017,            0.008086,            0.008086,            0.008086
                  60,             0.70634,             0.54021,             0.90736,               0.879,             0.87613,             0.87056,              0.6581,             0.87739,              0.6797,              1.0887,            0.008053,            0.008053,            0.008053
                  61,             0.66756,              0.5371,             0.95876,             0.90379,             0.87396,             0.89242,             0.66756,             0.84168,             0.76848,              1.0423,             0.00802,             0.00802,             0.00802
                  62,             0.64594,             0.47465,              0.9267,             0.87045,             0.80675,             0.86471,             0.62948,             0.89645,             0.76113,               1.078,            0.007987,            0.007987,            0.007987
                  63,             0.65757,             0.53155,             0.92108,             0.94854,             0.78272,             0.88129,             0.61494,             0.84508,             0.74103,              1.0599,            0.007954,            0.007954,            0.007954
                  64,             0.65332,              0.4981,             0.94529,             0.90797,             0.76667,             0.86206,             0.62223,             0.85819,             0.73586,              1.1152,            0.007921,            0.007921,            0.007921
                  65,             0.62067,             0.46425,             0.89996,             0.92497,             0.76462,             0.88493,             0.61166,               0.866,              0.7535,              1.0872,            0.007888,            0.007888,            0.007888
                  66,             0.71817,             0.50162,             0.92201,             0.81322,             0.86625,             0.87911,             0.64159,             0.92156,             0.69076,              1.1543,            0.007855,            0.007855,            0.007855
                  67,             0.69658,             0.47113,             0.93526,             0.85941,             0.92917,             0.89227,             0.66786,             0.88318,             0.65695,              1.1468,            0.007822,            0.007822,            0.007822
                  68,             0.68644,             0.49102,             0.92975,              0.8613,             0.92521,             0.89436,             0.67233,             0.86736,              0.6201,              1.1465,            0.007789,            0.007789,            0.007789
                  69,             0.67121,             0.48907,             0.94342,             0.90674,             0.89098,             0.90656,             0.70212,             0.82081,              0.6724,              1.1034,            0.007756,            0.007756,            0.007756
                  70,             0.61729,             0.45107,             0.90309,             0.87574,             0.92917,             0.91019,             0.68725,             0.81375,             0.59162,              1.1035,            0.007723,            0.007723,            0.007723
                  71,             0.59566,             0.43523,             0.87506,             0.88558,             0.91665,             0.88826,             0.67423,             0.83274,             0.62569,              1.1018,             0.00769,             0.00769,             0.00769
                  72,              0.6419,             0.46653,             0.91167,             0.81176,             0.87917,             0.88109,             0.66623,             0.83199,              0.6606,              1.1371,            0.007657,            0.007657,            0.007657
                  73,              0.6798,             0.48672,             0.92138,             0.80831,             0.87917,             0.88339,             0.67775,             0.88583,             0.65259,              1.1277,            0.007624,            0.007624,            0.007624
                  74,             0.65001,             0.49451,             0.89838,             0.84384,             0.89818,             0.87473,             0.66486,             0.86124,             0.62858,              1.1554,            0.007591,            0.007591,            0.007591
                  75,             0.66757,             0.47499,             0.94457,             0.86987,             0.87917,             0.87441,             0.67821,             0.81026,              0.6003,              1.0589,            0.007558,            0.007558,            0.007558
                  76,             0.62189,             0.47525,             0.91206,             0.85108,             0.92917,             0.90443,             0.70472,             0.82385,              0.5146,              1.0718,            0.007525,            0.007525,            0.007525
                  77,             0.65641,             0.49872,             0.92923,             0.93241,             0.92917,             0.90393,              0.7155,             0.79444,             0.50347,              1.0622,            0.007492,            0.007492,            0.007492
                  78,             0.59642,             0.45339,              0.8987,              0.9338,             0.92917,             0.91317,             0.69723,             0.81209,             0.52691,              1.0513,            0.007459,            0.007459,            0.007459
                  79,             0.63241,              0.4689,             0.92444,             0.94428,             0.92917,             0.91393,             0.71359,             0.75981,              0.4774,              1.0514,            0.007426,            0.007426,            0.007426
                  80,             0.61967,             0.45978,             0.89831,             0.89041,              0.8875,             0.89637,             0.68331,             0.85934,             0.52949,              1.0643,            0.007393,            0.007393,            0.007393
                  81,             0.66929,             0.49261,             0.91701,             0.88962,             0.90503,             0.89503,             0.70129,             0.74922,             0.51883,              1.0647,             0.00736,             0.00736,             0.00736
                  82,             0.58923,             0.42332,             0.88661,             0.88443,             0.90833,             0.89566,             0.69861,             0.87604,             0.58106,              1.0864,            0.007327,            0.007327,            0.007327
                  83,             0.76166,             0.49185,             0.96985,             0.89656,             0.87402,             0.90229,             0.71899,             0.77374,             0.59727,              1.0725,            0.007294,            0.007294,            0.007294
                  84,             0.56191,             0.40761,             0.88012,              0.8777,             0.85387,             0.86146,             0.68501,             0.85189,             0.59817,              1.1473,            0.007261,            0.007261,            0.007261
                  85,             0.65019,             0.45457,             0.92934,             0.90023,             0.90173,             0.90254,             0.71367,             0.81449,             0.51832,              1.1303,            0.007228,            0.007228,            0.007228
                  86,              0.6063,             0.44584,             0.89097,             0.90268,              0.9236,             0.90133,             0.68967,              0.8521,             0.52514,              1.1709,            0.007195,            0.007195,            0.007195
                  87,             0.57242,             0.40953,             0.86798,             0.90404,             0.90833,             0.89185,             0.71009,             0.83751,             0.49127,              1.1811,            0.007162,            0.007162,            0.007162
                  88,             0.58974,             0.44507,             0.91147,             0.89771,             0.90833,             0.88583,             0.72962,             0.87057,             0.47732,              1.1963,            0.007129,            0.007129,            0.007129
                  89,             0.51839,             0.39115,             0.89315,              0.8979,             0.90833,             0.88504,             0.68237,             0.86875,             0.45776,               1.224,            0.007096,            0.007096,            0.007096
                  90,             0.58788,             0.41958,             0.91159,             0.89692,             0.90833,             0.87137,             0.64116,             0.99051,             0.51645,              1.2837,            0.007063,            0.007063,            0.007063
                  91,             0.64266,             0.44339,             0.91626,              0.8949,             0.90833,             0.90015,             0.68728,             0.85631,             0.54471,              1.1726,             0.00703,             0.00703,             0.00703
                  92,             0.65545,             0.46457,             0.92266,             0.89633,             0.90833,             0.87791,             0.66451,             0.85266,             0.53917,              1.1712,            0.006997,            0.006997,            0.006997
                  93,             0.55197,             0.41831,             0.89309,             0.87134,              0.8875,             0.88183,             0.68985,             0.86566,             0.58454,              1.1811,            0.006964,            0.006964,            0.006964
                  94,             0.60765,             0.45912,             0.94305,             0.88891,              0.8875,             0.88034,             0.67425,             0.87308,              0.5981,              1.1705,            0.006931,            0.006931,            0.006931
                  95,             0.60047,             0.41569,             0.89902,             0.89366,             0.86667,             0.88809,             0.66533,             0.93317,             0.56486,              1.1441,            0.006898,            0.006898,            0.006898
                  96,             0.56276,             0.41247,             0.86503,             0.94597,             0.84933,             0.87446,             0.70868,             0.74014,             0.52591,              1.0453,            0.006865,            0.006865,            0.006865
                  97,             0.66376,             0.44993,             0.92587,             0.94331,             0.83847,             0.86744,             0.68004,             0.79937,             0.54212,              1.0535,            0.006832,            0.006832,            0.006832
                  98,             0.56041,             0.42621,             0.92305,             0.92804,               0.825,             0.86006,             0.68221,             0.71626,             0.54631,              1.0137,            0.006799,            0.006799,            0.006799
                  99,             0.62971,             0.42943,             0.88456,             0.90926,             0.92055,             0.90253,             0.69531,             0.80987,             0.58212,              1.0213,            0.006766,            0.006766,            0.006766
                 100,             0.65111,             0.43429,              0.9074,              0.9324,             0.88308,              0.8785,             0.72095,             0.69687,             0.50584,              1.0046,            0.006733,            0.006733,            0.006733
                 101,              0.5737,             0.41318,             0.89018,             0.87936,             0.90833,             0.91509,              0.7357,             0.76026,             0.48549,              1.0293,              0.0067,              0.0067,              0.0067
                 102,             0.62934,             0.44073,             0.91718,             0.93433,              0.8875,             0.88909,             0.73893,             0.70657,             0.43624,              1.0039,            0.006667,            0.006667,            0.006667
                 103,             0.68237,             0.47706,             0.97836,             0.95975,             0.92283,             0.92552,             0.75615,             0.71569,             0.46327,             0.99903,            0.006634,            0.006634,            0.006634
                 104,              0.5361,             0.41258,             0.88528,             0.95723,             0.92006,             0.92798,             0.74695,             0.78665,             0.47821,             0.99623,            0.006601,            0.006601,            0.006601
                 105,              0.6424,             0.43283,             0.88888,             0.92486,             0.90546,             0.90959,             0.74929,             0.73518,             0.47053,             0.99875,            0.006568,            0.006568,            0.006568
                 106,             0.60488,             0.41684,             0.89746,             0.92993,             0.90499,             0.90456,             0.73789,             0.71288,             0.44907,             0.97747,            0.006535,            0.006535,            0.006535
                 107,             0.61257,             0.43335,             0.91446,              0.9289,             0.92605,              0.9182,             0.74214,             0.77817,             0.47819,              1.0128,            0.006502,            0.006502,            0.006502
                 108,             0.61018,             0.40923,             0.88521,             0.93441,             0.92917,             0.91275,             0.73041,             0.74651,             0.44666,             0.99784,            0.006469,            0.006469,            0.006469
                 109,             0.60271,             0.41596,             0.89145,             0.93649,             0.92917,             0.91199,             0.73771,             0.75929,             0.48164,             0.98473,            0.006436,            0.006436,            0.006436
                 110,             0.57855,             0.42745,             0.90923,             0.92891,             0.92917,              0.9102,             0.74973,               0.684,             0.43497,             0.97465,            0.006403,            0.006403,            0.006403
                 111,             0.54687,              0.3739,             0.87347,              0.8599,             0.92917,             0.90167,             0.68406,             0.83084,             0.49688,                1.02,             0.00637,             0.00637,             0.00637
                 112,             0.60106,             0.41561,             0.89304,             0.85208,             0.92357,             0.89483,             0.71754,             0.73684,             0.52578,              1.0109,            0.006337,            0.006337,            0.006337
                 113,             0.56408,             0.41487,             0.88565,             0.89007,             0.92917,              0.9112,              0.7119,             0.75258,             0.53755,               1.028,            0.006304,            0.006304,            0.006304
                 114,             0.52798,             0.39722,             0.87614,             0.89375,             0.92917,             0.91534,             0.71785,             0.77887,             0.52556,              1.0717,            0.006271,            0.006271,            0.006271
                 115,             0.61267,             0.44247,             0.91072,             0.86027,             0.92717,             0.90738,             0.73031,              0.7441,              0.5054,              1.0432,            0.006238,            0.006238,            0.006238
                 116,             0.51558,              0.3924,             0.85214,             0.89506,             0.92651,             0.91833,             0.73172,             0.74586,             0.51001,              1.0356,            0.006205,            0.006205,            0.006205
